num_personas_hogar,area_vivienda_m2,num_electrodomesticos,horas_uso_ac,estrato_social,mes,consumo_kwh,nivel_consumo
6,103.3,2,1.0,B,Febrero,207.5,normal
3,117.8,8,2.7,D,Diciembre,217.5,normal
4,91.9,12,2.5,A,Septiembre,284.6,normal
3,,11,4.3,D,Octubre,298.8,normal
3,229.1,8,8.0,C,Mayo,327.0,alto
4,135.9,8,,B,Octubre,263.2,normal
5,131.5,11,2.7,C,Agosto,301.2,alto
5,280.3,13,,C,Enero,483.4,alto
5,90.9,9,8.5,C,Mayo,363.9,alto
7,235.6,8,10.6,D,Septiembre,481.8,alto
2,272.7,14,5.4,B,Abril,340.7,alto
3,83.1,11,1.2,C,Noviembre,229.7,normal
2,123.8,2,8.6,B,Agosto,276.8,normal
2,279.1,8,4.3,C,Diciembre,308.0,alto
2,,13,6.5,B,Julio,389.3,alto
7,104.4,14,5.8,C,Julio,409.7,alto
6,229.4,6,7.6,B,Enero,401.2,alto
1,163.0,8,0.8,C,Agosto,156.4,normal
5,105.3,2,7.2,C,Mayo,290.9,normal
6,47.1,8,7.3,C,Septiembre,348.5,alto
5,140.6,8,2.1,A,Mayo,258.5,normal
4,52.1,2,4.9,D,Marzo,238.1,normal
1,221.8,8,1.0,B,Marzo,240.4,normal
3,79.3,3,8.1,B,Septiembre,236.5,normal
7,99.1,2,9.7,C,Enero,356.1,alto
4,60.5,11,7.0,A,Octubre,330.0,alto
1,176.8,12,2.4,C,Diciembre,263.9,normal
4,213.4,4,5.5,D,Noviembre,286.2,normal
4,,13,7.2,B,Diciembre,421.1,alto
4,283.2,5,10.8,B,Noviembre,386.0,alto
4,282.7,9,5.4,C,Noviembre,402.7,alto
1,,5,4.9,C,Noviembre,157.6,normal
5,58.6,12,8.8,B,Marzo,414.2,alto
5,,13,11.1,C,Junio,400.4,alto
6,,13,4.5,D,Junio,305.2,alto
1,,8,8.1,D,Mayo,271.7,normal
6,,10,5.6,C,Julio,330.9,alto
2,259.1,7,8.6,C,Octubre,344.9,alto
2,41.5,5,,D,Agosto,294.2,normal
7,173.7,14,5.0,A,Agosto,447.8,alto
4,160.3,6,8.3,C,Abril,341.3,alto
3,180.1,3,8.9,D,Octubre,327.0,alto
2,228.2,13,11.5,c,Abril,424.2,alto
1,171.0,2,5.0,B,Octubre,212.8,normal
6,189.1,11,4.2,C,Febrero,382.9,alto
2,187.3,13,0.4,C,Julio,219.2,normal
4,,12,0.7,C,Febrero,288.5,normal
6,89.1,2,8.8,C,Febrero,313.3,alto
4,155.9,13,6.4,D,Octubre,342.8,alto
7,163.9,10,6.8,D,Octubre,393.6,alto
6,52.6,6,7.1,C,Julio,285.3,normal
5,183.2,14,8.8,C,Diciembre,464.8,alto
1,276.6,3,3.4,C,Agosto,221.7,normal
4,45.5,11,10.5,C,Agosto,370.8,alto
7,297.3,13,8.9,C,Noviembre,502.9,alto
2,236.6,7,12.0,C,Julio,406.0,alto
7,126.5,5,9.1,D,Diciembre,413.4,alto
3,234.2,5,11.7,C,Febrero,413.9,alto
1,,7,9.0,C,Septiembre,317.9,alto
6,,14,9.9,B,Mayo,481.0,alto
1,63.7,14,6.9,C,Noviembre,285.2,normal
5,34.6,14,10.7,D,Junio,393.2,alto
3,207.0,7,8.4,B,Marzo,324.8,alto
7,262.0,4,10.5,c,Noviembre,451.2,alto
7,200.6,9,3.7,B,Septiembre,346.7,alto
3,160.5,8,1.8,C,Junio,208.3,normal
2,92.9,5,3.3,B,Abril,225.8,normal
6,88.3,4,9.3,C,Agosto,355.8,alto
5,187.5,13,,A,Noviembre,408.2,alto
1,38.2,3,7.8,D,Julio,198.4,normal
6,162.8,5,4.8,C,Febrero,298.0,normal
7,245.4,4,,A,Noviembre,342.5,alto
4,282.1,13,11.3,C,Abril,487.7,alto
7,99.1,11,0.2,D,Septiembre,226.2,normal
2,297.9,3,2.1,B,Agosto,234.9,normal
3,43.9,10,2.6,D,Marzo,226.4,normal
1,253.9,6,3.7,C,Mayo,283.6,normal
7,170.5,11,10.8,D,Marzo,478.3,alto
7,88.9,7,8.8,B,Mayo,388.9,alto
3,184.5,9,2.3,C,Enero,225.0,normal
3,107.5,9,3.7,D,Noviembre,218.7,normal
1,96.8,11,4.3,C,Junio,257.0,normal
4,190.2,13,1.5,D,Marzo,274.9,normal
3,170.4,11,1.8,B,Septiembre,2930.979797301328,normal
2,270.9,5,4.5,D,Marzo,292.2,normal
6,190.4,12,7.0,C,Noviembre,425.8,alto
5,259.1,5,6.3,C,Noviembre,348.7,alto
3,109.0,2,0.5,C,Noviembre,149.8,normal
2,,11,1.4,C,Mayo,276.3,normal
1,226.2,2,3.4,C,Septiembre,227.8,normal
3,245.7,10,1.8,C,Abril,276.8,normal
7,104.2,9,2.5,D,Abril,302.1,alto
6,156.1,4,5.8,D,Agosto,323.4,alto
3,157.0,6,7.7,A,Febrero,304.6,alto
2,,14,2.7,C,Marzo,269.8,normal
1,101.3,4,6.2,D,Abril,202.8,normal
6,88.8,2,4.3,C,Abril,255.0,normal
5,63.8,11,1.5,C,Marzo,246.3,normal
1,279.7,2,4.6,C,Mayo,218.7,normal
7,137.2,10,10.6,C,Agosto,446.8,alto
4,174.9,8,10.2,D,Agosto,360.7,alto
7,118.9,6,9.5,A,Octubre,416.5,alto
6,267.4,13,11.1,C,Abril,526.3,alto
2,219.7,6,1.5,D,Noviembre,234.1,normal
1,118.5,10,7.8,C,Junio,297.7,normal
3,,10,,A,Marzo,327.9,alto
5,130.0,14,0.7,B,Junio,282.2,normal
6,107.1,4,3.2,C,Noviembre,272.4,normal
7,209.0,2,2.8,A,Agosto,311.7,alto
5,105.6,10,8.0,C,Abril,377.2,alto
7,258.7,9,7.8,B,Enero,449.5,alto
2,96.4,10,8.5,C,Enero,294.9,normal
3,215.4,4,,C,Marzo,317.2,alto
5,262.4,3,5.2,C,Abril,312.6,alto
2,,8,3.1,C,Junio,273.4,normal
7,236.5,4,,C,Febrero,345.5,alto
4,297.2,5,5.9,B,Noviembre,383.3,alto
3,272.4,9,1.7,C,Marzo,272.4,normal
5,197.4,11,3.3,C,Junio,337.2,alto
5,298.9,7,8.3,C,Febrero,4180.092183907502,alto
5,162.7,4,1.3,B,Mayo,268.6,normal
6,269.2,3,0.0,D,Septiembre,247.0,normal
4,127.5,10,3.0,D,Abril,262.5,normal
3,174.3,7,,C,Septiembre,228.4,normal
6,53.4,14,9.0,B,Enero,385.6,alto
2,298.3,13,1.6,C,Mayo,336.6,alto
6,227.3,5,2.4,C,Septiembre,306.7,alto
5,294.2,2,10.6,D,Abril,423.9,alto
6,157.1,13,7.7,D,Mayo,404.6,alto
7,98.4,12,0.9,C,Diciembre,339.5,alto
6,241.4,13,0.5,B,Marzo,332.4,alto
5,37.7,14,11.8,B,Septiembre,429.7,alto
3,,12,11.8,C,Febrero,431.8,alto
3,263.5,11,4.7,B,Marzo,378.5,alto
7,224.0,3,5.8,C,Octubre,359.6,alto
5,220.9,4,5.7,A,Julio,342.8,alto
4,219.3,14,1.5,D,Octubre,3479.2982374851554,normal
2,236.4,6,8.3,B,Diciembre,353.8,alto
3,214.9,5,10.2,D,Marzo,343.5,alto
5,176.0,9,1.4,D,Marzo,259.1,normal
3,292.7,10,6.2,C,Febrero,368.9,alto
5,47.9,5,10.5,C,Abril,340.5,alto
3,177.6,6,3.7,D,Mayo,281.7,normal
2,31.7,11,4.2,C,Enero,223.1,normal
2,213.0,9,11.9,C,Septiembre,396.6,alto
4,273.7,12,7.0,D,Junio,411.7,alto
7,197.1,5,9.6,C,Febrero,417.7,alto
5,274.2,7,,B,Septiembre,456.9,alto
1,178.2,13,,B,Noviembre,262.3,normal
6,,8,5.9,B,Diciembre,343.8,alto
6,221.2,14,2.7,C,Junio,365.2,alto
6,180.1,8,7.5,B,Enero,397.3,alto
3,150.2,9,10.5,C,Marzo,374.4,alto
4,79.5,3,11.7,A,Septiembre,357.5,alto
6,,4,3.6,C,Noviembre,261.6,normal
7,148.6,14,7.6,C,Marzo,454.4,alto
1,248.6,5,2.9,A,Julio,219.9,normal
4,145.0,5,8.5,C,Febrero,346.8,alto
7,187.1,3,1.4,C,Mayo,302.6,alto
6,203.8,6,8.7,C,Septiembre,399.8,alto
1,177.0,10,9.9,B,Febrero,340.5,alto
6,,9,,B,Diciembre,396.2,alto
7,,12,3.2,B,Enero,426.9,alto
6,94.1,12,11.2,A,Abril,3822.3990365705936,alto
2,234.5,7,10.9,C,Abril,366.8,alto
6,72.8,6,,C,Abril,251.4,normal
2,51.8,8,7.4,D,Septiembre,257.7,normal
1,270.4,4,5.6,B,Junio,264.8,normal
6,223.1,10,10.0,B,Marzo,496.1,alto
6,295.2,13,11.1,A,Noviembre,533.0,alto
1,49.4,12,9.9,C,Junio,347.0,alto
6,175.9,7,10.2,B,Octubre,390.9,alto
4,295.7,6,6.3,C,Mayo,389.9,alto
5,,2,3.5,C,Enero,185.6,normal
3,281.1,7,10.3,C,Febrero,427.6,alto
7,70.5,9,9.7,C,Mayo,442.1,alto
1,99.9,3,1.8,A,Octubre,184.8,normal
4,247.6,8,1.6,B,Octubre,310.4,alto
4,294.3,7,6.0,C,Julio,375.6,alto
7,129.8,14,9.5,D,Octubre,466.2,alto
6,275.9,4,1.0,B,Septiembre,295.4,normal
2,267.5,4,5.8,B,Junio,296.2,normal
2,93.4,4,5.8,C,Abril,221.4,normal
2,70.9,11,10.4,B,Septiembre,3447.0527280902215,alto
1,88.2,7,6.2,B,Julio,254.6,normal
7,129.0,4,3.7,D,Febrero,281.7,normal
6,276.8,4,6.4,B,Diciembre,396.6,alto
1,270.9,10,1.5,C,Octubre,267.9,normal
2,205.1,4,,A,Marzo,310.7,alto
4,101.5,2,6.2,C,Julio,243.4,normal
7,158.9,12,4.1,C,Febrero,406.1,alto
1,71.2,6,0.4,C,Septiembre,119.4,normal
6,174.8,10,0.5,B,Abril,306.7,alto
7,194.0,9,0.3,B,Junio,293.2,normal
4,264.9,10,,D,Abril,351.9,alto
4,122.4,10,8.0,C,Agosto,344.3,alto
3,127.3,14,5.1,B,Octubre,338.5,alto
4,70.1,4,6.4,C,Febrero,252.7,normal
5,216.6,7,11.1,A,Noviembre,443.2,alto
5,42.3,4,,D,Diciembre,232.2,normal
7,94.9,2,1.3,D,Octubre,185.1,normal
5,152.0,5,,D,Marzo,260.6,normal
1,272.3,13,7.5,A,Junio,379.0,alto
6,49.6,2,,D,Mayo,271.9,normal
4,290.5,8,5.4,C,Septiembre,361.0,alto
4,281.5,8,1.8,D,Febrero,303.4,alto
1,,10,3.0,B,Abril,276.8,normal
4,125.8,3,2.3,C,Noviembre,240.7,normal
3,259.8,2,10.4,D,Julio,316.0,alto
2,65.0,10,8.9,C,Abril,293.3,normal
4,90.3,2,6.5,D,Septiembre,202.0,normal
3,109.9,8,3.6,C,Abril,276.4,normal
4,148.4,11,6.9,C,Enero,330.6,alto
1,283.6,6,0.4,B,Febrero,209.7,normal
2,275.9,6,5.2,D,Septiembre,312.5,alto
6,113.9,8,4.4,D,Enero,312.7,alto
6,164.7,8,8.6,B,Agosto,412.3,alto
6,299.2,12,9.0,C,Octubre,489.6,alto
3,293.9,13,10.0,C,Agosto,457.7,alto
3,271.9,4,1.1,C,Octubre,242.8,normal
3,147.9,8,0.5,c,Diciembre,234.2,normal
4,254.8,12,6.3,A,Diciembre,443.5,alto
1,192.0,4,2.6,C,Julio,240.9,normal
2,264.1,4,,D,Abril,338.0,alto
2,157.5,9,9.4,D,Septiembre,351.2,alto
7,108.5,14,,D,Febrero,397.6,alto
5,216.1,3,9.5,D,Diciembre,371.8,alto
5,159.1,8,5.9,B,Octubre,345.9,alto
5,202.8,13,3.0,C,Febrero,353.1,alto
3,112.2,6,,C,Agosto,163.1,normal
3,181.6,3,8.8,A,Diciembre,332.3,alto
4,101.7,14,1.3,D,Enero,256.2,normal
1,155.6,6,2.9,A,Junio,220.7,normal
6,198.8,3,0.8,C,Abril,278.7,normal
5,255.8,14,3.9,A,Marzo,408.5,alto
1,,8,10.2,B,Marzo,323.5,alto
2,,12,1.8,D,Octubre,324.8,alto
4,234.0,11,10.0,D,Octubre,418.8,alto
2,47.8,12,,C,Marzo,331.5,alto
7,283.8,4,3.5,C,Agosto,330.3,alto
7,251.9,11,8.7,B,Marzo,469.5,alto
2,221.1,10,7.0,B,Mayo,354.0,alto
6,216.6,9,,C,Enero,404.7,alto
1,164.9,13,2.1,C,Agosto,269.8,normal
7,222.9,9,9.4,C,Agosto,441.2,alto
3,40.5,2,5.6,D,Octubre,190.1,normal
4,167.4,4,5.2,D,Febrero,280.7,normal
6,160.9,14,11.5,C,Marzo,486.3,alto
1,,7,10.9,C,Mayo,307.1,alto
2,97.0,10,7.1,B,Abril,269.0,normal
4,44.1,4,7.8,D,Septiembre,231.0,normal
5,246.4,9,4.1,C,Enero,357.1,alto
6,163.3,11,6.5,C,Enero,361.6,alto
7,,8,1.3,C,Abril,301.6,alto
3,222.4,9,0.6,D,Octubre,223.7,normal
4,118.6,2,6.9,B,Agosto,276.0,normal
5,193.9,3,4.6,C,Septiembre,293.9,normal
1,89.5,12,8.0,C,Febrero,321.9,alto
2,190.9,2,4.6,C,Marzo,4214.0096841148525,normal
5,37.9,12,5.8,C,Mayo,303.3,alto
5,135.6,14,0.2,D,Diciembre,279.5,normal
1,252.1,11,8.2,D,Mayo,348.7,alto
1,241.3,2,10.8,B,Noviembre,371.5,alto
7,,8,6.6,B,Septiembre,335.2,alto
6,111.2,5,5.5,A,Diciembre,341.5,alto
6,,5,2.7,C,Julio,239.9,normal
6,82.9,4,0.1,C,Octubre,201.9,normal
7,280.1,7,1.6,D,Mayo,331.0,alto
5,206.8,12,2.0,D,Noviembre,330.9,alto
4,150.9,3,2.5,D,Abril,217.4,normal
5,,5,7.1,B,Octubre,371.1,alto
3,96.2,2,3.4,A,Julio,258.4,normal
5,291.5,14,,D,Abril,430.9,alto
5,282.3,12,8.4,B,Septiembre,480.6,alto
5,198.6,9,8.6,C,Enero,391.6,alto
5,163.5,9,7.6,B,Octubre,359.1,alto
4,130.8,2,12.0,C,Marzo,349.2,alto
3,127.1,2,8.2,B,Mayo,282.9,normal
3,216.9,9,8.0,C,Enero,352.8,alto
7,145.8,3,6.6,B,Septiembre,357.5,alto
4,271.8,6,4.4,C,Mayo,334.1,alto
3,176.9,13,1.1,C,Agosto,263.5,normal
2,261.2,12,10.7,D,Febrero,401.5,alto
4,238.6,11,5.4,A,Octubre,425.3,alto
1,165.8,4,9.1,D,Mayo,286.1,normal
6,79.1,5,2.3,D,Diciembre,179.2,normal
5,185.5,8,9.1,B,Abril,417.2,alto
1,47.4,13,2.6,C,Abril,189.1,normal
2,140.5,7,0.4,D,Julio,200.6,normal
3,74.8,7,8.2,C,Enero,274.8,normal
2,118.4,10,,D,Octubre,235.3,normal
5,80.6,6,0.5,D,Julio,203.1,normal
4,116.4,5,4.4,B,Enero,287.6,normal
7,111.0,12,2.3,D,Junio,297.8,normal
3,69.6,11,8.8,B,Mayo,348.2,alto
4,199.7,9,8.6,B,Febrero,405.0,alto
7,233.6,5,5.0,C,Diciembre,347.8,alto
6,214.0,4,4.7,B,Diciembre,340.5,alto
3,233.5,10,7.6,C,Enero,353.5,alto
7,146.6,14,8.7,D,Febrero,440.3,alto
1,230.5,11,11.3,C,Septiembre,422.4,alto
5,146.2,2,3.5,B,Abril,267.5,normal
5,212.1,9,8.2,C,Mayo,400.1,alto
6,255.3,11,4.1,D,Mayo,358.2,alto
3,139.1,5,5.2,B,Octubre,241.4,normal
4,,3,8.1,B,Noviembre,245.9,normal
6,280.1,12,10.2,B,Agosto,509.1,alto
1,288.7,11,7.3,B,Mayo,399.4,alto
5,45.4,5,4.3,C,Agosto,254.5,normal
2,225.0,10,3.2,B,Junio,280.8,normal
4,75.6,2,9.2,D,Diciembre,257.5,normal
4,33.0,8,3.3,B,Julio,230.3,normal
4,111.7,2,9.4,B,Mayo,302.3,alto
3,234.8,10,11.2,D,Noviembre,450.4,alto
7,166.0,14,7.7,D,Marzo,431.9,alto
6,71.5,10,4.4,B,Octubre,322.8,alto
5,134.8,5,8.7,C,Abril,344.6,alto
1,274.9,2,1.6,C,Julio,185.4,normal
6,,5,7.3,B,Septiembre,303.6,alto
6,200.2,6,9.4,C,Febrero,371.7,alto
6,280.2,2,10.6,B,Febrero,431.1,alto
5,227.8,13,2.4,C,Enero,348.7,alto
3,174.7,6,6.4,D,Febrero,310.9,alto
7,76.0,7,8.7,C,Febrero,405.8,alto
4,209.8,6,2.5,B,Marzo,276.6,normal
7,230.3,13,0.0,B,Septiembre,366.5,alto
1,270.6,14,6.3,C,Julio,395.8,alto
6,293.6,14,4.0,D,Abril,401.3,alto
3,151.7,10,11.2,C,Agosto,347.1,alto
7,139.1,7,,B,Abril,361.1,alto
3,257.4,3,2.4,D,Diciembre,230.5,normal
1,116.6,13,1.8,D,Mayo,212.7,normal
5,122.7,12,4.0,C,Julio,317.5,alto
7,175.5,5,6.8,C,Noviembre,368.9,alto
2,224.0,14,10.0,B,Abril,461.6,alto
2,211.9,13,5.4,A,Marzo,338.2,alto
4,248.2,2,,B,Octubre,250.0,normal
6,204.7,4,6.8,C,Enero,337.7,alto
6,64.8,9,5.8,B,Agosto,355.1,alto
1,30.4,12,7.6,A,Abril,284.5,normal
4,179.7,12,0.2,B,Abril,293.3,normal
6,155.7,7,7.5,D,Mayo,350.0,alto
4,42.7,8,2.3,D,Noviembre,205.7,normal
6,101.6,7,2.4,B,Enero,307.2,alto
5,190.0,5,6.3,C,Agosto,341.3,alto
5,,14,9.6,D,Julio,473.8,alto
7,207.0,3,6.8,D,Abril,341.2,alto
7,255.9,7,5.6,D,Diciembre,416.1,alto
7,162.1,3,6.5,D,Noviembre,297.7,normal
2,130.5,12,2.2,A,Noviembre,270.6,normal
6,121.1,9,4.9,B,Noviembre,356.1,alto
4,239.3,2,5.5,B,Julio,299.3,normal
5,211.9,8,5.4,C,Marzo,366.7,alto
7,42.4,4,8.4,B,Enero,346.0,alto
2,34.2,8,6.2,C,Marzo,227.9,normal
6,58.2,6,7.5,C,Noviembre,300.4,alto
3,189.7,7,10.4,C,Septiembre,393.1,alto
2,220.4,7,9.6,C,Diciembre,320.7,alto
3,218.0,13,9.0,C,Noviembre,431.6,alto
7,129.8,6,1.8,A,Julio,265.1,normal
5,51.3,7,10.7,C,Julio,357.0,alto
7,159.7,8,9.6,C,Marzo,460.4,alto
4,272.3,14,10.2,D,Agosto,419.3,alto
6,90.0,9,0.8,b,Marzo,263.1,normal
7,207.1,4,3.1,D,Julio,302.2,alto
5,247.5,6,9.3,D,Enero,405.0,alto
6,120.6,6,,A,Agosto,366.1,alto
3,260.5,14,5.3,A,Febrero,399.5,alto
7,137.1,8,9.8,C,Abril,439.2,alto
6,102.3,9,10.9,C,Noviembre,428.0,alto
6,,4,9.8,C,Octubre,394.3,alto
2,128.9,12,5.3,B,Septiembre,2876.5913674702947,normal
6,124.2,6,3.5,C,Abril,296.2,normal
6,197.7,12,0.1,C,Enero,328.1,alto
2,123.7,9,3.6,C,Marzo,271.7,normal
4,46.4,14,11.8,D,Agosto,400.6,alto
4,275.2,14,10.7,C,Marzo,502.5,alto
7,95.9,11,8.7,B,Enero,411.7,alto
7,86.9,10,10.1,C,Febrero,440.9,alto
5,181.0,9,3.4,C,Abril,321.5,alto
6,93.8,14,7.6,C,Febrero,421.9,alto
4,231.9,12,5.3,D,Noviembre,377.3,alto
5,269.9,11,6.5,C,Octubre,395.1,alto
1,261.4,9,3.0,C,Septiembre,281.7,normal
3,40.1,2,0.3,B,Junio,119.4,normal
2,37.9,12,2.6,C,Diciembre,242.0,normal
6,212.4,5,2.9,C,Julio,301.0,alto
5,102.4,3,4.5,B,Septiembre,233.7,normal
4,78.5,7,5.5,D,Mayo,257.9,normal
6,290.1,14,10.2,C,Enero,543.3,alto
1,92.6,14,9.2,D,Octubre,345.9,alto
7,155.5,8,0.4,C,Diciembre,293.7,normal
3,292.2,7,2.2,C,Abril,285.2,normal
7,182.7,5,5.9,C,Abril,361.6,alto
1,38.0,11,,B,Diciembre,163.9,normal
5,267.1,7,2.1,B,Abril,347.3,alto
6,54.2,8,1.5,C,Febrero,286.4,normal
1,126.9,2,3.2,B,Julio,137.9,normal
1,,13,9.0,D,Enero,347.8,alto
6,298.8,7,4.1,C,Junio,379.8,alto
1,233.9,8,9.1,A,Septiembre,374.0,alto
5,95.3,11,10.0,C,Septiembre,427.2,alto
2,83.2,12,8.9,C,Diciembre,340.8,alto
5,217.9,6,5.4,C,Septiembre,339.7,alto
4,,3,,B,Junio,330.1,alto
7,220.6,11,8.2,C,Febrero,419.2,alto
7,138.7,13,4.4,B,Diciembre,370.9,alto
5,186.0,14,1.9,C,Octubre,352.2,alto
6,161.0,2,5.6,B,Agosto,317.0,alto
7,43.8,4,,D,Noviembre,346.1,alto
3,49.7,2,8.2,C,Agosto,289.3,normal
4,278.7,3,2.1,A,Julio,249.1,normal
2,51.2,9,2.6,C,Julio,232.0,normal
5,159.3,12,0.7,B,Junio,306.5,alto
3,70.2,4,9.5,D,Noviembre,298.3,normal
4,71.2,12,1.8,B,Enero,3628.464796333489,normal
5,156.2,11,,C,Diciembre,436.8,alto
3,205.0,14,4.4,A,Febrero,403.7,alto
5,169.3,9,6.1,D,Marzo,317.6,alto
1,297.5,5,7.2,A,Agosto,343.6,alto
1,198.2,12,11.3,D,Junio,2971.976772413592,alto
4,,2,10.1,C,Febrero,277.4,normal
6,60.9,4,2.6,D,Febrero,218.7,normal
6,78.5,7,5.4,C,Mayo,337.8,alto
3,213.9,14,3.4,D,Enero,324.3,alto
1,76.1,14,11.7,A,Febrero,362.7,alto
1,39.1,5,9.3,D,Junio,250.5,normal
1,298.9,5,10.4,C,Marzo,372.4,alto
2,250.3,2,1.6,A,Febrero,227.6,normal
3,183.3,4,11.1,C,Marzo,323.4,alto
3,248.1,13,4.9,B,Mayo,376.0,alto
4,87.4,4,9.1,C,Octubre,291.9,normal
2,196.2,13,4.2,C,Enero,356.6,alto
5,122.4,4,7.7,B,Octubre,327.9,alto
5,170.8,4,1.7,A,Enero,257.7,normal
7,42.7,14,1.5,B,Agosto,322.3,alto
5,261.8,4,10.7,D,Enero,409.4,alto
7,131.4,9,3.9,C,Marzo,396.9,alto
3,240.4,13,11.3,B,Enero,489.9,alto
2,40.4,2,10.6,B,Diciembre,254.1,normal
2,186.3,9,2.1,B,Diciembre,227.2,normal
7,,6,6.0,A,Abril,327.3,alto
1,200.4,10,7.5,C,Marzo,371.2,alto
5,,11,10.4,B,Mayo,354.2,alto
7,237.1,13,2.6,B,Septiembre,425.3,alto
4,180.5,2,5.3,B,Mayo,271.1,normal
7,188.0,14,3.2,C,Enero,418.8,alto
3,51.7,14,6.1,C,Enero,309.1,alto
6,214.4,12,8.0,C,Junio,407.7,alto
3,178.1,10,9.4,C,Agosto,403.3,alto
1,36.0,13,8.8,D,Agosto,287.5,normal
2,119.0,9,4.4,D,Agosto,254.1,normal
1,124.4,13,7.9,C,Julio,279.7,normal
1,,2,6.0,D,Abril,266.3,normal
5,157.1,10,10.1,C,Noviembre,427.7,alto
6,,5,11.5,C,Abril,459.2,alto
2,97.8,2,4.7,B,Agosto,201.6,normal
7,209.0,4,10.2,B,Junio,467.4,alto
3,119.4,6,4.3,D,Marzo,234.8,normal
6,63.1,3,11.5,A,Marzo,369.1,alto
6,143.1,13,8.0,D,Marzo,406.0,alto
5,104.1,7,0.2,B,Noviembre,199.8,normal
5,31.3,5,10.6,B,Mayo,329.8,alto
1,226.8,8,1.9,A,Noviembre,246.2,normal
6,157.4,4,8.5,B,Marzo,391.6,alto
1,195.7,10,4.2,D,Enero,239.0,normal
5,210.4,2,2.1,C,Septiembre,301.6,alto
4,44.6,13,3.3,B,Septiembre,313.8,alto
5,297.3,9,4.1,A,Abril,367.1,alto
4,285.9,5,5.0,C,Diciembre,357.6,alto
4,230.1,4,7.6,C,Noviembre,332.5,alto
2,212.7,2,7.4,B,Octubre,299.2,normal
5,224.3,5,7.4,C,Febrero,333.9,alto
6,154.3,10,2.4,C,Abril,3469.7357800975533,alto
3,261.2,13,1.8,C,Febrero,316.0,alto
1,141.3,14,3.3,C,Abril,286.7,normal
7,214.6,5,3.6,B,Agosto,350.7,alto
4,52.6,7,4.6,D,Diciembre,209.7,normal
7,278.7,8,9.4,D,Abril,439.3,alto
3,206.6,9,11.5,B,Diciembre,386.0,alto
7,,3,5.7,C,Julio,379.4,alto
3,80.8,6,11.6,D,Marzo,331.2,alto
7,32.2,2,1.1,C,Enero,176.0,normal
3,57.4,10,11.1,B,Diciembre,349.7,alto
5,295.9,6,10.8,B,Marzo,486.2,alto
1,116.8,10,,A,Diciembre,267.7,normal
5,254.8,7,2.1,B,Marzo,323.6,alto
4,150.1,2,11.3,C,Junio,349.7,alto
3,197.2,4,2.5,D,Diciembre,203.0,normal
5,91.2,10,4.0,C,Marzo,278.6,normal
6,218.0,11,9.9,D,Julio,419.6,alto
6,110.9,12,0.5,D,Marzo,254.2,normal
7,93.4,5,8.7,A,Julio,352.0,alto
3,49.9,11,7.1,B,Agosto,306.8,alto
2,220.0,13,6.5,B,Septiembre,384.5,alto
4,76.1,11,,C,Diciembre,258.7,normal
4,124.9,14,1.9,B,Octubre,289.3,normal
7,274.9,2,1.9,C,Marzo,323.4,alto
5,69.8,12,1.8,B,Mayo,307.9,alto
4,159.3,3,5.3,B,Noviembre,256.6,normal
4,150.2,11,4.7,C,Agosto,355.1,alto
7,84.6,9,5.3,D,Abril,3683.791928479438,alto
6,273.5,10,3.5,D,Octubre,379.9,alto
1,256.2,2,1.0,B,Enero,196.6,normal
2,172.8,3,2.7,C,Diciembre,202.4,normal
3,269.1,7,10.6,C,Enero,370.9,alto
6,67.6,2,3.7,C,Octubre,235.9,normal
6,43.4,11,3.8,D,Enero,251.5,normal
1,155.8,9,0.2,C,Julio,164.7,normal
4,281.6,7,11.7,C,Mayo,435.0,alto
7,165.4,12,7.3,D,Abril,414.5,alto
3,43.6,11,9.8,C,Marzo,365.6,alto
3,34.4,11,9.1,C,Febrero,324.3,alto
6,72.9,9,8.3,A,Enero,388.4,alto
6,30.5,12,9.3,A,Mayo,413.8,alto
5,282.6,13,1.4,D,Abril,371.2,alto
4,60.8,12,4.2,D,Mayo,248.9,normal
3,160.1,7,9.4,A,Abril,347.4,alto
3,274.6,12,3.6,C,Abril,348.1,alto
3,146.7,9,11.3,D,Julio,357.8,alto
3,149.7,9,10.3,A,Mayo,357.3,alto
2,260.5,7,9.0,D,Noviembre,355.9,alto
1,175.7,6,7.3,D,Enero,254.3,normal
5,167.6,3,2.0,B,Julio,252.3,normal
3,288.9,3,5.3,C,Enero,313.1,alto
2,204.2,12,1.0,C,Diciembre,284.1,normal
2,50.7,14,3.2,B,Abril,245.8,normal
7,132.3,9,10.9,C,Julio,449.1,alto
5,65.3,5,11.0,C,Agosto,325.2,alto
2,54.9,3,7.5,C,Octubre,233.4,normal
5,184.3,10,3.1,B,Febrero,328.5,alto
3,147.6,10,6.9,B,Julio,374.3,alto
6,180.6,8,5.4,D,Febrero,329.5,alto
2,203.4,12,0.8,C,Agosto,264.0,normal
3,161.5,13,2.8,C,Noviembre,307.8,alto
5,158.2,11,3.1,A,Octubre,343.7,alto
4,231.7,11,6.2,C,Julio,379.0,alto
2,,14,,C,Junio,224.5,normal
3,144.2,3,0.5,D,Agosto,171.6,normal
3,275.0,9,9.4,D,Octubre,402.4,alto
4,286.7,12,11.3,C,Diciembre,508.9,alto
4,258.8,2,3.4,C,Enero,300.7,alto
6,32.9,13,10.7,A,Enero,432.4,alto
1,34.5,3,0.4,D,Noviembre,61.8,bajo
