horas_estudio_semana,asistencia_pct,nota_parcial,trabaja,horas_trabajo_semana,nivel_socioeconomico,nota_final,riesgo_academico
25.0,91.6,16.4,0,0.0,Medio,19.3,aprobado
12.0,64.0,12.6,0,0.0,Medio,14.1,aprobado
4.6,64.8,17.3,0,0.0,Medio,13.4,en_riesgo
28.9,66.3,5.6,0,0.0,Alto,14.7,aprobado
28.6,92.4,10.4,1,41.0,Medio,15.6,aprobado
24.3,45.8,13.9,0,0.0,Bajo,15.3,aprobado
11.4,61.2,10.0,0,0.0,Medio,10.7,reprobado
26.1,93.1,13.2,0,0.0,Bajo,16.9,aprobado
6.9,45.9,9.8,0,0.0,Medio,11.0,en_riesgo
,87.2,19.2,1,42.0,Medio,15.3,aprobado
20.2,89.9,13.3,0,0.0,Medio,17.3,aprobado
2.5,60.1,14.6,0,0.0,Bajo,10.7,reprobado
11.6,76.8,12.1,0,0.0,Alto,14.2,aprobado
12.9,51.2,13.9,0,0.0,Bajo,10.9,reprobado
13.1,41.2,16.5,1,32.0,Bajo,12.4,en_riesgo
19.5,75.4,19.9,0,0.0,Medio,18.5,aprobado
8.5,79.4,9.6,0,0.0,Alto,13.8,en_riesgo
18.7,60.5,14.6,0,0.0,Medio,14.1,aprobado
11.7,99.8,19.7,1,29.0,Medio,16.0,aprobado
1.0,85.2,5.5,1,39.0,bajo,5.1,reprobado
7.8,65.2,8.2,0,0.0,Bajo,9.3,reprobado
20.2,51.1,6.2,0,0.0,Medio,10.4,reprobado
14.4,84.5,13.8,0,0.0,Bajo,15.2,aprobado
23.7,53.3,17.8,0,0.0,Alto,20.0,aprobado
,98.8,12.3,0,0.0,Medio,13.4,en_riesgo
7.6,79.5,15.5,1,41.0,Bajo,10.8,reprobado
2.1,66.7,12.2,0,0.0,Bajo,8.7,reprobado
22.1,68.1,11.2,0,0.0,Medio,15.1,aprobado
5.9,90.0,8.6,0,0.0,Medio,11.1,en_riesgo
23.7,65.7,11.1,0,0.0,Medio,14.7,aprobado
27.4,95.4,7.9,1,31.0,Medio,15.7,aprobado
11.8,66.6,18.3,1,23.0,Bajo,13.3,en_riesgo
11.0,65.3,,0,0.0,Medio,11.7,en_riesgo
3.1,52.4,14.6,0,0.0,Medio,10.1,reprobado
1.5,74.0,12.6,1,14.0,Bajo,8.4,reprobado
5.8,70.3,16.0,0,0.0,Medio,14.2,aprobado
22.3,94.3,,0,0.0,medio,16.3,aprobado
1.5,70.7,,1,26.0,Medio,8.2,reprobado
26.4,83.9,17.4,0,0.0,MEDIO,19.5,aprobado
,88.6,,0,0.0,Medio,18.6,aprobado
14.3,86.4,20.0,1,46.0,Medio,17.1,aprobado
26.4,43.4,6.8,0,0.0,Bajo,15.0,aprobado
9.3,74.0,13.0,0,0.0,Bajo,10.8,reprobado
24.8,62.9,16.8,0,0.0,Bajo,17.6,aprobado
,64.4,13.4,1,27.0,Alto,9.9,reprobado
,83.6,6.4,1,30.0,Alto,9.0,reprobado
,46.5,9.5,1,24.0,Medio,8.2,reprobado
27.4,56.7,18.2,0,0.0,Alto,20.0,aprobado
8.4,48.3,13.9,0,0.0,Medio,12.4,en_riesgo
1.2,84.7,5.9,1,10.0,MEDIO,7.9,reprobado
1.2,61.2,6.7,1,17.0,Bajo,6.3,reprobado
22.9,47.7,7.3,0,0.0,Medio,14.1,aprobado
2.7,86.6,6.3,0,0.0,Medio,8.1,reprobado
1.2,75.5,19.9,1,34.0,Bajo,10.9,reprobado
22.1,80.5,7.0,0,0.0,Alto,13.8,en_riesgo
10.0,54.4,16.0,0,0.0,ALTO,13.6,en_riesgo
25.3,78.5,16.3,1,31.0,Alto,19.5,aprobado
29.7,42.9,14.0,1,22.0,Medio,17.4,aprobado
22.6,71.9,15.6,0,0.0,Alto,18.6,aprobado
5.2,80.5,6.0,0,0.0,medio,10.0,reprobado
2.5,50.2,13.0,1,40.0,Medio,5.8,reprobado
4.0,84.4,19.9,1,15.0,Medio,13.3,en_riesgo
21.3,96.3,15.2,1,20.0,Alto,19.0,aprobado
6.1,92.3,10.8,0,0.0,Alto,14.9,aprobado
20.9,68.7,6.0,1,22.0,Bajo,11.1,en_riesgo
27.9,89.2,7.7,1,21.0,Alto,16.3,aprobado
2.4,86.6,9.0,0,0.0,Medio,9.4,reprobado
12.0,83.5,16.0,1,34.0,Medio,15.4,aprobado
1.7,50.5,14.9,1,37.0,Medio,7.9,reprobado
1.4,59.9,17.9,0,0.0,Medio,12.3,en_riesgo
29.5,66.0,17.1,0,0.0,Bajo,18.9,aprobado
20.0,57.7,5.5,1,25.0,Alto,12.8,en_riesgo
25.0,99.8,13.8,0,0.0,Alto,20.0,aprobado
14.4,51.6,12.0,0,0.0,Medio,12.5,en_riesgo
2.9,54.3,8.2,0,0.0,Medio,6.3,reprobado
9.6,81.4,9.9,1,25.0,Alto,12.4,en_riesgo
,55.1,,1,16.0,Medio,18.7,aprobado
27.1,40.4,5.5,1,8.0,Bajo,12.4,en_riesgo
7.9,71.6,11.6,0,0.0,Medio,13.3,en_riesgo
29.8,58.3,18.3,0,0.0,Bajo,17.2,aprobado
4.9,78.7,9.5,0,0.0,Medio,10.7,reprobado
1.6,92.0,12.0,1,35.0,Alto,12.0,en_riesgo
27.0,94.9,7.5,1,20.0,Bajo,17.0,aprobado
,44.7,18.6,1,27.0,Medio,16.5,aprobado
12.3,75.2,12.2,1,40.0,Medio,10.2,reprobado
10.4,78.5,9.0,0,0.0,Alto,13.6,en_riesgo
4.7,72.1,15.3,0,0.0,Medio,12.8,en_riesgo
28.3,98.2,11.0,0,0.0,Bajo,17.1,aprobado
13.9,79.8,8.8,0,0.0,Medio,12.5,en_riesgo
25.2,89.8,16.5,0,0.0,Bajo,20.0,aprobado
26.0,41.5,8.7,0,0.0,Alto,14.2,aprobado
12.2,70.2,18.4,1,18.0,Medio,14.5,aprobado
8.8,89.9,7.9,1,44.0,Alto,10.1,reprobado
14.9,63.0,17.3,0,0.0,Bajo,12.7,en_riesgo
8.0,61.0,14.2,0,0.0,BAJO,12.3,en_riesgo
28.9,62.6,10.0,0,0.0,Medio,14.5,aprobado
19.6,75.6,10.4,0,0.0,Bajo,14.1,aprobado
10.9,54.9,8.1,1,24.0,Bajo,10.0,reprobado
22.1,78.4,11.2,1,25.0,Medio,17.0,aprobado
5.2,99.4,5.8,0,0.0,Bajo,10.2,reprobado
17.7,69.1,6.1,1,45.0,Bajo,10.5,reprobado
16.3,70.9,14.4,0,0.0,medio,16.4,aprobado
28.2,90.5,15.4,1,8.0,Alto,19.2,aprobado
2.1,84.9,18.4,0,0.0,Medio,13.2,en_riesgo
15.4,93.6,15.2,0,0.0,Alto,17.0,aprobado
9.7,60.3,19.0,0,0.0,Bajo,14.7,aprobado
4.1,54.5,,1,29.0,Alto,11.9,en_riesgo
9.4,68.4,,0,0.0,Bajo,9.8,reprobado
28.3,42.8,12.1,1,34.0,Bajo,15.7,aprobado
15.4,83.3,7.7,1,31.0,Medio,11.8,en_riesgo
8.8,44.3,15.1,1,18.0,Bajo,9.5,reprobado
24.7,59.2,6.3,0,0.0,BAJO,13.7,en_riesgo
6.8,80.3,8.8,0,0.0,Bajo,8.6,reprobado
3.7,64.3,13.1,0,0.0,Medio,10.8,reprobado
27.1,79.6,15.0,1,15.0,Medio,18.9,aprobado
12.4,83.3,15.3,0,0.0,Medio,15.5,aprobado
22.6,66.2,6.5,0,0.0,Bajo,14.1,aprobado
29.6,83.0,7.9,1,27.0,Medio,15.4,aprobado
8.6,51.5,11.2,0,0.0,Medio,10.1,reprobado
13.1,69.3,,1,18.0,Medio,10.3,reprobado
14.6,43.9,9.8,0,0.0,Alto,10.9,reprobado
29.3,97.7,,0,0.0,Bajo,18.5,aprobado
19.8,72.5,11.9,0,0.0,Alto,16.5,aprobado
25.2,71.2,8.1,1,12.0,Alto,14.1,aprobado
25.0,93.5,5.9,1,26.0,Medio,14.7,aprobado
,61.1,6.4,1,24.0,Medio,12.6,en_riesgo
10.1,89.1,15.8,1,37.0,Medio,15.7,aprobado
18.4,54.2,6.5,0,0.0,Alto,14.9,aprobado
9.3,95.1,,0,0.0,Bajo,14.6,aprobado
28.8,82.5,,1,0.0,Alto,19.6,aprobado
17.5,79.0,12.7,1,45.0,Bajo,13.8,en_riesgo
14.8,88.9,9.0,0,0.0,Medio,15.9,aprobado
24.2,93.6,8.5,1,11.0,Bajo,12.5,en_riesgo
9.7,47.3,,0,0.0,Alto,15.5,aprobado
24.5,49.9,19.6,1,8.0,Medio,20.0,aprobado
26.4,50.2,14.5,1,31.0,Medio,13.4,en_riesgo
1.5,77.3,12.3,1,39.0,Medio,10.1,reprobado
5.6,43.8,18.9,0,0.0,Bajo,12.9,en_riesgo
28.8,92.9,10.7,0,0.0,Bajo,17.9,aprobado
5.2,69.8,11.1,0,0.0,Medio,7.4,reprobado
21.2,68.8,13.0,1,34.0,Bajo,12.6,en_riesgo
2.4,43.4,14.1,1,31.0,Alto,10.4,reprobado
22.3,69.0,16.9,0,0.0,Alto,19.2,aprobado
,75.9,5.7,0,0.0,Bajo,11.2,en_riesgo
21.6,51.7,,0,0.0,Bajo,12.9,en_riesgo
27.8,54.0,6.5,1,28.0,Alto,14.0,aprobado
19.0,84.4,8.1,0,0.0,Alto,16.4,aprobado
20.2,77.7,,1,24.0,Medio,13.2,en_riesgo
21.1,45.0,10.7,0,0.0,Medio,14.8,aprobado
24.8,62.3,5.7,1,40.0,Medio,10.5,reprobado
19.1,48.7,5.6,1,21.0,Bajo,11.2,en_riesgo
21.2,62.2,6.4,1,47.0,Bajo,10.1,reprobado
1.6,99.1,10.3,0,0.0,Bajo,11.5,en_riesgo
19.0,96.0,12.6,1,38.0,Medio,16.4,aprobado
9.4,44.4,17.3,0,0.0,Alto,13.8,en_riesgo
27.1,44.4,,0,0.0,Alto,17.3,aprobado
7.2,59.2,5.7,0,0.0,Alto,10.0,reprobado
26.2,84.6,17.8,1,45.0,MEDIO,18.0,aprobado
29.0,82.4,17.2,0,0.0,Medio,20.0,aprobado
28.8,94.5,17.4,0,0.0,Alto,20.0,aprobado
6.2,69.1,12.7,1,8.0,Bajo,11.1,en_riesgo
27.8,77.5,9.4,1,47.0,Bajo,13.9,en_riesgo
17.1,60.6,14.9,0,0.0,Medio,18.0,aprobado
,72.0,8.0,0,0.0,Alto,17.3,aprobado
7.7,40.8,6.4,1,25.0,Medio,5.9,reprobado
22.1,66.2,10.2,0,0.0,Alto,14.3,aprobado
20.9,74.5,18.0,1,44.0,Medio,17.6,aprobado
24.8,73.4,8.9,1,46.0,Medio,14.5,aprobado
1.8,80.5,,0,0.0,Medio,9.0,reprobado
7.6,83.8,19.5,1,15.0,Alto,15.5,aprobado
27.3,47.9,19.5,1,30.0,Medio,18.3,aprobado
20.2,44.0,15.2,0,0.0,Alto,16.0,aprobado
12.6,82.7,7.9,0,0.0,Medio,12.7,en_riesgo
9.0,40.3,9.2,1,40.0,Bajo,9.2,reprobado
13.5,86.0,15.5,0,0.0,Bajo,16.0,aprobado
19.6,64.3,13.5,0,0.0,Medio,15.3,aprobado
4.6,47.4,6.4,0,0.0,Alto,6.4,reprobado
23.6,88.5,13.0,0,0.0,Medio,18.5,aprobado
2.1,88.0,8.3,1,43.0,Medio,8.2,reprobado
25.8,91.1,10.0,0,0.0,Medio,18.5,aprobado
9.9,88.7,,1,44.0,Medio,10.6,reprobado
9.3,95.2,19.9,0,0.0,Medio,17.0,aprobado
15.1,90.1,14.5,1,0.0,Medio,14.5,aprobado
11.1,75.1,18.0,0,0.0,Medio,14.9,aprobado
7.4,97.7,18.3,1,32.0,Medio,15.3,aprobado
20.9,68.3,15.9,0,0.0,Alto,16.9,aprobado
,83.2,16.3,0,0.0,Medio,10.9,reprobado
6.4,94.4,18.8,0,0.0,Bajo,13.6,en_riesgo
1.9,60.7,11.2,0,0.0,Bajo,8.7,reprobado
17.8,77.2,8.3,0,0.0,Medio,13.2,en_riesgo
,46.7,11.1,1,13.0,Alto,14.5,aprobado
14.1,65.3,,0,0.0,Medio,14.6,aprobado
27.6,53.6,15.7,0,0.0,Alto,20.0,aprobado
2.1,47.8,7.8,1,9.0,Bajo,6.2,reprobado
16.5,76.0,13.0,0,0.0,Medio,16.5,aprobado
23.1,73.9,17.2,0,0.0,Medio,19.1,aprobado
10.3,65.5,8.4,0,0.0,Medio,11.8,en_riesgo
24.0,94.5,,1,47.0,Medio,18.7,aprobado
9.2,56.8,12.1,1,22.0,Medio,8.8,reprobado
28.6,56.6,12.4,1,15.0,Medio,16.1,aprobado
6.4,61.9,13.8,1,42.0,Medio,8.0,reprobado
5.7,78.8,8.5,0,0.0,Medio,11.2,en_riesgo
24.6,72.0,14.4,0,0.0,Alto,16.4,aprobado
13.5,78.4,11.9,0,0.0,Alto,16.2,aprobado
10.5,82.4,10.7,0,0.0,Bajo,10.8,reprobado
12.8,75.5,13.7,0,0.0,Medio,14.8,aprobado
1.2,75.7,7.2,1,40.0,Bajo,5.6,reprobado
20.4,53.8,,1,19.0,Medio,13.2,en_riesgo
20.6,79.1,14.5,1,17.0,Medio,15.9,aprobado
19.3,58.5,9.8,1,39.0,Bajo,12.3,en_riesgo
29.7,67.8,6.4,0,0.0,Medio,16.9,aprobado
27.1,63.0,,1,41.0,Bajo,15.0,aprobado
26.8,42.8,12.5,0,0.0,Bajo,16.8,aprobado
12.4,90.0,18.9,1,47.0,Bajo,16.1,aprobado
1.7,89.0,7.5,1,19.0,BAJO,6.9,reprobado
2.2,48.8,6.9,1,46.0,Medio,4.0,reprobado
24.4,68.5,14.4,0,0.0,Alto,18.7,aprobado
12.2,45.7,16.0,0,0.0,Medio,12.3,en_riesgo
20.1,97.3,,1,22.0,Alto,17.3,aprobado
15.1,72.8,6.5,0,0.0,Alto,12.8,en_riesgo
25.5,64.6,17.4,1,16.0,Medio,20.0,aprobado
26.9,94.5,6.0,1,24.0,Bajo,13.9,en_riesgo
2.6,55.8,,1,16.0,Medio,9.9,reprobado
27.7,57.8,16.8,1,36.0,Bajo,16.0,aprobado
,96.4,5.2,1,18.0,Medio,12.4,en_riesgo
26.8,89.7,14.1,1,32.0,Medio,20.0,aprobado
22.7,58.0,6.0,1,33.0,Medio,12.0,en_riesgo
13.9,47.3,18.3,0,0.0,Medio,15.9,aprobado
29.9,73.2,11.1,0,0.0,Alto,19.2,aprobado
10.6,73.4,15.1,0,0.0,Medio,15.6,aprobado
22.0,72.6,18.2,0,0.0,Bajo,18.0,aprobado
10.7,57.7,9.5,1,28.0,Bajo,8.4,reprobado
28.5,94.6,8.6,0,0.0,Alto,18.2,aprobado
3.6,83.1,7.7,0,0.0,Bajo,7.9,reprobado
,53.8,7.8,0,0.0,Medio,11.1,en_riesgo
2.3,66.7,15.4,1,34.0,Bajo,12.0,en_riesgo
15.8,43.6,11.9,0,0.0,Bajo,10.9,reprobado
19.3,86.6,13.3,0,0.0,Medio,16.7,aprobado
16.5,69.2,,1,0.0,Alto,13.0,en_riesgo
9.7,46.6,,0,0.0,Medio,13.9,en_riesgo
,81.5,5.1,0,0.0,Bajo,15.4,aprobado
,59.4,17.5,0,0.0,bajo,16.8,aprobado
13.7,71.5,13.9,0,0.0,Bajo,12.9,en_riesgo
8.7,45.8,10.4,1,39.0,Bajo,6.5,reprobado
25.3,62.9,11.0,0,0.0,Medio,16.5,aprobado
22.7,79.6,9.0,1,31.0,Bajo,11.5,en_riesgo
21.2,88.1,9.9,0,0.0,Bajo,13.3,en_riesgo
1.9,75.3,11.6,1,17.0,Medio,10.3,reprobado
12.1,59.9,11.6,1,8.0,Medio,13.9,en_riesgo
3.5,47.7,7.8,0,0.0,Bajo,9.3,reprobado
5.3,97.0,10.0,1,8.0,Bajo,9.1,reprobado
12.0,70.5,14.7,0,0.0,Alto,14.9,aprobado
7.0,70.6,11.2,1,45.0,Medio,10.7,reprobado
8.5,67.2,13.5,1,19.0,Medio,13.1,en_riesgo
10.7,53.5,11.7,0,0.0,Bajo,10.9,reprobado
17.9,49.1,16.8,0,0.0,Medio,14.8,aprobado
5.3,47.4,13.2,0,0.0,Alto,13.1,en_riesgo
1.9,86.1,,1,47.0,Bajo,8.8,reprobado
19.3,48.8,,0,0.0,Medio,14.4,aprobado
21.1,43.9,8.3,0,0.0,Alto,12.9,en_riesgo
,86.5,5.5,1,19.0,Bajo,10.5,reprobado
22.2,93.5,,0,0.0,Bajo,17.8,aprobado
24.7,70.0,,0,0.0,Bajo,18.8,aprobado
29.7,92.1,8.8,1,18.0,Bajo,17.4,aprobado
15.7,93.3,12.9,1,17.0,Medio,15.8,aprobado
14.7,76.4,16.8,1,31.0,BAJO,16.3,aprobado
6.3,93.9,,0,0.0,Alto,11.7,en_riesgo
21.8,85.3,14.7,1,18.0,MEDIO,15.7,aprobado
3.5,78.5,5.6,1,38.0,Bajo,6.5,reprobado
25.4,89.6,,0,0.0,Bajo,19.5,aprobado
9.8,62.3,11.7,1,27.0,Alto,12.0,en_riesgo
21.7,40.1,11.7,1,37.0,Bajo,14.9,aprobado
27.1,92.2,12.0,1,39.0,Bajo,19.1,aprobado
,70.4,11.4,0,0.0,Medio,12.4,en_riesgo
14.3,81.2,15.2,0,0.0,Medio,16.4,aprobado
7.5,83.5,15.2,0,0.0,Medio,12.3,en_riesgo
1.5,77.8,12.6,1,22.0,Medio,9.2,reprobado
22.4,71.5,18.4,0,0.0,Bajo,18.5,aprobado
9.5,91.1,,0,0.0,Medio,17.1,aprobado
,49.4,5.2,1,30.0,Medio,10.6,reprobado
,79.9,,1,16.0,Bajo,15.7,aprobado
,91.8,15.6,1,31.0,Medio,18.4,aprobado
2.3,86.3,10.9,0,0.0,Bajo,9.8,reprobado
6.4,75.1,19.1,0,0.0,Medio,16.5,aprobado
,66.6,6.2,0,0.0,Medio,12.4,en_riesgo
4.3,97.6,9.0,0,0.0,Medio,12.4,en_riesgo
23.3,78.6,12.9,0,0.0,Alto,18.2,aprobado
6.9,62.4,6.1,1,12.0,Alto,8.5,reprobado
8.8,56.1,,0,0.0,Bajo,11.4,en_riesgo
10.3,47.9,18.9,1,21.0,Medio,14.8,aprobado
5.3,92.4,9.0,0,0.0,BAJO,9.7,reprobado
19.8,72.5,11.9,0,0.0,Alto,16.5,aprobado
2.3,76.2,7.3,0,0.0,Alto,7.9,reprobado
10.8,93.7,7.1,1,15.0,Bajo,10.9,reprobado
10.1,70.8,14.9,0,0.0,Bajo,13.2,en_riesgo
3.1,50.9,11.6,0,0.0,Alto,10.8,reprobado
2.6,62.3,19.5,1,42.0,Bajo,10.7,reprobado
13.2,62.5,9.7,1,47.0,Medio,11.4,en_riesgo
4.0,64.4,10.0,1,15.0,Bajo,8.6,reprobado
16.5,41.6,,0,0.0,Medio,11.9,en_riesgo
14.7,44.2,15.2,0,0.0,Bajo,14.4,aprobado
19.3,76.4,5.1,0,0.0,Medio,13.4,en_riesgo
15.1,54.6,14.2,0,0.0,Bajo,12.5,en_riesgo
1.6,64.0,18.2,0,0.0,Medio,11.5,en_riesgo
25.0,62.7,12.7,1,8.0,Medio,17.1,aprobado
13.2,74.3,11.3,0,0.0,Bajo,11.5,en_riesgo
1.5,47.7,9.6,0,0.0,Medio,8.9,reprobado
17.2,74.2,18.7,0,0.0,Bajo,17.9,aprobado
20.2,94.8,15.5,0,0.0,Alto,20.0,aprobado
30.0,74.0,7.6,1,42.0,Bajo,15.4,aprobado
12.2,98.9,5.9,1,28.0,Medio,10.1,reprobado
27.6,83.4,15.3,1,14.0,Alto,20.0,aprobado
4.1,74.0,18.5,0,0.0,Alto,15.8,aprobado
17.1,80.6,9.9,0,0.0,Alto,14.8,aprobado
20.4,86.6,,1,19.0,Medio,16.6,aprobado
28.7,56.6,11.3,1,30.0,Medio,15.7,aprobado
24.8,89.4,16.4,1,29.0,Medio,17.9,aprobado
26.2,96.9,18.9,0,0.0,Bajo,20.0,aprobado
18.7,59.0,,0,0.0,Bajo,12.8,en_riesgo
22.2,100.0,8.3,0,0.0,Medio,18.5,aprobado
12.3,70.6,15.0,0,0.0,Bajo,14.3,aprobado
3.2,46.6,12.8,1,44.0,Medio,9.5,reprobado
22.7,75.1,18.2,0,0.0,Bajo,19.1,aprobado
19.3,98.8,6.8,1,21.0,Medio,13.1,en_riesgo
18.3,70.2,13.5,1,27.0,Bajo,14.7,aprobado
13.4,94.2,16.6,0,0.0,Bajo,16.6,aprobado
28.8,88.7,,0,0.0,Bajo,16.3,aprobado
28.4,43.8,10.1,0,0.0,Medio,14.8,aprobado
28.0,69.3,10.9,0,0.0,Bajo,15.8,aprobado
12.0,61.7,16.8,0,0.0,MEDIO,12.0,en_riesgo
4.3,51.3,,0,0.0,Bajo,11.0,en_riesgo
28.2,82.5,16.4,0,0.0,Bajo,20.0,aprobado
21.9,80.1,9.1,0,0.0,Medio,16.8,aprobado
20.6,91.2,5.2,0,0.0,Medio,14.9,aprobado
8.9,95.9,,0,0.0,Alto,18.5,aprobado
20.6,59.4,18.7,0,0.0,alto,19.0,aprobado
22.2,89.1,12.3,0,0.0,Medio,16.6,aprobado
21.5,58.8,13.9,1,27.0,Medio,15.0,aprobado
16.8,83.8,18.4,1,34.0,Alto,19.9,aprobado
17.1,66.7,19.8,0,0.0,Bajo,18.0,aprobado
27.3,57.6,6.4,1,17.0,Medio,13.8,en_riesgo
27.6,69.8,13.9,0,0.0,Medio,19.5,aprobado
9.2,42.2,13.3,1,15.0,Medio,11.2,en_riesgo
6.6,57.4,5.7,0,0.0,Medio,6.8,reprobado
2.4,75.9,18.0,1,28.0,Alto,13.6,en_riesgo
10.9,43.1,5.6,1,15.0,medio,9.8,reprobado
20.4,98.5,10.1,0,0.0,Bajo,16.7,aprobado
12.0,91.4,12.2,1,36.0,Medio,12.6,en_riesgo
17.1,90.0,6.6,1,33.0,Bajo,11.7,en_riesgo
1.3,63.1,15.0,0,0.0,Alto,12.5,en_riesgo
16.2,88.9,16.0,0,0.0,Medio,16.5,aprobado
16.1,54.5,10.7,1,26.0,Bajo,13.1,en_riesgo
,92.3,,0,0.0,Medio,13.2,en_riesgo
13.7,68.4,14.2,0,0.0,Medio,14.1,aprobado
7.4,73.1,10.0,0,0.0,Medio,10.8,reprobado
17.0,64.0,5.7,0,0.0,Bajo,11.5,en_riesgo
23.8,56.4,8.0,1,42.0,Medio,13.6,en_riesgo
2.3,57.2,12.0,1,33.0,Alto,9.4,reprobado
19.7,46.6,16.0,1,10.0,Bajo,15.5,aprobado
10.9,48.7,6.9,1,43.0,Medio,5.6,reprobado
12.0,48.9,14.4,0,0.0,Medio,13.9,en_riesgo
6.4,68.2,19.0,0,0.0,Bajo,12.4,en_riesgo
21.9,92.6,17.6,1,11.0,Bajo,18.1,aprobado
2.5,62.4,8.5,0,0.0,Medio,7.6,reprobado
,64.8,16.6,0,0.0,Alto,12.8,en_riesgo
29.5,77.7,17.7,0,0.0,Alto,20.0,aprobado
22.6,71.1,8.0,1,43.0,Bajo,13.4,en_riesgo
2.0,47.6,15.5,1,30.0,Medio,9.7,reprobado
21.3,66.0,16.0,1,20.0,Bajo,17.0,aprobado
23.1,51.4,5.7,0,0.0,Bajo,11.5,en_riesgo
11.6,97.9,19.8,0,0.0,Medio,18.6,aprobado
20.3,43.9,14.8,1,13.0,Bajo,14.1,aprobado
12.9,46.6,6.6,0,0.0,Medio,13.5,en_riesgo
17.2,73.4,16.4,0,0.0,Bajo,16.8,aprobado
13.8,73.2,7.0,0,0.0,Medio,9.7,reprobado
15.0,89.8,6.8,0,0.0,Medio,12.0,en_riesgo
16.3,69.3,11.4,0,0.0,Medio,15.2,aprobado
3.8,77.3,5.9,0,0.0,Bajo,6.0,reprobado
26.3,63.0,9.4,1,35.0,Bajo,12.8,en_riesgo
23.1,69.6,9.1,0,0.0,Alto,14.9,aprobado
9.7,43.2,18.2,0,0.0,Medio,13.5,en_riesgo
,70.3,14.8,1,43.0,Alto,17.5,aprobado
15.7,85.5,16.7,0,0.0,Medio,17.2,aprobado
18.9,68.5,10.0,0,0.0,Medio,14.0,aprobado
,85.1,14.8,1,8.0,Medio,12.7,en_riesgo
,95.6,9.1,0,0.0,Bajo,8.4,reprobado
2.2,69.6,15.7,1,34.0,Bajo,10.5,reprobado
,78.9,19.1,0,0.0,Medio,16.6,aprobado
27.4,70.1,6.5,1,23.0,Alto,16.8,aprobado
28.4,78.0,10.7,0,0.0,Alto,19.4,aprobado
17.9,90.9,9.2,1,44.0,Alto,15.0,aprobado
14.3,96.8,5.4,1,12.0,Bajo,11.1,en_riesgo
27.4,46.0,,1,44.0,Medio,14.4,aprobado
28.4,79.5,6.6,1,21.0,Bajo,17.3,aprobado
22.8,77.5,13.3,1,31.0,Bajo,15.4,aprobado
14.2,51.9,12.6,0,0.0,Bajo,12.9,en_riesgo
25.6,87.3,14.1,1,28.0,Alto,20.0,aprobado
9.3,46.9,7.0,0,0.0,Medio,12.1,en_riesgo
23.6,88.6,14.5,0,0.0,Medio,18.4,aprobado
14.6,51.4,6.5,1,34.0,Alto,10.2,reprobado
28.4,55.1,9.2,1,21.0,Medio,15.5,aprobado
8.6,52.2,13.6,0,0.0,Bajo,9.7,reprobado
23.1,44.2,12.8,0,0.0,Bajo,15.1,aprobado
16.0,42.5,11.8,0,0.0,Alto,13.9,en_riesgo
3.8,55.7,13.2,1,40.0,Medio,8.8,reprobado
21.0,88.0,14.4,0,0.0,Medio,16.9,aprobado
24.3,95.7,,0,0.0,Bajo,17.9,aprobado
23.4,67.1,11.0,0,0.0,Bajo,14.4,aprobado
15.1,52.8,12.0,0,0.0,Alto,14.0,aprobado
15.1,94.9,5.9,0,0.0,Medio,14.2,aprobado
2.7,52.9,5.6,0,0.0,Alto,7.3,reprobado
28.2,58.3,5.6,0,0.0,Medio,14.0,aprobado
16.9,44.2,,1,42.0,Medio,11.7,en_riesgo
12.3,61.3,,0,0.0,Medio,17.0,aprobado
21.6,57.4,15.3,1,34.0,Bajo,17.5,aprobado
4.2,60.7,8.7,0,0.0,Bajo,9.1,reprobado
4.6,49.4,8.0,0,0.0,Medio,7.3,reprobado
2.7,89.1,12.1,0,0.0,Medio,10.0,reprobado
6.4,50.7,14.2,0,0.0,Bajo,10.5,reprobado
,52.8,5.3,0,0.0,Medio,8.1,reprobado
13.9,90.2,8.6,1,42.0,Medio,10.2,reprobado
23.6,48.5,13.3,1,41.0,Bajo,14.0,aprobado
8.0,81.9,15.7,1,26.0,Alto,13.0,en_riesgo
21.4,89.0,14.8,1,17.0,Medio,19.9,aprobado
22.1,45.2,,1,12.0,Bajo,15.2,aprobado
23.0,47.5,12.0,1,36.0,Bajo,13.5,en_riesgo
22.3,58.9,15.9,0,0.0,Alto,15.4,aprobado
,49.4,10.9,0,0.0,Bajo,9.3,reprobado
13.1,72.4,16.5,1,30.0,Bajo,14.4,aprobado
4.1,91.7,17.9,0,0.0,Bajo,12.0,en_riesgo
17.3,92.1,8.1,0,0.0,Medio,11.7,en_riesgo
20.8,52.3,7.2,1,41.0,Medio,10.5,reprobado
25.6,48.6,10.0,1,42.0,Medio,14.1,aprobado
22.6,97.5,13.3,0,0.0,Alto,17.7,aprobado
28.6,47.5,9.1,1,37.0,Medio,15.9,aprobado
12.7,85.3,19.7,0,0.0,Bajo,18.1,aprobado
24.3,71.5,17.0,1,32.0,Medio,20.0,aprobado
13.2,68.5,14.3,0,0.0,Medio,13.7,en_riesgo
14.3,44.2,6.8,0,0.0,Medio,12.7,en_riesgo
29.9,51.6,16.7,1,12.0,Medio,18.6,aprobado
19.2,81.3,,1,27.0,Alto,18.9,aprobado
,70.0,15.8,0,0.0,bajo,18.4,aprobado
23.2,44.5,15.8,1,23.0,Medio,15.4,aprobado
19.7,73.0,14.6,0,0.0,Medio,15.8,aprobado
