ciudad,temperatura_c,humedad_pct,velocidad_viento_kmh,num_vehiculos_zona,nivel_pm25,indice_calidad_aire,nivel_alerta
Trujillo,11.7,87.0,29.9,26070.0,148.44,387.0,danino
Lima,14.4,77.8,18.4,43394.0,121.65,398.1,danino
Arequipa,21.5,88.4,37.5,13534.0,123.12,275.8,danino
Arequipa,23.7,60.5,28.6,8024.0,145.55,320.6,danino
Piura,15.8,49.3,18.6,37985.0,,396.0,danino
Cusco,30.1,56.2,33.5,33937.0,113.11,327.7,danino
Trujillo,24.9,58.5,38.9,25868.0,56.69,208.0,danino
Lima,24.6,49.4,6.3,33082.0,148.2,469.2,danino
Arequipa,21.0,63.2,32.5,35253.0,80.83,295.1,danino
Piura,34.5,35.1,18.4,10980.0,,99.9,moderado
Piura,28.1,90.0,18.0,8517.0,127.36,290.2,danino
Lima,13.8,74.8,14.9,45554.0,33.66,267.3,danino
Cusco,33.4,58.8,31.8,22456.0,33.07,142.8,danino
Trujillo,25.0,,4.2,33917.0,146.02,435.9,danino
Piura,25.3,91.9,33.1,12170.0,125.22,289.3,danino
Trujillo,30.1,43.9,28.8,37354.0,78.71,299.9,danino
Lima,30.6,65.7,19.9,15768.0,84.38,267.2,danino
Arequipa,33.7,87.9,2.5,11289.0,15.27,137.8,danino
Arequipa,33.0,91.7,3.4,48716.0,56.78,314.9,danino
Piura,17.5,31.1,16.6,39041.0,41.54,230.2,danino
Arequipa,11.3,87.9,7.5,41549.0,106.47,388.4,danino
Trujillo,25.5,84.4,30.7,11381.0,,95.2,moderado
Cusco,27.7,,34.2,9395.0,54.65,144.8,danino
Cusco,31.7,39.3,29.1,47408.0,45.48,259.0,danino
Cusco,16.4,,16.8,5256.0,,283.4,danino
Lima,20.6,58.9,27.0,6465.0,131.65,323.0,danino
Trujillo,16.5,94.8,7.8,38887.0,106.64,358.1,danino
trujillo,30.4,78.9,40.0,21258.0,53.17,172.5,danino
Arequipa,24.4,74.3,9.7,14368.0,61.66,213.1,danino
Cusco,15.5,83.8,31.7,20577.0,,184.2,danino
Trujillo,28.8,36.7,7.0,17180.0,113.48,319.6,danino
Piura,24.4,54.3,33.8,31167.0,81.17,272.3,danino
Trujillo,25.5,70.9,15.4,5394.0,113.26,265.0,danino
Lima,17.5,84.1,20.1,31565.0,93.76,325.1,danino
Lima,21.4,49.4,29.4,4151.0,67.4,199.6,danino
Trujillo,33.2,63.4,10.0,34143.0,33.83,231.4,danino
Trujillo,10.2,42.8,8.1,46774.0,147.29,443.3,danino
Lima,30.0,48.0,12.9,11308.0,39.37,198.3,danino
Lima,31.7,30.2,9.3,4028.0,55.69,182.7,danino
CUSCO,21.4,34.6,15.0,16022.0,143.94,336.7,danino
Lima,14.9,90.5,20.0,37435.0,91.98,334.1,danino
Piura,13.5,40.9,39.3,43657.0,147.24,398.8,danino
PIURA,34.0,74.9,25.0,12066.0,23.26,104.0,danino
Piura,26.6,55.8,35.6,24953.0,66.22,202.8,danino
Piura,33.6,34.4,24.7,19674.0,14.09,114.8,danino
Arequipa,33.5,32.0,8.0,12774.0,54.0,205.2,danino
Cusco,18.8,,14.4,11010.0,86.56,228.6,danino
Lima,12.5,90.8,33.6,6111.0,94.77,236.0,danino
Arequipa,31.5,94.8,21.8,4291.0,136.18,332.2,danino
Arequipa,20.6,87.4,31.6,48282.0,144.79,430.9,danino
Lima,31.7,49.5,18.2,19491.0,112.68,340.0,danino
Cusco,26.2,51.1,27.8,34033.0,17.45,176.8,danino
Cusco,33.0,38.3,16.1,47706.0,146.2,446.2,danino
Cusco,12.8,,13.7,26677.0,6.26,112.6,danino
Lima,30.0,41.7,31.5,11122.0,43.15,171.6,danino
Arequipa,20.0,,33.6,17980.0,49.41,168.7,danino
Trujillo,11.1,57.4,7.8,32718.0,56.63,261.8,danino
Lima,11.1,61.2,10.2,31267.0,117.89,390.3,danino
Arequipa,15.3,43.3,17.1,45092.0,75.27,348.4,danino
Arequipa,25.0,75.2,4.0,34137.0,,261.9,danino
arequipa,21.7,90.3,24.2,312191.0,16.06,220.2,danino
Arequipa,30.4,42.3,14.3,16807.0,142.64,361.5,danino
Cusco,18.5,48.5,22.8,29473.0,98.29,277.1,danino
Cusco,23.4,31.9,7.2,44868.0,55.01,293.9,danino
lima,31.5,50.7,16.6,4670.0,7.83,109.1,danino
Trujillo,33.2,47.0,29.3,13509.0,128.44,304.5,danino
Piura,21.6,94.6,6.9,37986.0,135.67,408.4,danino
Cusco,14.7,94.1,4.4,40365.0,53.25,277.4,danino
Piura,34.6,63.3,13.4,4885.0,27.51,142.7,danino
Trujillo,17.2,63.0,27.2,9551.0,77.16,211.3,danino
Cusco,27.4,43.6,26.4,37512.0,,165.9,danino
Lima,34.0,59.7,4.3,48665.0,6.07,239.8,danino
Trujillo,21.1,63.9,4.3,2470.0,53.92,167.4,danino
Arequipa,26.1,79.6,38.2,22979.0,109.09,303.3,danino
Arequipa,30.4,89.6,31.9,41191.0,66.0,287.2,danino
Piura,19.0,66.9,34.2,15932.0,146.44,329.2,danino
Piura,25.5,94.5,13.3,19900.0,126.58,329.7,danino
Arequipa,20.4,84.0,23.9,1266.0,98.21,216.5,danino
Lima,13.9,53.5,26.7,3431.0,104.97,260.4,danino
Lima,14.5,71.3,29.6,23069.0,82.21,276.3,danino
Lima,15.6,71.0,38.4,49329.0,35.48,271.2,danino
Cusco,13.8,52.8,14.1,21110.0,,286.0,danino
Cusco,34.9,33.2,36.7,43653.0,116.62,342.3,danino
Piura,13.1,39.0,33.3,45203.0,29.17,189.5,danino
Lima,33.3,90.1,5.5,47762.0,67.39,371.1,danino
Cusco,15.0,86.3,37.3,4341.0,133.66,256.6,danino
Piura,27.9,75.7,32.9,11986.0,72.0,179.3,danino
Arequipa,14.9,49.7,16.7,13233.0,,171.5,danino
Lima,26.2,37.4,4.9,3785.0,120.97,325.1,danino
CUSCO,20.2,43.9,35.5,11522.0,135.32,279.9,danino
CUSCO,30.9,53.6,31.4,1004.0,54.16,121.6,danino
Trujillo,30.8,64.7,16.7,13178.0,143.54,349.4,danino
Piura,14.0,41.5,30.6,17995.0,121.32,279.3,danino
Lima,31.9,35.2,19.4,36322.0,108.22,387.3,danino
Lima,21.0,,27.3,29633.0,71.84,270.1,danino
TRUJILLO,30.7,43.3,9.8,29296.0,63.23,267.3,danino
Arequipa,19.3,61.5,19.6,1946.0,21.06,89.6,moderado
Trujillo,12.9,50.6,31.2,26657.0,145.81,356.9,danino
Trujillo,31.9,41.9,6.7,45226.0,31.63,256.5,danino
Cusco,21.5,38.3,27.8,36317.0,,320.9,danino
Lima,19.8,,11.9,40480.0,,387.5,danino
Piura,10.7,69.9,36.5,18876.0,77.53,216.7,danino
Cusco,24.8,76.2,26.3,15543.0,89.33,234.3,danino
Cusco,17.6,46.9,19.4,35817.0,113.33,325.4,danino
Lima,14.7,72.2,2.1,19113.0,112.26,329.9,danino
Arequipa,19.0,88.3,26.6,49700.0,16.96,226.9,danino
Trujillo,23.2,84.1,22.5,49110.0,91.64,346.9,danino
Piura,32.3,33.6,27.2,21462.0,129.35,323.2,danino
Piura,10.4,,5.7,3214.0,15.05,78.1,moderado
Lima,13.6,34.0,32.5,1565.0,53.82,144.4,danino
Trujillo,27.4,67.4,32.8,39597.0,97.76,316.8,danino
Arequipa,27.0,68.8,9.8,43668.0,124.5,429.5,danino
Trujillo,18.1,80.9,19.9,25094.0,140.63,368.0,danino
Arequipa,31.2,56.8,16.1,18447.0,44.72,182.2,danino
TRUJILLO,18.8,64.3,4.1,28266.0,6.62,165.4,danino
Arequipa,16.2,61.2,26.6,22499.0,8.99,114.7,danino
lima,14.2,37.8,23.7,30893.0,118.28,374.2,danino
Arequipa,30.3,90.1,13.6,35887.0,53.07,265.6,danino
Trujillo,32.3,38.4,13.0,10876.0,66.77,213.7,danino
Arequipa,19.9,,25.2,11072.0,22.66,121.3,danino
Cusco,26.6,,36.9,3989.0,7.15,38.4,bueno
Cusco,11.1,72.4,18.8,11534.0,,225.0,danino
Piura,18.2,,8.3,42801.0,127.47,405.2,danino
Piura,16.6,57.2,10.4,44836.0,119.43,392.9,danino
Lima,25.4,62.1,9.4,28221.0,10.06,173.3,danino
Piura,32.7,42.6,24.9,22155.0,126.12,348.2,danino
Arequipa,32.7,88.5,6.2,3848.0,93.27,255.8,danino
Piura,26.6,90.3,5.4,6174.0,118.94,269.1,danino
Trujillo,10.1,86.7,21.6,44201.0,130.94,405.9,danino
Arequipa,25.1,,28.3,12891.0,139.14,332.3,danino
Trujillo,31.1,47.4,9.4,19632.0,10.87,142.4,danino
Lima,10.0,81.8,6.8,40843.0,,215.2,danino
Lima,15.1,93.0,3.8,1269.0,24.43,145.8,danino
Arequipa,13.4,71.5,15.7,35531.0,136.45,408.8,danino
Piura,22.8,73.6,10.3,20124.0,,357.5,danino
Arequipa,18.1,80.3,15.2,25451.0,34.25,206.5,danino
Piura,28.5,79.3,39.8,36799.0,11.64,149.7,danino
Cusco,16.7,61.0,25.4,32877.0,52.17,219.1,danino
Lima,31.0,92.8,39.7,16568.0,134.73,339.6,danino
Lima,21.9,38.6,19.3,39346.0,87.54,344.1,danino
Cusco,29.7,69.0,35.4,30524.0,119.59,301.9,danino
Piura,26.2,,8.8,18992.0,80.97,259.9,danino
Cusco,27.1,93.9,14.3,28113.0,15.18,154.3,danino
Lima,22.7,70.7,12.5,27882.0,37.06,222.5,danino
Cusco,34.0,44.2,31.1,45189.0,69.35,291.1,danino
Arequipa,26.9,,17.1,32227.0,26.71,199.2,danino
Cusco,19.0,89.1,18.2,17694.0,136.56,339.2,danino
Cusco,20.3,92.7,5.7,6571.0,93.99,219.3,danino
Lima,27.9,87.4,35.8,3800.0,68.03,173.3,danino
Cusco,17.5,39.1,36.0,33328.0,127.17,349.4,danino
Arequipa,24.5,56.3,39.2,9212.0,111.11,260.1,danino
Lima,17.8,92.7,2.7,49930.0,11.7,245.0,danino
Lima,10.5,79.2,8.6,17969.0,28.42,162.3,danino
Arequipa,27.9,85.6,35.8,18405.0,42.29,141.6,danino
Cusco,32.9,83.0,11.6,45946.0,143.67,428.1,danino
Piura,31.9,83.3,21.1,24891.0,17.01,128.1,danino
Arequipa,13.7,52.5,22.4,1064.0,25.94,111.5,danino
Trujillo,15.2,47.7,35.0,6434.0,,99.4,moderado
Cusco,31.5,65.4,22.5,6638.0,104.47,237.4,danino
Piura,18.9,92.3,4.1,4471.0,129.94,301.2,danino
Trujillo,17.1,52.5,9.9,7911.0,90.32,248.0,danino
Arequipa,24.0,68.5,39.4,31940.0,147.81,371.7,danino
Arequipa,18.4,76.4,25.0,21978.0,28.72,166.4,danino
Lima,11.8,41.1,28.3,19347.0,,224.4,danino
Arequipa,29.9,52.2,3.9,6584.0,85.82,265.0,danino
Piura,14.7,59.9,16.0,44702.0,68.74,300.1,danino
Cusco,11.1,72.0,37.6,6778.0,51.4,112.6,danino
Trujillo,14.3,89.1,24.5,9137.0,117.31,277.6,danino
Cusco,10.8,91.2,17.6,9733.0,105.15,255.4,danino
Arequipa,22.6,84.0,18.0,2220.0,10.72,78.7,moderado
Cusco,11.8,74.7,39.1,42826.0,33.89,200.5,danino
Arequipa,11.0,83.0,14.4,37741.0,81.8,327.8,danino
Trujillo,17.3,62.3,8.9,12899.0,36.71,153.6,danino
Piura,24.4,,15.4,15677.0,146.51,364.9,danino
Trujillo,20.3,66.7,38.6,5709.0,140.36,299.3,danino
Lima,25.8,44.4,18.1,8373.0,52.85,194.3,danino
Cusco,32.9,91.0,38.2,22451.0,22.57,127.2,danino
Arequipa,20.1,63.3,23.5,43723.0,42.33,236.8,danino
Cusco,14.9,83.3,7.1,1126.0,147.02,324.1,danino
Cusco,16.9,58.2,14.4,49499.0,27.68,239.6,danino
Cusco,11.9,87.0,8.2,40478.0,35.95,224.2,danino
Piura,26.0,50.0,37.2,6649.0,146.64,329.3,danino
Cusco,23.8,44.5,2.4,30994.0,138.37,416.2,danino
Cusco,17.9,89.6,39.2,20579.0,60.01,173.9,danino
Arequipa,19.4,61.6,17.0,13591.0,18.83,136.8,danino
Trujillo,14.8,53.1,9.1,31411.0,,328.5,danino
Trujillo,11.4,64.2,23.8,23513.0,57.54,216.9,danino
Cusco,11.7,73.0,33.5,22838.0,74.98,216.8,danino
Trujillo,25.4,47.9,3.1,27133.0,107.07,337.7,danino
Cusco,33.6,72.2,22.1,15540.0,50.32,172.7,danino
Trujillo,19.7,36.6,30.9,32144.0,141.76,373.4,danino
Lima,33.7,30.7,24.4,27275.0,119.64,359.2,danino
Trujillo,22.1,56.9,8.8,22834.0,84.72,287.9,danino
piura,29.6,88.4,36.6,40042.0,74.24,277.8,danino
Arequipa,28.8,78.6,3.0,4594.0,,272.1,danino
Arequipa,23.7,33.2,11.6,378948.0,111.94,370.6,danino
Piura,28.7,66.3,4.3,27569.0,86.21,299.8,danino
Trujillo,12.4,58.3,32.5,28368.0,134.73,336.3,danino
Lima,26.3,76.9,9.5,24881.0,53.66,245.4,danino
Piura,13.5,80.6,11.7,332730.0,139.0,409.1,danino
Piura,26.2,84.6,33.9,12549.0,80.93,192.7,danino
Arequipa,31.1,,23.7,34622.0,139.94,387.4,danino
Piura,31.9,35.0,3.2,33491.0,35.84,231.7,danino
Cusco,34.0,,9.2,32335.0,41.17,223.4,danino
Cusco,29.2,92.6,5.7,48583.0,109.26,383.2,danino
Cusco,32.3,51.8,25.4,1959.0,10.63,63.0,moderado
Piura,16.6,92.5,21.7,260425.0,,324.3,danino
Arequipa,22.9,69.3,21.7,16775.0,123.06,304.9,danino
lima,11.5,73.8,12.2,47907.0,149.56,487.0,danino
Cusco,19.5,87.4,13.9,25512.0,11.2,133.0,danino
Cusco,21.0,52.5,11.5,29105.0,138.88,376.5,danino
Lima,12.7,55.7,27.0,2564.0,109.44,259.1,danino
Cusco,19.2,78.5,16.5,19740.0,116.65,296.2,danino
Arequipa,28.8,84.3,9.2,6047.0,20.06,140.1,danino
Cusco,16.9,92.1,26.0,19485.0,47.24,176.4,danino
PIURA,11.8,60.6,3.5,3858.0,59.61,181.3,danino
Trujillo,14.6,48.8,32.1,11700.0,12.43,84.3,moderado
Lima,23.6,41.3,11.4,29279.0,,288.4,danino
Piura,21.0,,14.7,34273.0,107.28,332.3,danino
Trujillo,11.8,64.9,13.9,20848.0,108.05,303.4,danino
Arequipa,17.9,64.4,19.7,40626.0,87.9,335.7,danino
Arequipa,13.2,56.0,38.0,24120.0,99.52,260.6,danino
Lima,25.1,63.5,23.8,16142.0,,274.2,danino
Trujillo,31.5,60.7,12.7,27562.0,8.08,160.7,danino
Cusco,16.1,78.5,20.9,28206.0,52.17,188.9,danino
Lima,10.9,55.6,36.2,11860.0,54.62,167.0,danino
Trujillo,19.3,47.5,18.2,12933.0,125.03,312.8,danino
Arequipa,26.1,,20.1,35485.0,127.5,387.2,danino
Lima,33.4,44.4,26.6,31267.0,,311.4,danino
Trujillo,10.0,46.2,2.4,10602.0,58.25,200.3,danino
Piura,33.5,88.3,20.8,22982.0,110.75,304.4,danino
Arequipa,19.2,64.4,22.4,29835.0,103.43,324.0,danino
Trujillo,23.5,85.3,30.3,613.0,121.78,248.1,danino
Lima,28.8,56.1,32.8,32593.0,86.34,305.3,danino
Lima,25.4,82.6,19.0,32546.0,113.76,390.1,danino
Piura,33.0,48.8,36.3,20649.0,73.34,212.0,danino
Cusco,21.6,70.2,25.9,2808.0,8.39,42.3,bueno
Lima,30.2,71.8,31.7,26185.0,143.43,387.3,danino
Cusco,27.8,93.3,32.5,46146.0,121.09,368.0,danino
Trujillo,21.7,77.1,35.6,11901.0,7.63,78.6,moderado
Arequipa,15.6,61.4,19.5,28678.0,63.89,269.1,danino
Lima,11.9,83.3,20.0,33416.0,23.98,214.1,danino
Lima,32.4,69.3,39.5,41909.0,62.74,266.3,danino
Cusco,25.3,46.7,18.6,29467.0,149.99,388.4,danino
Lima,11.1,,10.5,15459.0,7.66,150.2,danino
Trujillo,30.4,89.5,7.0,49770.0,24.68,270.6,danino
Piura,22.9,71.2,4.5,39674.0,141.57,429.8,danino
Arequipa,22.2,35.0,18.9,49694.0,28.07,253.0,danino
Piura,33.7,81.3,23.1,22270.0,9.81,141.9,danino
Piura,32.1,51.2,6.4,49733.0,46.76,274.9,danino
Piura,21.1,,24.7,27921.0,36.96,192.6,danino
Trujillo,30.2,35.9,31.9,32196.0,56.12,222.8,danino
Piura,14.6,87.6,2.2,4783.0,88.45,231.9,danino
Piura,31.5,46.4,18.5,15752.0,111.0,293.7,danino
Lima,16.0,84.6,31.2,19064.0,119.3,324.1,danino
Lima,14.6,91.6,25.7,16404.0,103.78,297.2,danino
Piura,18.3,74.6,39.5,40129.0,141.7,377.8,danino
Lima,17.1,,22.6,45227.0,146.33,443.8,danino
Lima,16.7,51.7,8.6,37183.0,46.4,269.6,danino
Arequipa,18.2,85.6,3.9,43935.0,114.89,414.4,danino
Cusco,32.5,,18.4,35959.0,114.29,355.9,danino
Piura,32.1,39.8,20.5,2821.0,70.02,170.2,danino
CUSCO,34.1,37.2,14.7,16478.0,75.13,217.2,danino
Lima,16.2,42.8,11.3,39332.0,93.42,365.7,danino
Piura,28.3,68.0,32.2,3113.0,118.56,256.0,danino
Piura,23.8,55.9,13.5,25944.0,46.86,205.4,danino
Arequipa,22.1,44.1,21.0,10098.0,86.84,260.5,danino
Trujillo,29.1,41.3,28.7,1994.0,138.82,292.2,danino
Piura,33.1,86.0,7.1,4164.0,,159.6,danino
Arequipa,21.8,48.7,37.5,12766.0,33.71,136.7,danino
Trujillo,27.8,56.5,11.2,25606.0,5.58,163.0,danino
Piura,20.0,73.3,28.6,43574.0,82.54,291.4,danino
Trujillo,16.0,94.7,8.4,26188.0,136.95,387.9,danino
Trujillo,31.0,77.8,6.9,31417.0,55.71,288.9,danino
Lima,26.1,53.7,18.8,38746.0,79.84,319.7,danino
cusco,13.0,30.0,13.9,43394.0,38.91,232.0,danino
Piura,25.9,91.0,26.2,38553.0,111.3,347.4,danino
Lima,26.0,71.8,8.7,33791.0,8.24,199.8,danino
Piura,12.3,66.4,14.1,15087.0,104.61,293.2,danino
Arequipa,24.0,53.1,31.0,49521.0,130.62,415.8,danino
Trujillo,25.4,73.4,34.4,44903.0,66.38,261.3,danino
Lima,34.1,59.8,32.0,40696.0,,232.8,danino
Arequipa,34.6,71.8,34.3,21507.0,10.75,151.0,danino
Piura,34.0,75.2,21.5,45947.0,146.16,440.2,danino
Arequipa,14.9,34.2,11.7,9337.0,137.1,340.3,danino
PIURA,19.1,37.7,13.7,25826.0,24.94,158.9,danino
CUSCO,31.8,,31.1,18841.0,125.25,310.0,danino
Cusco,34.3,41.1,17.9,33335.0,53.54,237.9,danino
Trujillo,14.4,33.9,25.9,22436.0,57.18,203.8,danino
Lima,18.4,32.8,10.9,34479.0,120.96,398.9,danino
Lima,21.6,69.8,2.8,32818.0,34.14,250.7,danino
Trujillo,17.3,83.3,33.6,24120.0,59.65,206.1,danino
Trujillo,20.9,43.9,23.2,349753.0,139.53,340.4,danino
Cusco,16.5,68.8,24.4,7824.0,132.44,310.1,danino
Arequipa,17.8,88.5,18.7,49592.0,80.64,350.0,danino
Arequipa,27.7,56.8,12.1,33791.0,143.38,437.8,danino
Arequipa,32.5,69.3,39.7,6604.0,29.74,103.5,danino
Lima,20.5,74.6,12.4,41755.0,122.16,423.9,danino
Trujillo,28.2,86.6,25.1,9589.0,11.8,76.1,moderado
Arequipa,31.7,,38.0,25504.0,22.92,148.9,danino
Cusco,25.6,39.1,6.0,7179.0,63.58,195.0,danino
Arequipa,34.3,82.1,7.9,33664.0,37.92,241.4,danino
Piura,11.0,33.5,19.5,24672.0,56.96,202.5,danino
Piura,23.0,60.0,21.8,20798.0,9.82,111.4,danino
Trujillo,34.2,43.2,16.1,7302.0,26.82,130.3,danino
Trujillo,32.4,77.3,2.4,34499.0,79.47,300.6,danino
Piura,19.0,60.9,6.9,47725.0,125.89,428.5,danino
Trujillo,15.5,90.1,38.3,16716.0,52.46,152.4,danino
Cusco,29.1,56.6,2.4,31830.0,95.03,314.6,danino
Arequipa,19.3,88.8,34.6,31983.0,127.69,386.7,danino
Piura,23.9,93.1,16.5,39778.0,20.97,201.1,danino
Arequipa,23.8,43.7,24.0,16360.0,63.99,213.1,danino
Cusco,15.2,67.1,10.9,19732.0,,128.1,danino
Arequipa,18.8,32.6,16.1,15607.0,56.99,216.4,danino
Piura,24.5,,13.4,44577.0,51.06,265.4,danino
Lima,20.4,73.0,15.8,26703.0,95.77,331.9,danino
Cusco,17.2,79.9,28.6,28073.0,92.37,273.1,danino
Lima,22.3,67.9,32.3,49665.0,82.09,346.4,danino
Piura,16.1,36.8,7.4,44134.0,68.39,295.7,danino
Piura,10.5,,24.0,36940.0,7.98,158.9,danino
Arequipa,32.1,73.7,34.4,11051.0,8.68,101.7,danino
Piura,23.7,52.5,5.7,4343.0,19.36,102.2,danino
Piura,18.6,60.2,12.0,46860.0,78.71,318.7,danino
Arequipa,30.6,62.9,7.1,20046.0,110.87,334.9,danino
cusco,24.7,69.2,26.3,48627.0,130.97,408.3,danino
Lima,24.4,81.2,34.5,45650.0,53.24,287.6,danino
Trujillo,18.7,61.0,19.5,16778.0,29.29,138.1,danino
Lima,22.9,43.7,39.7,8894.0,113.75,293.2,danino
Lima,20.1,92.1,2.6,36354.0,53.33,297.1,danino
Lima,26.2,35.2,32.3,35785.0,47.76,237.2,danino
Trujillo,26.2,62.9,17.1,7190.0,77.22,205.3,danino
Trujillo,10.9,81.7,9.3,27953.0,137.54,387.2,danino
Cusco,17.5,79.9,16.6,19297.0,24.43,117.7,danino
Lima,33.3,39.6,11.4,35858.0,143.95,462.7,danino
Arequipa,23.0,53.7,31.9,15236.0,,244.5,danino
Cusco,14.4,58.3,34.6,9046.0,68.83,158.9,danino
Lima,10.9,,29.5,11699.0,62.11,197.8,danino
Lima,25.0,63.5,21.9,22019.0,62.13,237.2,danino
Lima,30.4,76.9,17.7,20304.0,80.18,293.9,danino
Cusco,16.9,32.7,20.9,19458.0,27.68,148.9,danino
Cusco,14.6,74.7,15.8,17415.0,,187.2,danino
Lima,32.2,70.6,18.7,10045.0,90.19,258.7,danino
Lima,22.5,65.3,21.6,2338.0,72.87,204.1,danino
Cusco,30.7,92.2,36.1,44410.0,31.81,190.7,danino
Arequipa,31.0,48.9,37.3,37583.0,5.32,168.2,danino
Piura,25.0,50.6,19.4,3109.0,99.94,228.7,danino
Arequipa,31.0,40.6,34.1,44296.0,88.08,323.3,danino
Trujillo,34.8,86.2,2.6,19926.0,46.25,231.1,danino
Cusco,33.0,,17.3,30457.0,54.37,217.6,danino
Trujillo,12.1,49.1,23.5,1294.0,46.85,125.3,danino
Piura,30.0,79.6,13.3,42819.0,,440.5,danino
Trujillo,14.3,40.7,7.7,9173.0,73.5,206.3,danino
Trujillo,22.6,77.1,26.3,38622.0,82.4,301.6,danino
Piura,18.0,46.2,24.1,10329.0,,231.2,danino
Trujillo,13.5,92.6,33.4,42812.0,72.0,278.2,danino
Piura,18.9,51.1,26.0,32435.0,66.55,259.6,danino
Trujillo,17.0,60.2,37.4,16165.0,47.19,139.1,danino
Arequipa,13.6,58.0,36.2,18747.0,144.69,368.9,danino
Piura,24.5,85.4,25.4,27996.0,89.62,289.1,danino
Piura,13.1,73.0,7.8,46371.0,99.33,373.0,danino
Lima,18.8,34.6,3.2,38511.0,58.73,292.2,danino
Piura,28.9,63.6,6.2,42064.0,90.78,368.5,danino
Arequipa,32.1,45.3,32.6,31069.0,54.33,241.8,danino
Arequipa,29.9,75.2,4.8,14502.0,,222.5,danino
Lima,22.2,,35.1,14467.0,71.39,234.2,danino
Piura,16.4,44.0,6.7,41367.0,80.13,314.8,danino
Cusco,34.4,53.2,29.7,6690.0,69.72,168.8,danino
Lima,15.1,45.1,9.6,12961.0,59.05,231.3,danino
Trujillo,13.3,70.8,16.6,37895.0,83.58,306.1,danino
Trujillo,15.2,51.4,39.8,21944.0,37.4,141.1,danino
Cusco,16.0,33.5,5.4,25699.0,63.2,226.3,danino
Cusco,22.4,84.8,2.7,30452.0,44.26,212.7,danino
Lima,16.3,45.5,38.3,18104.0,97.42,275.1,danino
Arequipa,12.4,37.2,33.5,23921.0,86.3,261.4,danino
Trujillo,22.4,80.0,33.4,8965.0,55.58,154.1,danino
Lima,34.4,59.2,9.3,309565.0,126.13,412.4,danino
TRUJILLO,24.3,94.0,4.0,12371.0,6.34,105.3,danino
Lima,16.6,47.4,39.0,41497.0,7.29,161.4,danino
Trujillo,25.3,72.8,31.2,12118.0,95.3,252.0,danino
Lima,28.2,92.4,26.7,42266.0,138.8,438.5,danino
Cusco,34.4,51.3,5.5,13827.0,34.91,158.2,danino
Lima,23.3,70.3,32.2,23857.0,88.33,284.1,danino
Piura,11.2,50.9,32.8,16300.0,37.25,128.4,danino
Arequipa,30.2,80.1,17.5,26676.0,139.45,404.6,danino
PIURA,18.1,49.8,27.8,5824.0,131.75,270.5,danino
Lima,10.2,51.6,40.0,22657.0,118.5,319.6,danino
Trujillo,11.3,75.9,13.3,2726.0,97.6,235.3,danino
Cusco,21.5,,30.1,10470.0,37.45,130.3,danino
Arequipa,30.7,73.0,2.3,9876.0,58.45,209.6,danino
Piura,15.5,58.2,33.0,23878.0,93.03,251.6,danino
CUSCO,34.7,61.4,7.4,31090.0,79.31,305.5,danino
Piura,13.5,52.2,23.5,10329.0,116.86,289.2,danino
Arequipa,12.1,33.9,8.3,32623.0,102.19,351.6,danino
AREQUIPA,34.4,39.6,9.9,13506.0,6.08,121.7,danino
Trujillo,12.5,64.5,30.3,5097.0,134.17,273.0,danino
cusco,28.7,90.4,7.2,6009.0,114.71,266.4,danino
Trujillo,12.9,56.7,23.4,49124.0,36.12,230.9,danino
Lima,19.5,30.8,19.3,5120.0,123.48,298.7,danino
Cusco,21.7,55.9,4.2,36923.0,57.86,264.9,danino
Piura,14.7,67.5,33.0,38675.0,11.82,159.8,danino
Piura,11.3,65.4,35.0,16226.0,97.59,246.5,danino
Piura,19.8,33.8,12.1,12260.0,101.2,246.0,danino
Trujillo,20.5,,33.8,19221.0,78.88,213.6,danino
Lima,19.4,73.7,24.4,17731.0,,374.3,danino
Piura,25.1,42.5,32.6,34293.0,86.85,281.4,danino
Cusco,29.5,93.3,27.3,29510.0,127.12,351.6,danino
Lima,27.2,40.5,39.5,36171.0,82.31,312.9,danino
Arequipa,32.3,62.7,10.9,23885.0,62.13,259.6,danino
Trujillo,26.0,69.1,24.4,43104.0,63.64,284.1,danino
AREQUIPA,16.4,73.1,5.4,16671.0,76.68,264.8,danino
Cusco,29.0,41.8,5.6,29983.0,10.24,157.1,danino
Trujillo,25.7,44.8,36.2,7538.0,58.34,148.7,danino
Piura,11.9,64.8,14.2,30625.0,70.4,252.5,danino
Piura,13.8,94.4,7.2,43673.0,139.22,428.8,danino
Piura,25.8,36.2,2.3,14010.0,148.78,368.0,danino
Piura,32.8,,7.4,28464.0,11.93,188.5,danino
Cusco,25.3,89.4,20.2,40075.0,149.7,415.5,danino
Lima,20.1,78.5,21.8,2002.0,25.7,109.9,danino
Arequipa,28.8,62.3,19.2,22103.0,113.63,308.7,danino
Trujillo,26.9,76.3,26.4,5907.0,116.91,257.2,danino
Arequipa,23.3,88.2,21.7,14209.0,71.92,214.4,danino
Lima,31.1,51.1,16.5,47851.0,,340.7,danino
Trujillo,22.1,34.4,20.2,40739.0,37.33,226.7,danino
Arequipa,33.3,,14.0,28168.0,8.99,167.4,danino
Arequipa,31.0,51.5,19.4,3534.0,124.07,298.7,danino
Arequipa,24.9,49.1,28.5,45916.0,87.38,339.1,danino
Piura,30.3,55.4,2.8,25828.0,127.7,379.5,danino
