id_venta,fecha,ciudad,categoria,producto,precio_unitario,cantidad,metodo_pago,total
V1007332,2025-03-30,Piura,Alimentos,Atún,435.7,4,Efectivo,1742.8
V1007333,2025-02-13,Piura,Tecnología,Tablet,421.6,5,Efectivo,2108.0
V1007334,2025-08-26,Trujillo,Hogar,Licuadora,234.92,4,Yape,939.68
V1007335,2025-07-22,Arequipa,Moda,Zapatillas,229.56,4,Plin,918.24
V1007336,2025-06-07,Trujillo,,Perfume,139.04,2,,278.08
V1007337,2025-11-14,Arequipa,Alimentos,Atún,175.27,3,Tarjeta,525.81
V1007338,2025-06-14,Trujillo,Belleza,Perfume,416.41,5,Plin,2082.05
V1007339,2025-09-24,Arequipa,Alimentos,Aceite,262.11,4,,1048.44
V1007340,2025-12-30,Arequipa,Hogar,Aspiradora,494.91,4,Efectivo,1979.64
V1007341,2025-01-25,Arequipa,Hogar,Microondas,75.1,1,Plin,75.1
V1007342,2025-09-05,Trujillo,Hogar,Aspiradora,453.69,4,Yape,1814.76
V1007343,2025-11-10,Cusco,Tecnología,Tablet,175.84,3,Yape,527.52
V1007344,2025-07-23,Trujillo,Moda,Pantalón,437.52,4,Yape,1750.08
V1007345,2025-05-31,Piura,Moda,Pantalón,419.48,5,Yape,2097.4
V1007346,2025-09-25,Arequipa,Belleza,Perfume,110.38,4,Yape,441.52
V1007347,2025-10-25,Arequipa,Hogar,Aspiradora,187.02,1,Efectivo,187.02
V1007348,2025-11-09,Cusco,Tecnología,Tablet,56.44,3,Plin,169.32
V1007349,2025-05-06,Cusco,Hogar,Licuadora,388.77,3,Efectivo,1166.31
V1007350,2025-04-15,Cusco,Tecnología,Audífonos,143.02,5,Efectivo,715.1
V1007351,2025-04-04,Cusco,,Tablet,93.95,4,Efectivo,375.8
V1007352,2025-09-29,Lima,Hogar,Licuadora,417.44,3,Tarjeta,1252.32
V1007353,2025-10-21,Lima,Moda,Pantalón,59.93,4,Yape,239.72
V1007354,2025-04-21,Piura,Hogar,Olla,23.01,4,Tarjeta,92.04
V1007355,2025-09-08,Cusco,Alimentos,Atún,41.92,2,Plin,83.84
V1007356,2025-12-29,Cusco,Tecnología,Celular,429.94,5,Yape,2149.7
V1007357,2025-11-23,Piura,Hogar,Licuadora,424.4,5,Tarjeta,2122.0
V1007358,2025-06-12,Piura,Hogar,Aspiradora,401.35,2,Yape,802.7
V1007359,2025-06-24,Piura,Hogar,Olla,389.21,4,Plin,1556.84
V1007360,2025-03-25,Cusco,Hogar,Olla,352.97,1,Efectivo,352.97
V1007361,2025-12-10,Arequipa,Tecnología,Laptop,346.84,5,Plin,1734.2
V1007362,2025-03-24,Lima,Alimentos,Arroz,218.17,5,Yape,1090.85
V1007363,2025-02-18,Arequipa,Hogar,Aspiradora,356.62,2,Tarjeta,713.24
V1007364,2025-08-31,Piura,Tecnología,Celular,143.6,5,Plin,718.0
V1007365,2025-07-11,Trujillo,Hogar,Olla,433.64,5,Yape,2168.2
V1007366,2025-02-19,Arequipa,Alimentos,Arroz,89.43,2,Efectivo,178.86
V1007367,2025-03-13,Arequipa,Tecnología,Tablet,218.76,4,Tarjeta,875.04
V1007368,2025-12-13,Arequipa,Tecnología,Tablet,403.83,1,Yape,403.83
V1007369,2025-01-17,Arequipa,Hogar,Licuadora,212.37,4,Tarjeta,849.48
V1007370,2025-02-13,Trujillo,Belleza,Crema,167.24,1,Tarjeta,167.24
V1007371,2025-05-31,Arequipa,Alimentos,Arroz,336.3,1,Tarjeta,336.3
V1007372,2025-11-07,Piura,Hogar,Licuadora,478.02,4,,1912.08
V1007373,2025-07-26,Trujillo,Tecnología,Tablet,479.14,3,Plin,1437.42
V1007374,2025-07-24,Lima,Belleza,Crema,382.95,3,Plin,1148.85
V1007375,2025-09-27,Arequipa,Alimentos,Aceite,117.32,5,Plin,586.6
V1007376,2025-03-22,Trujillo,Hogar,Aspiradora,21.48,1,Tarjeta,21.48
V1007377,2025-08-12,Cusco,Alimentos,Arroz,342.4,5,Tarjeta,1712.0
V1007378,2025-05-07,Piura,Hogar,Aspiradora,419.58,1,Efectivo,419.58
V1007379,2025-10-09,Piura,Moda,Camisa,362.92,2,Tarjeta,725.84
V1007380,2025-12-18,Arequipa,Moda,Pantalón,362.51,2,Plin,725.02
V1007381,2025-08-17,Trujillo,Belleza,Perfume,103.42,5,Yape,517.1
V1007382,2025-10-09,Piura,Alimentos,Aceite,351.59,3,Plin,1054.77
V1007383,2025-06-24,Arequipa,Hogar,Microondas,20.91,2,Efectivo,41.82
V1007384,2025-04-01,Lima,Belleza,Perfume,98.7,5,Yape,493.5
V1007385,2025-03-05,Piura,Alimentos,Aceite,43.86,1,Efectivo,43.86
V1007386,2025-05-27,Trujillo,Alimentos,Arroz,166.0,1,Yape,166.0
V1007387,2025-07-13,Arequipa,Moda,Camisa,492.6,5,Efectivo,2463.0
V1007388,2025-03-24,Piura,Moda,Zapatillas,64.34,2,Yape,128.68
V1007389,2025-05-04,Lima,Hogar,Aspiradora,147.87,1,Efectivo,147.87
V1007390,2025-01-24,Cusco,Alimentos,Aceite,417.02,4,Tarjeta,1668.08
V1007391,2025-02-14,Trujillo,,Aspiradora,492.23,4,Plin,1968.92
V1007392,2025-11-16,Arequipa,Hogar,Licuadora,124.84,5,Tarjeta,624.2
V1007393,2025-06-27,Piura,Belleza,Shampoo,21.11,5,Plin,105.55
V1007394,2025-07-13,Trujillo,Hogar,Licuadora,141.13,3,Tarjeta,423.39
V1007395,2025-09-16,Piura,Hogar,Aspiradora,50.58,2,Plin,101.16
V1007396,2025-03-22,Lima,Belleza,Shampoo,288.39,5,Efectivo,1441.95
V1007397,2025-08-19,Trujillo,Hogar,Microondas,395.89,3,Yape,1187.67
V1007398,2025-06-30,Arequipa,Belleza,Maquillaje,315.01,2,Tarjeta,630.02
V1007399,2025-06-22,Cusco,Moda,Zapatillas,106.41,2,Tarjeta,212.82
V1007400,2025-08-18,Arequipa,Tecnología,Audífonos,461.96,2,Yape,923.92
V1007401,2025-08-28,Piura,Belleza,Perfume,210.3,5,Yape,1051.5
V1007402,2025-10-22,Piura,Hogar,Microondas,227.42,3,Efectivo,682.26
V1007403,2025-08-07,Trujillo,Tecnología,Audífonos,482.29,4,Tarjeta,1929.16
V1007404,2025-03-23,Trujillo,Alimentos,Café,73.76,2,Yape,147.52
V1007405,2025-10-21,Lima,Moda,Camisa,377.99,1,Plin,377.99
V1007406,2025-04-23,Trujillo,Tecnología,Audífonos,93.4,1,Plin,93.4
V1007407,2025-12-27,Lima,Belleza,Perfume,447.99,5,Yape,2239.95
V1007408,2025-06-18,Trujillo,Belleza,Perfume,189.64,3,Plin,568.92
V1007409,2025-07-12,Cusco,Hogar,Olla,95.11,2,Plin,190.22
V1007410,2025-02-06,Trujillo,Belleza,Maquillaje,438.0,4,Tarjeta,1752.0
V1007411,2025-03-25,Trujillo,Tecnología,Audífonos,87.03,2,Efectivo,174.06
V1007412,2025-07-23,Trujillo,Tecnología,Laptop,222.61,3,Tarjeta,667.83
V1007413,2025-05-06,Cusco,Tecnología,Laptop,392.86,3,Tarjeta,1178.58
V1007414,2025-10-29,Lima,Moda,Zapatillas,82.33,2,Efectivo,164.66
V1007415,2025-11-21,Piura,Belleza,Perfume,313.9,1,Yape,313.9
V1007416,2025-05-26,Lima,Tecnología,Laptop,462.99,5,Plin,2314.95
V1007417,2025-01-08,Trujillo,Moda,Camisa,95.96,2,Efectivo,191.92
V1007418,2025-11-25,Cusco,Hogar,Microondas,469.66,1,Efectivo,469.66
V1007419,2025-12-16,Cusco,Hogar,Licuadora,142.29,5,Efectivo,711.45
V1007420,2025-01-30,Cusco,Alimentos,Atún,409.98,4,Plin,1639.92
V1007421,2025-02-10,Trujillo,Belleza,Crema,442.01,4,Plin,1768.04
V1007422,2025-01-02,Trujillo,Alimentos,Arroz,27.78,2,Tarjeta,55.56
V1007423,2025-02-22,Trujillo,Tecnología,Audífonos,141.81,4,Plin,567.24
V1007424,2025-08-08,Lima,Belleza,Perfume,259.1,4,Efectivo,1036.4
V1007425,2025-02-25,Trujillo,Belleza,Perfume,371.76,1,,371.76
V1007426,2025-12-27,Trujillo,Alimentos,Café,253.65,2,Efectivo,507.3
V1007427,2025-11-15,Lima,Belleza,Crema,450.55,4,,1802.2
V1007428,2025-11-18,Cusco,Hogar,Olla,127.39,5,Yape,636.95
V1007429,2025-06-23,Cusco,Tecnología,Laptop,298.73,5,Efectivo,1493.65
V1007430,2025-05-18,Piura,Alimentos,Café,109.7,2,Yape,219.4
V1007431,2025-12-24,Cusco,Moda,Casaca,401.21,1,Yape,401.21
V1007432,2025-08-05,Arequipa,Belleza,Crema,151.82,2,Yape,303.64
V1007433,2025-09-08,Lima,Hogar,Olla,180.13,1,Plin,180.13
V1007434,2025-08-24,Cusco,,Casaca,35.39,1,Efectivo,35.39
V1007435,2025-10-23,Cusco,Moda,Zapatillas,479.66,3,Plin,1438.98
V1007436,2025-12-04,Lima,Tecnología,Audífonos,215.56,4,Yape,862.24
V1007437,2025-02-16,Cusco,Belleza,Perfume,81.36,5,Efectivo,406.8
V1007438,2025-12-26,Arequipa,Hogar,Licuadora,160.45,4,Yape,641.8
V1007439,2025-07-02,Cusco,Alimentos,Aceite,473.28,2,Efectivo,946.56
V1007440,2025-10-04,Trujillo,Moda,Camisa,153.11,5,Yape,765.55
V1007441,2025-08-13,Cusco,Belleza,Shampoo,174.07,4,Efectivo,696.28
V1007442,2025-09-24,Lima,Alimentos,Arroz,281.94,1,Plin,281.94
V1007443,2025-02-26,Cusco,Alimentos,Atún,228.8,5,Efectivo,1144.0
V1007444,2025-08-16,Cusco,Moda,Pantalón,185.57,1,Efectivo,185.57
V1007445,2025-04-01,Arequipa,Alimentos,Atún,243.65,2,Tarjeta,487.3
V1007446,2025-07-21,Piura,Hogar,Microondas,125.41,4,Efectivo,501.64
V1007447,2025-08-29,Cusco,Tecnología,Celular,76.11,2,Tarjeta,152.22
V1007448,2025-06-19,Piura,Belleza,Crema,271.91,1,Plin,271.91
V1007449,2025-02-20,Trujillo,Tecnología,Audífonos,102.75,3,Yape,308.25
V1007450,2025-10-03,Trujillo,Alimentos,Atún,202.97,3,Efectivo,608.91
V1007451,2025-11-17,Trujillo,Hogar,Microondas,46.75,1,Yape,46.75
V1007452,2025-02-25,Arequipa,Moda,Zapatillas,113.24,4,Yape,452.96
V1007453,2025-01-01,Lima,Tecnología,Tablet,243.5,3,Plin,730.5
V1007454,2025-08-15,Trujillo,Moda,Zapatillas,355.03,4,Yape,1420.12
V1007455,2025-03-30,Cusco,Belleza,Shampoo,196.08,1,Plin,196.08
V1007456,2025-03-15,Cusco,Tecnología,Celular,492.32,4,Yape,1969.28
V1007457,2025-10-04,Cusco,Hogar,Olla,279.95,1,Plin,279.95
V1007458,2025-08-20,Arequipa,Hogar,Licuadora,100.88,2,Efectivo,201.76
V1007459,2025-09-17,Cusco,Hogar,Aspiradora,399.95,1,Plin,399.95
V1007460,2025-01-13,Lima,Alimentos,Arroz,87.02,3,Tarjeta,261.06
V1007461,2025-08-27,Arequipa,Tecnología,Tablet,404.75,1,Tarjeta,404.75
V1007462,2025-02-09,Lima,Belleza,Perfume,323.82,1,Efectivo,323.82
V1007463,2025-03-01,Lima,Moda,Casaca,40.04,5,Efectivo,200.2
V1007464,2025-05-31,Cusco,Moda,Camisa,350.79,1,Efectivo,350.79
V1007465,2025-02-19,Lima,Hogar,Licuadora,33.18,5,Tarjeta,165.9
V1007466,2025-04-21,Arequipa,Belleza,Shampoo,191.6,5,Tarjeta,958.0
V1007467,2025-03-10,Lima,Belleza,Perfume,366.74,1,,366.74
V1007468,2025-09-14,Trujillo,Moda,Camisa,213.32,1,Efectivo,213.32
V1007469,2025-01-14,Piura,Alimentos,Arroz,496.15,5,Plin,2480.75
V1007470,2025-12-06,Arequipa,Moda,Casaca,490.92,1,Plin,490.92
V1007471,2025-08-06,Cusco,,Tablet,159.59,3,Yape,478.77
V1007472,2025-10-22,Piura,Belleza,Crema,254.87,3,Yape,764.61
V1007473,2025-02-24,Piura,Tecnología,Celular,390.75,3,Plin,1172.25
V1007474,2025-03-30,Piura,Alimentos,Aceite,160.51,2,Efectivo,321.02
V1007475,2025-04-15,Piura,Belleza,Perfume,182.31,1,,182.31
V1007476,2025-05-17,Cusco,Belleza,Crema,281.52,2,Yape,563.04
V1007477,2025-04-23,Arequipa,,Perfume,430.42,3,Yape,1291.26
V1007478,2025-11-15,Piura,Hogar,Microondas,254.19,3,Yape,762.57
V1007479,2025-05-21,Lima,Hogar,Microondas,261.95,1,Plin,261.95
V1007480,2025-10-31,Cusco,Tecnología,Tablet,452.39,3,Tarjeta,1357.17
V1007481,2025-03-06,Cusco,Alimentos,Atún,63.57,1,Yape,63.57
V1007482,2025-10-12,Arequipa,Tecnología,Celular,355.19,3,Tarjeta,1065.57
V1007483,2025-10-04,Cusco,Belleza,Crema,307.47,5,Yape,1537.35
V1007484,2025-02-27,Trujillo,Tecnología,Celular,255.65,5,Yape,1278.25
V1007485,2025-11-14,Arequipa,Hogar,Aspiradora,130.15,3,Plin,390.45
V1007486,2025-04-07,Cusco,Moda,Camisa,254.92,4,Yape,1019.68
V1007487,2025-06-03,Piura,Alimentos,Aceite,45.61,2,Tarjeta,91.22
V1007488,2025-03-28,Arequipa,Belleza,Crema,182.08,1,Efectivo,182.08
V1007489,2025-04-29,Trujillo,Alimentos,Café,143.45,4,Tarjeta,573.8
V1007490,2025-07-27,Arequipa,Alimentos,Café,399.41,1,Plin,399.41
V1007491,2025-11-26,Trujillo,Moda,Pantalón,198.59,4,,794.36
V1007492,2025-11-12,Cusco,Hogar,Olla,271.7,5,Yape,1358.5
V1007493,2025-09-23,Cusco,Tecnología,Tablet,137.77,1,Tarjeta,137.77
V1007494,2025-01-25,Piura,Moda,Casaca,16.4,5,Plin,82.0
V1007495,2025-06-16,Piura,Tecnología,Celular,336.76,2,Plin,673.52
V1007496,2025-11-04,Lima,Moda,Camisa,14.52,5,Yape,72.6
V1007497,2025-11-30,Piura,Tecnología,Celular,45.47,4,Yape,181.88
V1007498,2025-02-01,Cusco,Hogar,Aspiradora,325.18,2,Efectivo,650.36
V1007499,2025-05-08,Piura,Moda,Pantalón,137.45,5,Yape,687.25
V1007500,2025-03-11,Piura,Hogar,Microondas,145.91,5,Yape,729.55
V1007501,2025-04-12,Piura,Alimentos,Café,488.92,5,Tarjeta,2444.6
V1007502,2025-07-08,Cusco,Belleza,Crema,181.9,2,Efectivo,363.8
V1007503,2025-07-13,Cusco,Alimentos,Aceite,218.04,3,Yape,654.12
V1007504,2025-11-24,Trujillo,Hogar,Licuadora,397.9,2,Efectivo,795.8
V1007505,2025-04-09,Arequipa,Moda,Camisa,54.74,1,Tarjeta,54.74
V1007506,2025-03-07,Trujillo,Moda,Pantalón,287.49,2,Tarjeta,574.98
V1007507,2025-09-03,Lima,Hogar,Microondas,166.58,5,Yape,832.9
V1007508,2025-11-06,Arequipa,Alimentos,Café,167.33,2,Plin,334.66
V1007509,2025-12-07,Trujillo,Alimentos,Atún,145.26,4,Plin,581.04
V1007510,2025-07-04,Cusco,Tecnología,Audífonos,461.48,3,Efectivo,1384.44
V1007511,2025-03-27,Trujillo,Moda,Zapatillas,452.91,2,Tarjeta,905.82
V1007512,2025-12-04,Trujillo,,Zapatillas,331.71,1,Tarjeta,331.71
V1007513,2025-03-22,Lima,Belleza,Shampoo,290.09,2,Efectivo,580.18
V1007514,2025-10-01,Trujillo,Belleza,Maquillaje,467.14,5,Yape,2335.7
V1007515,2025-08-01,Lima,Moda,Zapatillas,143.32,1,Tarjeta,143.32
V1007516,2025-01-30,Cusco,Alimentos,Atún,199.78,3,Plin,599.34
V1007517,2025-04-27,Piura,Belleza,Shampoo,341.64,2,Yape,683.28
V1007518,2025-01-05,Trujillo,Hogar,Aspiradora,481.17,1,Tarjeta,481.17
V1007519,2025-06-02,Arequipa,Moda,Pantalón,331.48,1,Yape,331.48
V1007520,2025-09-01,Trujillo,Alimentos,Arroz,422.76,4,Plin,1691.04
V1007521,2025-01-11,Lima,Moda,Camisa,487.03,1,Efectivo,487.03
V1007522,2025-05-10,Arequipa,Alimentos,Café,69.38,3,Yape,208.14
V1007523,2025-07-09,Trujillo,Belleza,Shampoo,48.2,1,Plin,48.2
V1007524,2025-10-07,Lima,Belleza,Shampoo,427.01,2,Plin,854.02
V1007525,2025-04-21,Trujillo,Alimentos,Atún,414.2,3,Efectivo,1242.6
V1007526,2025-06-22,Trujillo,Moda,Camisa,141.9,5,Yape,709.5
V1007527,2025-12-26,Cusco,Hogar,Aspiradora,40.06,3,Yape,120.18
V1007528,2025-12-10,Lima,Tecnología,Tablet,17.1,4,Tarjeta,68.4
V1007529,2025-10-28,Trujillo,Belleza,Maquillaje,340.77,4,Plin,1363.08
V1007530,2025-03-10,Cusco,Belleza,Crema,362.22,4,Plin,1448.88
V1007531,2025-03-28,Arequipa,Moda,Zapatillas,188.59,2,Efectivo,377.18
V1007532,2025-09-30,Lima,Hogar,Licuadora,80.41,1,Plin,80.41
V1007533,2025-01-10,Cusco,Belleza,Perfume,478.33,3,Efectivo,1434.99
V1007534,2025-06-12,Cusco,Moda,Camisa,479.33,1,Tarjeta,479.33
V1007535,2025-11-25,Lima,Tecnología,Audífonos,247.9,4,Efectivo,991.6
V1007536,2025-08-03,Piura,Hogar,Licuadora,378.95,4,Yape,1515.8
V1007537,2025-01-30,Cusco,Tecnología,Tablet,374.42,5,Yape,1872.1
V1007538,2025-04-22,Lima,Alimentos,Café,346.37,3,Tarjeta,1039.11
V1007539,2025-05-21,Lima,Hogar,Licuadora,284.48,1,Efectivo,284.48
V1007540,2025-10-25,Piura,Tecnología,Celular,137.7,5,Plin,688.5
V1007541,2025-06-19,Trujillo,Belleza,Perfume,17.18,9999,Yape,17.18
V1007542,2025-02-12,Piura,Belleza,Perfume,173.26,2,Efectivo,346.52
V1007543,2025-02-21,Lima,Tecnología,Laptop,135.28,3,Tarjeta,405.84
V1007544,2025-08-13,Lima,Hogar,Olla,242.26,1,Yape,242.26
V1007545,2025-06-13,Lima,,Atún,67.39,1,Plin,67.39
V1007546,2025-07-17,Arequipa,Hogar,Licuadora,412.19,1,Tarjeta,412.19
V1007547,2025-08-13,Cusco,Tecnología,Laptop,225.74,4,Tarjeta,902.96
V1007548,2025-04-29,Cusco,Alimentos,Atún,227.26,2,Yape,454.52
V1007549,2025-06-30,Piura,Hogar,Licuadora,416.93,3,Plin,1250.79
V1007550,2025-03-22,Trujillo,Belleza,Perfume,193.46,1,Yape,193.46
V1007551,2025-03-04,Cusco,Alimentos,Café,134.82,1,Plin,134.82
V1007552,2025-07-29,Cusco,Hogar,Aspiradora,386.32,3,Plin,1158.96
V1007553,2025-02-06,Cusco,Belleza,Maquillaje,118.2,5,Yape,591.0
V1007554,2025-03-09,Trujillo,Alimentos,Café,257.82,3,Efectivo,773.46
V1007555,2025-02-25,Cusco,Moda,Zapatillas,77.93,1,Tarjeta,77.93
V1007556,2025-08-25,Cusco,Moda,Pantalón,331.5,4,Plin,1326.0
V1007557,2025-08-26,Lima,Alimentos,Arroz,46.33,1,Plin,46.33
V1007558,2025-10-25,Arequipa,Alimentos,Aceite,461.21,5,Plin,2306.05
V1007559,2025-05-21,Arequipa,Belleza,Maquillaje,89.41,1,Tarjeta,89.41
V1007560,2025-04-02,Piura,Hogar,Licuadora,498.09,1,Yape,498.09
V1007561,2025-04-07,Lima,Hogar,Olla,226.14,1,Yape,226.14
V1007562,2025-05-05,Trujillo,Belleza,Perfume,216.84,5,Yape,1084.2
V1007563,2025-07-25,Cusco,Tecnología,Laptop,487.5,3,Efectivo,1462.5
V1007564,2025-07-18,Arequipa,Tecnología,Audífonos,106.01,2,Plin,212.02
V1007565,2025-01-13,Cusco,Alimentos,Café,212.23,4,Tarjeta,848.92
V1007566,2025-03-02,Piura,Tecnología,Audífonos,488.18,2,Plin,976.36
V1007567,2025-02-25,Trujillo,Belleza,Crema,485.7,1,Plin,485.7
V1007568,2025-08-05,Trujillo,Hogar,Microondas,416.61,4,Efectivo,1666.44
V1007569,2025-01-10,Trujillo,,Microondas,496.05,1,Yape,496.05
V1007570,2025-06-28,Cusco,Belleza,Shampoo,436.06,3,Plin,1308.18
V1007571,2025-12-04,Cusco,Alimentos,Aceite,47.64,3,Efectivo,142.92
V1007572,2025-09-26,Arequipa,Tecnología,Celular,315.95,4,Yape,1263.8
V1007573,2025-05-23,Lima,Tecnología,Celular,13.98,5,Tarjeta,69.9
V1007574,2025-05-05,Cusco,,Casaca,222.78,1,Yape,222.78
V1007575,2025-04-23,Trujillo,Tecnología,Tablet,85.46,3,Efectivo,256.38
V1007576,2025-11-19,Arequipa,Tecnología,Laptop,386.55,1,,386.55
V1007577,2025-11-26,Cusco,Alimentos,Café,393.64,5,Plin,1968.2
V1007578,2025-10-23,Piura,Moda,Zapatillas,442.6,3,Efectivo,1327.8
V1007579,2025-07-04,Cusco,Tecnología,Celular,329.43,1,Efectivo,329.43
V1007580,2025-03-25,Piura,Hogar,Licuadora,306.22,5,Tarjeta,1531.1
V1007581,2025-11-09,Arequipa,Alimentos,Arroz,236.09,5,Efectivo,1180.45
V1007582,2025-01-17,Trujillo,,Olla,310.65,4,Tarjeta,1242.6
V1007583,2025-07-30,Arequipa,Tecnología,Audífonos,231.51,1,Yape,231.51
V1007584,2025-11-15,Cusco,Moda,Pantalón,246.88,1,Yape,246.88
V1007585,2025-10-03,Arequipa,Moda,Camisa,412.05,2,Efectivo,824.1
V1007586,2025-04-09,Arequipa,Moda,Casaca,182.78,4,Efectivo,731.12
V1007587,2025-11-18,Piura,Tecnología,Celular,27.83,1,Plin,27.83
V1007588,2025-04-05,Cusco,Belleza,Shampoo,24.7,1,Yape,24.7
V1007589,2025-11-26,Lima,Tecnología,Celular,270.71,3,Tarjeta,812.13
V1007590,2025-04-30,Lima,Hogar,Microondas,427.19,3,Plin,1281.57
V1007591,2025-12-03,Arequipa,Tecnología,Laptop,497.82,3,Plin,1493.46
V1007592,2025-03-21,Trujillo,Alimentos,Café,58.1,4,Efectivo,232.4
V1007593,2025-11-24,Arequipa,Alimentos,Café,475.74,1,Tarjeta,475.74
V1007594,2025-05-29,Lima,Alimentos,Aceite,199.29,2,Plin,398.58
V1007595,2025-11-04,Lima,Hogar,Licuadora,376.08,1,Tarjeta,376.08
V1007596,2025-12-18,Lima,Hogar,Olla,38.83,2,Tarjeta,77.66
V1007597,2025-07-14,Trujillo,,Camisa,310.79,5,Efectivo,1553.95
V1007598,2025-04-23,Piura,Tecnología,Celular,218.48,3,Plin,655.44
V1007599,2025-09-27,Piura,Moda,Pantalón,194.61,1,Efectivo,194.61
V1007600,2025-06-19,Trujillo,Tecnología,Laptop,49.82,4,Plin,199.28
V1007601,2025-05-01,Piura,Alimentos,Café,102.9,1,Tarjeta,102.9
V1007602,2025-12-23,Lima,Belleza,Shampoo,180.47,3,Efectivo,541.41
V1007603,2025-07-20,Piura,Moda,Camisa,145.95,5,Efectivo,729.75
V1007604,2025-01-25,Arequipa,Hogar,Olla,269.06,5,,1345.3
V1007605,2025-07-12,Piura,Tecnología,Tablet,312.31,4,Tarjeta,1249.24
V1007606,2025-09-09,Cusco,Belleza,Maquillaje,477.16,4,Plin,1908.64
V1007607,2025-11-17,Trujillo,Hogar,Aspiradora,436.91,4,Efectivo,1747.64
V1007608,2025-01-10,Piura,Moda,Zapatillas,144.76,2,Yape,289.52
V1007609,2025-06-07,Trujillo,Alimentos,Aceite,402.36,2,Yape,804.72
V1007610,2025-03-09,Piura,Hogar,Licuadora,183.61,5,Plin,918.05
V1007611,2025-11-25,Cusco,Belleza,Maquillaje,32.85,4,Efectivo,131.4
V1007612,2025-04-28,Piura,Alimentos,Atún,298.41,3,Yape,895.23
V1007613,2025-06-28,Piura,Moda,Pantalón,241.37,2,Plin,482.74
V1007614,2025-11-02,Trujillo,Moda,Pantalón,246.63,3,Yape,739.89
V1007615,2025-09-22,Cusco,Hogar,Aspiradora,354.59,1,Efectivo,354.59
V1007616,2025-02-22,Piura,Alimentos,Arroz,120.84,1,Efectivo,120.84
V1007617,2025-01-25,Arequipa,Belleza,Shampoo,89.24,1,Tarjeta,89.24
V1007618,2025-10-11,Piura,Alimentos,Atún,102.82,5,Tarjeta,514.1
V1007619,2025-07-16,Lima,Belleza,Shampoo,166.84,4,Yape,667.36
V1007620,2025-05-17,Piura,Belleza,Maquillaje,119.55,2,Yape,239.1
V1007621,2025-08-19,Cusco,Moda,Pantalón,49.75,5,Plin,248.75
V1007622,2025-04-30,Piura,Tecnología,Celular,293.88,3,Tarjeta,881.64
V1007623,2025-02-16,Arequipa,Hogar,Licuadora,482.78,4,Tarjeta,1931.12
V1007624,2025-04-28,Piura,Tecnología,Audífonos,444.73,1,Yape,444.73
V1007625,2025-08-22,Piura,Tecnología,Tablet,263.9,3,Plin,791.7
V1007626,2025-08-21,Arequipa,Belleza,Perfume,26.43,4,Efectivo,105.72
V1007627,2025-06-16,Trujillo,Belleza,Shampoo,454.74,5,Efectivo,2273.7
V1007628,2025-06-11,Arequipa,Tecnología,Audífonos,141.33,5,Plin,706.65
V1007629,2025-11-12,Lima,Moda,Pantalón,166.02,1,Yape,166.02
V1007630,2025-06-04,Piura,Hogar,Aspiradora,483.08,3,Efectivo,1449.24
V1007631,2025-04-29,Trujillo,Tecnología,Laptop,429.0,4,Efectivo,1716.0
V1007632,2025-03-01,Trujillo,Hogar,Aspiradora,277.44,2,Yape,554.88
V1007633,2025-06-22,Cusco,Tecnología,Laptop,228.07,2,Plin,456.14
V1007634,2025-06-11,Cusco,Belleza,Maquillaje,395.11,4,Yape,1580.44
V1007635,2025-08-07,Lima,,Laptop,392.77,2,Yape,785.54
V1007636,2025-01-16,Piura,Tecnología,Audífonos,26.13,3,,78.39
V1007637,2025-08-07,Trujillo,Hogar,Licuadora,360.47,4,Efectivo,1441.88
V1007638,2025-04-29,Trujillo,Moda,Pantalón,149.22,1,Efectivo,149.22
V1007639,2025-02-01,Arequipa,,Licuadora,307.87,1,Tarjeta,307.87
V1007640,2025-12-16,Piura,Tecnología,Audífonos,312.48,1,Efectivo,312.48
V1007641,2025-04-26,Trujillo,Hogar,Olla,283.04,3,Plin,849.12
V1007642,2025-09-15,Trujillo,Alimentos,Arroz,152.49,1,Tarjeta,152.49
V1007643,2025-07-16,Trujillo,Alimentos,Café,186.89,3,Efectivo,560.67
V1007644,2025-11-22,Piura,Belleza,Shampoo,416.95,1,Yape,416.95
V1007645,2025-05-08,Lima,Moda,Casaca,486.75,1,Plin,486.75
V1007646,2025-10-26,Cusco,Belleza,Crema,221.98,5,Tarjeta,1109.9
V1007647,2025-12-26,Piura,Moda,Casaca,79.01,5,Yape,395.05
V1007648,2025-06-21,Trujillo,Alimentos,Aceite,213.35,5,Yape,1066.75
V1007649,2025-11-14,Cusco,Moda,Pantalón,433.19,1,Tarjeta,433.19
V1007650,2025-06-02,Trujillo,Belleza,Shampoo,499.72,3,Tarjeta,1499.16
V1007651,2025-08-19,Arequipa,Tecnología,Celular,31.99,4,Tarjeta,127.96
V1007652,2025-09-12,Cusco,Alimentos,Arroz,40.77,1,Plin,40.77
V1007653,2025-02-07,Trujillo,Hogar,Microondas,465.88,2,Efectivo,931.76
V1007654,2025-02-22,Piura,Tecnología,Audífonos,149.67,4,Yape,598.68
V1007655,2025-05-19,Piura,Moda,Camisa,343.45,4,Tarjeta,1373.8
V1007656,2025-05-16,Cusco,Tecnología,Celular,100.29,5,Yape,501.45
V1007657,2025-03-06,Arequipa,Belleza,Perfume,164.74,4,Yape,658.96
V1007658,2025-10-12,Lima,Alimentos,Atún,311.86,3,Yape,935.58
