categoria_producto,precio_unitario,unidades_stock,inversion_publicidad,descuento_pct,mes,ventas_mes,rotacion
Deportes,,324,3073.09,31.2,Mayo,20307.44,alta
Hogar,1057.35,8,,9.0,Febrero,8524.33,alta
Deportes,1125.78,63,4422.1,8.5,Enero,26980.06,alta
Alimentos,1074.72,340,3327.75,44.2,Julio,27888.67,alta
Hogar,1935.67,73,1189.75,4.4,Abril,30914.69,alta
Ropa,1527.11,205,1433.6,1.6,Febrero,39178.72,alta
Alimentos,326.97,6,1381.16,43.3,Abril,10058.52,alta
Deportes,1179.88,287,963.77,9.7,Diciembre,28059.29,alta
Deportes,1775.48,60,1471.11,1.4,Enero,5888.64,alta
Ropa,587.82,92,9.13,27.9,Junio,14914.18,alta
ALIMENTOS,1073.38,285,1116.18,41.6,Septiembre,13534.24,alta
Alimentos,91.58,433,1589.41,48.1,Noviembre,3422.68,media
Alimentos,623.12,340,4.37,0.7,Junio,16210.85,alta
Deportes,1251.73,163,3433.78,3.3,Agosto,125119.11651782117,alta
Tecnologia,1652.08,347,2322.06,36.4,Marzo,31100.05,alta
Hogar,1426.89,286,259.77,1.4,Abril,7450.91,alta
Ropa,881.08,265,1824.82,47.0,Octubre,10381.34,alta
Tecnologia,1346.54,457,1137.17,9.1,Mayo,9577.2,alta
Ropa,1428.47,294,114.58,42.3,Junio,34764.15,alta
Ropa,279.93,255,2754.35,19.7,Junio,3140.65,media
Ropa,1784.57,353,,17.2,Febrero,42469.68,alta
Ropa,1287.62,108,1659.33,42.3,Noviembre,16283.44,alta
Ropa,898.77,24,302.73,27.2,Agosto,15321.62,alta
Alimentos,991.63,391,4659.04,40.2,Marzo,28141.31,alta
Tecnologia,1224.03,315,1266.34,46.0,Octubre,20388.5,alta
Alimentos,1195.63,186,1146.72,9.2,Octubre,18432.25,alta
Ropa,27.71,148,189.6,1.0,Diciembre,487.69,baja
Hogar,137.44,267,1722.43,43.5,Diciembre,4638.8,media
Deportes,509.78,178,777.42,20.2,Julio,12046.97,alta
Hogar,1886.81,131,1137.03,0.3,Octubre,57225.38,alta
Deportes,960.08,9,1012.52,36.5,Julio,8399.12,alta
Ropa,1835.35,496,2905.97,6.3,Abril,40698.83,alta
Tecnologia,68.71,450,4496.93,31.3,Mayo,5824.57,alta
Alimentos,1976.64,490,2289.11,39.4,Noviembre,29562.91,alta
Alimentos,1255.51,320,1151.03,2.4,Febrero,26069.4,alta
Tecnologia,,428,3269.18,44.6,Mayo,12870.53,alta
Deportes,1339.91,74,3563.09,5.2,Enero,24841.62,alta
Alimentos,1282.63,350,670.12,31.9,Octubre,18166.2,alta
DEPORTES,1001.49,267,2918.43,33.4,Abril,30884.63,alta
Alimentos,893.02,284,2169.91,24.1,Abril,12509.14,alta
Ropa,666.54,220,2913.97,17.3,Febrero,22265.39,alta
Ropa,1287.91,319,2936.02,26.5,Enero,7027.86,alta
Alimentos,367.47,427,2632.83,12.1,Diciembre,10715.88,alta
Tecnologia,915.83,149,1643.55,46.4,Julio,24937.35,alta
Hogar,1101.83,361,,25.0,Julio,8422.43,alta
Alimentos,1217.7,408,1805.14,10.2,Junio,34102.36,alta
Ropa,1172.18,180,243.2,49.6,Julio,25431.46,alta
Alimentos,479.66,345,451.65,4.5,Junio,12338.19,alta
Tecnologia,377.97,150,472.55,38.4,Noviembre,10662.67,alta
Hogar,442.57,358,997.12,1.0,Abril,8378.11,alta
Alimentos,331.58,371,3626.74,39.3,Enero,8460.55,alta
Alimentos,1299.56,480,729.35,28.8,Julio,4124.11,media
Hogar,1528.84,469,777.8,18.7,Julio,10799.8,alta
Ropa,1948.32,268,587.77,29.9,Febrero,31386.44,alta
Hogar,1534.56,189,4741.04,13.9,Febrero,15958.31,alta
Hogar,1427.88,227,993.56,36.4,Septiembre,25065.33,alta
Hogar,439.32,240,2740.17,33.3,Noviembre,15584.67,alta
Deportes,230.44,468,709.69,10.2,Agosto,5163.04,alta
Alimentos,1594.44,247,4429.21,35.7,Enero,34511.51,alta
Hogar,33.09,35,4246.33,10.0,Junio,3857.05,media
Ropa,1490.76,15,1481.47,0.6,Octubre,30793.66,alta
Tecnologia,720.91,301,3745.21,7.4,Abril,13320.22,alta
Alimentos,12.88,314,3269.4,23.4,Febrero,2993.13,media
Hogar,1219.22,477,3965.6,45.9,Febrero,10269.39,alta
Alimentos,734.38,328,4168.11,12.1,Noviembre,197689.087456389,alta
Alimentos,1616.0,433,,7.3,Marzo,23354.4,alta
Ropa,538.46,108,4252.0,47.5,Febrero,11660.29,alta
Ropa,41.07,17,1863.55,35.0,Junio,2408.43,media
Alimentos,,399,4479.29,47.2,Septiembre,29295.99,alta
Ropa,1337.13,150,2742.57,25.3,Febrero,37659.25,alta
Ropa,1188.4,422,2298.42,34.5,Septiembre,20619.22,alta
Tecnologia,1359.82,38,4908.75,22.7,Marzo,17734.13,alta
Alimentos,867.95,247,464.96,29.5,Abril,164480.68201727708,alta
Tecnologia,941.44,469,4531.67,8.8,Marzo,7196.33,alta
Hogar,1936.06,84,1598.2,41.0,Abril,40847.63,alta
Tecnologia,426.35,138,3796.63,43.4,Julio,11049.95,alta
Alimentos,339.1,300,4729.22,34.3,Diciembre,13995.61,alta
Deportes,1545.57,216,1463.08,30.8,Junio,215351.7209494311,alta
Tecnologia,,311,4355.79,14.1,Agosto,5606.45,alta
Alimentos,1431.88,419,4146.63,0.6,Septiembre,40220.39,alta
Deportes,,118,1521.13,27.0,Agosto,19545.14,alta
Tecnologia,1447.68,361,1668.99,26.3,Junio,29448.03,alta
Alimentos,536.63,383,2684.14,28.0,Noviembre,10487.41,alta
Ropa,606.92,59,762.31,15.3,Abril,2071.33,media
Hogar,1036.44,477,4924.13,37.3,Febrero,10426.62,alta
Hogar,1250.45,356,1083.81,11.4,Noviembre,32942.46,alta
TECNOLOGIA,1344.19,75,1768.28,38.0,Octubre,4713.41,media
Alimentos,970.48,17,,21.5,Marzo,15966.41,alta
Ropa,58.82,133,2933.46,32.2,Enero,3534.32,media
Tecnologia,1802.13,122,236.55,11.5,Enero,21794.65,alta
Tecnologia,431.86,187,1133.93,32.9,Abril,8131.03,alta
Alimentos,1502.06,477,,37.2,Junio,42569.76,alta
Deportes,873.38,105,4732.73,14.9,Noviembre,21287.63,alta
Alimentos,228.94,323,416.39,34.8,Abril,2032.29,media
Ropa,1970.04,235,2070.72,49.0,Noviembre,45547.93,alta
Tecnologia,1192.02,348,450.19,3.1,Julio,35569.87,alta
ALIMENTOS,448.04,95,,25.5,Diciembre,6621.41,alta
Ropa,1362.26,27,4494.49,33.4,Agosto,24954.48,alta
Deportes,701.06,204,1231.16,20.6,Abril,15416.72,alta
Alimentos,1898.54,55,3692.9,26.9,Enero,11394.8,alta
Hogar,993.12,313,4664.73,24.4,Noviembre,12861.92,alta
Alimentos,1394.42,157,631.8,20.3,Enero,21130.51,alta
Tecnologia,1980.92,252,2191.91,6.5,Septiembre,55016.5,alta
Hogar,1618.11,127,2473.39,40.7,Octubre,21665.5,alta
Ropa,972.88,377,3768.8,14.1,Febrero,15700.25,alta
Ropa,240.42,280,3702.03,24.1,Septiembre,6800.73,alta
Deportes,388.3,349,1422.12,6.5,Octubre,7808.62,alta
Deportes,1212.81,31,4758.92,33.4,Junio,20915.23,alta
Ropa,1794.1,39,3644.93,13.6,Julio,32479.09,alta
ROPA,564.77,51,4349.05,40.3,Septiembre,11485.63,alta
Tecnologia,1145.77,267,2118.54,31.7,Junio,26351.56,alta
Hogar,1324.54,163,4805.34,19.2,Enero,13646.31,alta
Alimentos,1894.85,87,3803.56,8.6,Abril,50751.22,alta
DEPORTES,288.05,367,3186.76,25.2,Febrero,7146.87,alta
Alimentos,120.65,9,4759.97,41.5,Agosto,5027.12,alta
Ropa,497.12,133,4592.41,8.3,Febrero,10055.68,alta
Alimentos,1611.93,168,4926.53,25.2,Julio,15357.22,alta
Tecnologia,627.81,21,3763.28,8.4,Octubre,4876.19,media
Tecnologia,,481,2899.04,47.9,Junio,5911.2,alta
Hogar,1447.55,189,2583.18,32.4,Julio,35253.24,alta
Tecnologia,513.4,254,3336.89,24.2,Marzo,6614.49,alta
Deportes,677.13,273,1079.56,6.1,Febrero,8675.26,alta
Alimentos,1758.13,166,902.89,18.9,Octubre,33515.06,alta
Hogar,1222.81,179,2844.65,42.2,Agosto,23446.84,alta
Tecnologia,660.04,228,4872.7,42.7,Enero,11015.15,alta
Hogar,1015.95,135,2352.03,30.6,Agosto,12021.65,alta
Ropa,132.15,395,4916.53,20.3,Abril,5027.56,alta
Hogar,64.78,229,2471.38,20.9,Agosto,4306.57,media
TECNOLOGIA,1254.48,53,1363.97,41.4,Abril,28793.73,alta
Deportes,1308.96,94,1146.83,20.7,Agosto,24474.03,alta
Tecnologia,404.31,188,4889.08,18.6,Mayo,6323.01,alta
Ropa,1742.79,140,2657.85,19.1,Junio,23885.63,alta
Deportes,1812.13,163,135.06,47.0,Junio,14803.22,alta
Deportes,488.89,188,637.22,16.3,Marzo,8304.54,alta
Hogar,442.85,315,3149.92,25.5,Noviembre,13644.68,alta
Ropa,1542.89,250,358.2,30.6,Enero,13954.84,alta
Alimentos,911.93,185,,28.8,Octubre,21127.24,alta
Deportes,1712.2,350,2623.51,14.7,Septiembre,18510.8,alta
Deportes,,295,3692.84,43.9,Noviembre,178519.8121266286,alta
Deportes,840.63,361,,17.7,Septiembre,4861.32,media
Alimentos,553.5,26,3729.69,3.1,Diciembre,15589.55,alta
Deportes,1944.45,6,840.97,41.4,Noviembre,55537.31,alta
Hogar,1475.85,30,2298.24,9.5,Julio,27168.82,alta
Ropa,1450.72,344,1524.23,47.5,Julio,21285.01,alta
Ropa,1100.28,259,2754.44,22.4,Agosto,7700.69,alta
Tecnologia,1260.12,15,317.01,28.6,Julio,23197.58,alta
Deportes,786.42,326,3847.5,29.5,Junio,18811.45,alta
Tecnologia,1917.29,276,971.7,1.8,Mayo,5689.89,alta
Alimentos,1389.82,221,1004.23,26.7,Marzo,11882.12,alta
Tecnologia,1691.59,345,3483.0,3.1,Junio,10162.2,alta
HOGAR,1508.92,493,193.13,12.0,Agosto,39510.76,alta
Tecnologia,1070.95,246,470.77,22.8,Enero,20089.71,alta
Deportes,1951.71,98,4087.5,44.3,Mayo,9379.69,alta
Deportes,1566.28,178,3852.42,44.1,Febrero,31301.31,alta
Deportes,794.31,182,,44.3,Marzo,21980.62,alta
Hogar,626.69,194,2473.77,38.5,Julio,13271.77,alta
Deportes,1424.09,168,2269.98,38.4,Enero,28060.44,alta
Tecnologia,1349.39,314,4505.92,12.2,Julio,42921.83,alta
Deportes,1476.67,111,402.06,43.6,Abril,6570.35,alta
Tecnologia,1381.4,70,4251.41,24.7,Junio,33939.44,alta
Alimentos,226.5,204,3050.74,34.2,Agosto,6931.7,alta
Ropa,1547.23,317,2392.4,49.6,Septiembre,24840.0,alta
Deportes,295.96,137,4682.1,19.1,Octubre,9427.52,alta
ropa,740.77,149,898.35,24.6,Agosto,22220.36,alta
hogar,1358.78,165,4068.78,23.8,Mayo,8905.37,alta
Ropa,713.36,215,3000.22,19.2,Mayo,21667.02,alta
Alimentos,329.71,302,1009.54,25.1,Noviembre,9101.19,alta
Tecnologia,1967.33,387,1160.99,39.0,Octubre,21724.41,alta
Tecnologia,,315,2155.89,10.3,Enero,16175.46,alta
Alimentos,,22,4866.57,22.1,Febrero,137252.1705291796,media
Ropa,64.49,332,4325.03,39.0,Diciembre,5321.06,alta
Hogar,725.58,95,4571.99,4.4,Octubre,12148.97,alta
Tecnologia,1268.93,102,,46.5,Febrero,20220.18,alta
Deportes,234.95,107,,36.2,Mayo,9699.23,alta
Deportes,1411.9,382,3173.21,3.5,Diciembre,33937.84,alta
Tecnologia,1753.17,305,,36.8,Octubre,32717.28,alta
Deportes,171.21,130,658.63,8.1,Enero,4008.67,media
Alimentos,1423.05,486,2097.07,46.8,Agosto,24710.44,alta
Alimentos,672.57,399,3857.01,40.4,Marzo,13653.99,alta
Deportes,1131.89,72,4062.73,19.2,Noviembre,24478.83,alta
Ropa,1397.03,114,461.3,2.0,Julio,14373.01,alta
Hogar,1926.48,326,1574.57,46.6,Marzo,52628.79,alta
Tecnologia,1094.76,213,3005.56,30.8,Junio,5008.58,alta
Hogar,1978.52,44,4453.98,38.6,Abril,52129.89,alta
Alimentos,1235.0,452,1024.53,37.3,Septiembre,26827.93,alta
Tecnologia,145.54,260,4831.07,31.8,Noviembre,7026.16,alta
Hogar,244.69,197,2271.51,41.0,Octubre,6715.3,alta
Deportes,,212,3049.91,12.3,Enero,14348.31,alta
Tecnologia,1768.89,59,2330.31,35.7,Marzo,47298.02,alta
Ropa,1107.17,152,13.73,3.2,Septiembre,21061.41,alta
Hogar,,243,4396.24,48.7,Septiembre,22445.87,alta
Tecnologia,128.91,150,3097.45,36.5,Octubre,5974.37,alta
Ropa,1926.39,341,160.81,20.4,Noviembre,23437.32,alta
Alimentos,,497,1219.06,1.1,Febrero,16856.17,alta
Alimentos,1782.63,317,889.01,37.4,Mayo,23431.07,alta
Hogar,1478.18,491,2289.91,9.2,Marzo,24259.54,alta
Deportes,294.29,119,113.9,13.0,Marzo,3884.32,media
Hogar,654.78,446,4211.9,5.7,Febrero,22902.74,alta
Hogar,349.77,53,2396.99,34.7,Noviembre,5853.68,alta
Ropa,959.9,24,2915.52,46.8,Mayo,23791.22,alta
Deportes,76.9,312,1338.79,35.9,Enero,1530.56,media
Alimentos,414.67,336,2120.62,49.0,Septiembre,6914.9,alta
Hogar,1742.16,74,3357.81,36.7,Septiembre,17670.96,alta
Alimentos,1308.38,324,3376.18,3.7,Abril,33042.29,alta
Deportes,160.46,103,4644.98,39.4,Agosto,5375.45,alta
Deportes,1899.54,236,4510.92,18.0,Junio,51837.1,alta
Ropa,582.0,203,4018.5,5.4,Septiembre,8898.53,alta
Tecnologia,354.73,349,303.07,30.0,Febrero,8524.09,alta
Ropa,1193.12,439,4339.95,1.0,Agosto,17475.0,alta
Tecnologia,1272.78,454,4778.48,15.5,Septiembre,11757.77,alta
Tecnologia,40.45,176,75.0,30.4,Marzo,268.89,baja
Hogar,34.38,363,3265.82,23.5,Noviembre,3800.23,media
Deportes,718.45,55,4126.42,15.8,Abril,17793.44,alta
Alimentos,1172.8,105,,23.7,Enero,32104.38,alta
Ropa,1507.62,161,1588.72,17.9,Mayo,40199.97,alta
Ropa,693.75,466,92.91,17.1,Mayo,21609.57,alta
Deportes,1665.61,230,673.73,20.4,Julio,10555.65,alta
Tecnologia,202.58,441,450.77,23.1,Mayo,6871.49,alta
Alimentos,181.19,457,4748.85,47.5,Julio,8280.96,alta
Deportes,577.78,286,3263.16,26.0,Mayo,17773.23,alta
Deportes,266.09,13,3120.31,15.5,Enero,7907.91,alta
Ropa,267.11,382,2604.61,27.7,Diciembre,10768.29,alta
HOGAR,1525.37,212,1605.51,43.4,Mayo,38551.86,alta
Ropa,1900.29,444,1769.83,28.7,Abril,55914.95,alta
Ropa,47.7,100,3711.39,41.8,Abril,3993.54,media
Alimentos,96.63,36,487.78,12.8,Diciembre,2386.58,media
Deportes,1577.45,35,377.72,48.3,Diciembre,42040.52,alta
Hogar,1978.55,420,2830.02,7.5,Enero,10757.29,alta
Ropa,458.78,411,4905.89,3.8,Octubre,16591.71,alta
Tecnologia,807.53,204,,7.9,Agosto,6208.63,alta
Deportes,1183.36,441,1001.87,13.2,Marzo,9009.04,alta
Hogar,562.36,124,4109.62,16.9,Mayo,10319.76,alta
Alimentos,724.13,130,2625.47,29.2,Julio,161852.3858013278,alta
Ropa,1322.53,186,1386.02,23.9,Diciembre,12236.43,alta
Deportes,1050.02,79,1375.88,36.5,Abril,15906.55,alta
Deportes,1672.0,459,3075.57,28.6,Marzo,7096.62,alta
Tecnologia,578.46,134,3101.56,4.4,Enero,11168.64,alta
Hogar,1118.91,261,221.12,3.8,Julio,8119.33,alta
Ropa,1122.92,162,3719.36,33.7,Mayo,20059.85,alta
Ropa,527.12,264,,25.0,Noviembre,163388.57061627702,media
Alimentos,1701.56,60,4397.97,25.9,Mayo,9099.8,alta
Deportes,,300,2231.66,8.7,Abril,43338.61,alta
Hogar,325.89,411,4735.91,30.9,Junio,7278.04,alta
Tecnologia,572.59,380,3225.45,16.6,Abril,8756.21,alta
Ropa,1954.32,481,264.94,36.9,Mayo,44619.22,alta
Deportes,949.92,466,,31.8,Noviembre,13736.3,alta
Hogar,1550.95,356,2437.83,40.0,Julio,7094.88,alta
Alimentos,1911.56,182,2398.94,15.2,Julio,53332.22,alta
Hogar,1356.77,243,4258.8,4.4,Abril,37650.36,alta
Hogar,1589.29,36,,41.5,Marzo,47363.45,alta
Alimentos,188.78,287,4213.49,32.3,Julio,4568.39,media
Tecnologia,33.98,26,814.61,38.4,Mayo,507.22,baja
Tecnologia,750.35,221,276.34,26.0,Septiembre,20774.08,alta
Ropa,1268.85,121,232.48,28.8,Abril,15017.78,alta
Ropa,920.08,372,294.0,48.9,Agosto,3652.89,media
Deportes,,434,,14.4,Abril,18500.57,alta
Deportes,115.39,147,2806.35,36.8,Marzo,4945.91,media
Alimentos,1794.93,485,715.26,3.8,Enero,12579.76,alta
Alimentos,1324.04,58,3054.04,21.0,Septiembre,35053.91,alta
Tecnologia,,118,1323.79,6.6,Noviembre,19953.16,alta
Tecnologia,470.48,318,4532.58,17.9,Mayo,6044.1,alta
Tecnologia,1771.78,193,4892.18,1.7,Junio,14995.78,alta
Deportes,1426.77,81,3590.85,25.6,Enero,16116.8,alta
hogar,27.72,374,594.46,17.1,Noviembre,1583.59,media
Hogar,1093.49,345,1888.62,47.3,Noviembre,27245.06,alta
Hogar,179.57,52,3641.24,5.0,Marzo,5827.22,alta
Alimentos,153.43,377,,33.8,Enero,2538.33,media
Alimentos,108.97,312,1367.11,19.2,Septiembre,3928.73,media
Deportes,581.68,178,143.9,1.2,Diciembre,12626.82,alta
Ropa,1658.13,322,3574.22,15.4,Noviembre,31277.95,alta
Tecnologia,1624.56,318,576.35,20.1,Septiembre,22836.59,alta
Deportes,1211.58,113,2346.93,43.3,Septiembre,17961.02,alta
Alimentos,932.46,293,3719.45,22.3,Marzo,16519.12,alta
Ropa,1152.02,84,851.22,42.1,Octubre,30377.02,alta
alimentos,1397.88,390,1424.11,24.7,Julio,26193.09,alta
Ropa,1985.91,265,4783.67,30.3,Abril,29848.15,alta
Tecnologia,1261.61,147,1020.08,17.4,Enero,11901.2,alta
Tecnologia,1175.59,87,1339.13,46.3,Julio,9666.53,alta
Ropa,1419.68,223,4979.49,27.3,Junio,19327.85,alta
Hogar,252.13,338,1664.88,13.1,Agosto,7206.73,alta
Tecnologia,1330.04,381,3587.36,15.4,Abril,16190.08,alta
Tecnologia,,126,,29.6,Septiembre,20970.88,alta
tecnologia,631.93,12,2619.64,25.4,Febrero,10728.66,alta
Alimentos,217.49,369,1949.52,4.3,Septiembre,149900.44833890587,alta
Hogar,304.76,110,4083.85,31.7,Mayo,11594.63,alta
Ropa,890.81,474,,31.1,Junio,21845.07,alta
Tecnologia,,424,2682.45,42.4,Septiembre,21233.12,alta
hogar,121.86,48,2401.81,49.2,Febrero,4469.62,media
Hogar,1616.94,383,2007.65,39.3,Agosto,42179.15,alta
Alimentos,931.36,457,817.71,43.0,Septiembre,6196.51,alta
Tecnologia,963.2,409,1575.82,12.1,Agosto,17721.24,alta
Alimentos,1736.13,303,1885.59,32.5,Noviembre,29635.36,alta
Hogar,92.18,118,2354.06,24.5,Enero,3186.26,media
Deportes,739.0,188,3071.51,19.2,Diciembre,5062.23,alta
Hogar,584.4,442,1440.35,26.7,Septiembre,7256.62,alta
Ropa,42.23,38,1153.46,21.8,Diciembre,1130.0,baja
Tecnologia,1767.92,249,1145.3,29.4,Diciembre,13335.19,alta
Alimentos,841.74,451,3733.54,15.8,Abril,14650.13,alta
Deportes,1459.93,465,4420.1,6.8,Septiembre,178209.53609078817,alta
Alimentos,1509.56,450,,31.5,Octubre,38743.15,alta
alimentos,732.62,163,646.0,2.0,Septiembre,4436.42,media
Tecnologia,1030.19,21,2083.1,39.4,Septiembre,24849.65,alta
Ropa,821.61,65,2129.78,15.2,Junio,5203.22,alta
Tecnologia,1690.63,382,3363.53,31.5,Octubre,41587.02,alta
Alimentos,,251,4055.91,25.4,Febrero,12268.14,alta
Ropa,1821.77,465,984.53,46.9,Noviembre,19629.04,alta
Hogar,48.75,128,1481.29,42.4,Marzo,1235.49,baja
Deportes,290.05,492,2452.71,0.2,Marzo,5341.33,alta
Ropa,695.66,374,,41.4,Mayo,19608.03,alta
Ropa,1139.01,344,,43.0,Octubre,22111.12,alta
Deportes,1760.18,114,3599.1,16.1,Junio,52883.86,alta
Alimentos,793.95,371,3250.73,44.5,Agosto,24459.42,alta
Tecnologia,946.23,347,2789.43,49.5,Julio,28852.81,alta
Deportes,1341.88,482,410.41,49.6,Noviembre,33111.34,alta
Hogar,1326.48,472,3283.07,38.4,Enero,17026.56,alta
Tecnologia,1394.79,232,1848.07,16.4,Mayo,39883.42,alta
Ropa,1710.42,262,1479.79,38.2,Julio,34850.43,alta
Ropa,172.17,113,2660.25,0.2,Septiembre,5790.56,alta
Tecnologia,789.03,58,2998.25,44.9,Octubre,19215.39,alta
Tecnologia,57.25,36,464.98,33.7,Mayo,1213.41,baja
Hogar,1091.83,24,4807.2,7.5,Febrero,26508.71,alta
Deportes,314.91,364,1608.97,23.2,Enero,10925.61,alta
Tecnologia,915.46,492,4536.74,42.6,Octubre,25591.53,alta
Ropa,126.77,152,2602.95,10.5,Junio,2290.59,media
Deportes,894.04,288,1971.37,3.9,Abril,26283.95,alta
Deportes,1710.07,417,832.1,33.4,Febrero,36069.82,alta
Tecnologia,1338.14,112,57.52,46.2,Abril,28027.8,alta
Ropa,681.38,98,4735.23,36.6,Octubre,9124.55,alta
TECNOLOGIA,239.37,272,3007.75,0.6,Agosto,9758.83,alta
Tecnologia,1308.04,252,2433.81,31.4,Junio,14234.49,alta
Hogar,628.59,90,3932.17,41.7,Septiembre,6171.22,alta
Tecnologia,1137.2,445,312.57,46.1,Noviembre,5185.02,alta
Deportes,256.61,202,2130.71,3.4,Diciembre,5101.55,alta
Hogar,1228.29,233,1907.68,36.2,Junio,13615.8,alta
Hogar,1162.37,237,2300.22,29.7,Abril,25892.73,alta
Ropa,1419.99,367,2533.28,36.2,Noviembre,19648.87,alta
Alimentos,1989.64,136,3059.34,12.5,Octubre,35174.39,alta
Alimentos,,480,4970.73,48.4,Octubre,48849.96,alta
Deportes,,263,882.7,39.7,Enero,52535.11,alta
Tecnologia,1595.52,427,3343.96,49.5,Diciembre,50332.85,alta
Deportes,,74,4584.78,42.1,Marzo,39773.85,alta
Deportes,928.93,353,1966.8,21.2,Julio,7734.78,alta
Tecnologia,1594.53,464,,30.9,Octubre,30005.34,alta
Deportes,1636.02,349,1522.01,5.6,Noviembre,28256.95,alta
Hogar,1208.74,335,2271.75,7.4,Mayo,30548.99,alta
Hogar,742.09,410,1753.99,44.0,Septiembre,5579.38,alta
Alimentos,509.87,21,4264.15,33.9,Noviembre,15942.27,alta
Deportes,442.96,257,2739.27,9.9,Febrero,7957.75,alta
Alimentos,1382.39,155,3819.96,22.7,Diciembre,37456.47,alta
Alimentos,986.2,150,2862.48,3.7,Junio,13288.33,alta
Hogar,457.95,67,4498.89,17.2,Octubre,13519.19,alta
Alimentos,886.25,22,2939.54,39.5,Abril,10484.65,alta
Ropa,1466.7,14,130.18,28.6,Septiembre,31411.38,alta
Alimentos,323.94,210,314.55,18.7,Abril,9675.24,alta
Hogar,635.48,244,3117.89,17.5,Noviembre,14187.6,alta
Tecnologia,1246.92,432,,7.9,Diciembre,16178.76,alta
Ropa,328.05,177,1094.41,29.8,Abril,6242.51,alta
Hogar,1875.45,5,431.96,34.1,Agosto,53984.69,alta
Alimentos,873.57,176,2895.04,18.7,Marzo,27466.97,alta
Tecnologia,1372.09,285,1440.74,3.9,Enero,23069.99,alta
Alimentos,760.01,410,3255.12,34.1,Enero,7601.59,alta
Tecnologia,1113.08,42,286.09,18.5,Julio,4022.47,media
Alimentos,,69,4475.86,40.8,Enero,22864.95,alta
Hogar,146.11,495,1727.98,12.9,Junio,6139.91,alta
Ropa,560.02,308,542.42,21.1,Febrero,7533.9,alta
tecnologia,786.28,407,295.87,4.1,Junio,21205.65,alta
Tecnologia,1731.33,466,3558.45,1.5,Agosto,44640.08,alta
Hogar,1690.46,190,4613.94,7.3,Abril,26044.08,alta
Hogar,1683.38,62,289.25,0.1,Septiembre,42589.74,alta
Ropa,1257.46,31,468.97,42.3,Abril,4060.25,media
Deportes,1813.18,348,2526.09,1.6,Enero,32099.06,alta
Ropa,673.98,175,1189.09,5.8,Abril,18150.74,alta
Hogar,1156.64,60,3888.74,2.6,Mayo,27635.67,alta
Deportes,865.43,8,4744.46,26.3,Enero,17443.24,alta
Tecnologia,945.15,325,3818.28,5.5,Julio,27473.6,alta
Ropa,1382.32,149,1098.26,12.9,Noviembre,26759.16,alta
Alimentos,1726.75,446,1344.85,20.4,Abril,53443.77,alta
Ropa,334.85,300,1072.3,44.7,Junio,9038.73,alta
Hogar,1161.51,208,1004.4,27.7,Septiembre,10248.21,alta
Deportes,896.07,207,3596.7,5.0,Octubre,9302.61,alta
Alimentos,54.27,409,3283.73,32.2,Mayo,3032.96,media
Alimentos,1013.73,236,,44.1,Febrero,12455.79,alta
Hogar,1322.31,92,3806.51,37.2,Abril,16920.72,alta
Deportes,765.69,423,1320.41,4.8,Enero,24292.3,alta
Hogar,347.24,408,,41.7,Octubre,4767.39,media
Alimentos,1197.69,78,239.49,35.6,Abril,16349.09,alta
Alimentos,805.25,387,3847.99,49.5,Septiembre,15985.44,alta
Ropa,1223.22,55,541.59,48.7,Enero,13859.96,alta
Tecnologia,1388.46,169,788.36,40.4,Septiembre,39270.41,alta
Ropa,42.23,38,1153.46,21.8,Diciembre,1130.0,baja
Ropa,1761.36,441,3376.63,1.7,Agosto,46910.74,alta
Deportes,1903.26,173,158.81,43.1,Noviembre,199885.78122058557,alta
Tecnologia,1742.64,262,3144.31,14.3,Abril,43668.84,alta
Deportes,1950.58,232,3856.92,38.3,Noviembre,56536.15,alta
ALIMENTOS,1515.47,389,2635.7,4.7,Junio,25791.75,alta
Hogar,1119.83,96,3141.89,22.9,Noviembre,6770.12,alta
Hogar,,206,740.95,26.0,Julio,4902.47,media
Hogar,1299.45,302,1585.9,8.0,Noviembre,31326.83,alta
Ropa,518.24,79,3340.07,4.6,Diciembre,173323.4249980314,alta
Tecnologia,605.12,23,4188.58,21.3,Agosto,18907.4,alta
Alimentos,1622.34,434,2436.16,34.0,Diciembre,15435.85,alta
Tecnologia,965.83,420,1680.64,0.9,Diciembre,9709.43,alta
Ropa,1092.13,277,2271.97,9.0,Febrero,24412.57,alta
Tecnologia,,384,2942.46,17.8,Enero,31694.2,alta
Alimentos,1879.62,204,4613.15,47.2,Febrero,44893.3,alta
Alimentos,479.92,480,754.22,35.1,Enero,1399.03,baja
Hogar,1414.11,326,3469.67,45.9,Febrero,36005.42,alta
Hogar,821.74,102,298.51,40.7,Enero,22195.81,alta
Deportes,1056.84,408,4261.29,40.3,Octubre,11458.1,alta
Alimentos,1610.93,342,4515.86,33.9,Mayo,18674.68,alta
Ropa,719.43,268,3892.36,13.8,Mayo,8828.54,alta
Deportes,451.63,482,2755.38,36.1,Agosto,4276.28,media
Alimentos,963.85,31,981.06,37.2,Noviembre,16855.07,alta
Alimentos,793.84,481,2946.3,25.2,Enero,10417.02,alta
Deportes,1812.68,250,2559.78,18.1,Octubre,40287.26,alta
Ropa,556.92,47,3499.57,34.2,Diciembre,4413.21,media
Tecnologia,967.8,113,4925.67,24.0,Septiembre,8300.56,alta
