edad,ingreso_mensual,num_creditos_anteriores,dias_mora_historico,tiene_deuda_vigente,nivel_educacion,monto_credito_otorgado,riesgo
55,3759.8,1,35.5,1,Tecnico,6637.02,moroso
47,9298.61,1,8.3,1,Posgrado,23757.67,no_moroso
59,1188.37,5,4.8,0,Tecnico,4030.16,no_moroso
48,10726.96,1,56.7,0,Universitario,24819.32,moroso
24,1772.2,5,,0,Universitario,5209.77,no_moroso
26,2667.94,9,5.0,0,Tecnico,9041.78,no_moroso
58,,2,32.6,0,Secundaria,24281.7,moroso
57,14785.21,9,17.4,0,UNIVERSITARIO,38929.39,no_moroso
26,6354.9,4,29.6,1,Secundaria,14451.67,no_moroso
62,4114.01,2,7.8,0,Tecnico,10369.27,no_moroso
37,6693.39,1,37.7,0,Secundaria,15304.2,moroso
32,7078.94,0,4.4,0,Secundaria,17509.36,no_moroso
30,5358.51,7,10.9,1,Posgrado,16196.65,no_moroso
33,14048.31,3,11.8,0,Universitario,36673.81,no_moroso
66,7721.71,1,0.7,0,Tecnico,19967.71,no_moroso
25,8840.88,7,2.9,1,Posgrado,24789.54,no_moroso
62,13204.06,5,5.5,0,Posgrado,36351.23,no_moroso
30,6383.77,6,30.3,0,Tecnico,16573.09,moroso
52,,9,1.0,0,POSGRADO,13221.31,no_moroso
36,13977.75,2,4.1,1,Tecnico,33583.22,no_moroso
37,14020.54,6,2.3,1,Secundaria,35382.52,no_moroso
31,3526.94,0,,0,Secundaria,7310.86,no_moroso
28,2373.83,3,17.7,1,Universitario,4730.09,no_moroso
67,10467.84,2,17.1,0,Posgrado,29585.82,no_moroso
45,3997.16,5,4.2,0,Universitario,12831.32,no_moroso
39,1024.6,7,10.0,1,Universitario,2910.37,no_moroso
47,13572.59,6,12.5,0,Universitario,35936.75,no_moroso
19,10812.33,4,2.8,1,Secundaria,25486.07,no_moroso
20,7107.88,4,10.2,1,Tecnico,17236.31,no_moroso
62,4203.32,3,10.2,0,Universitario,11772.81,no_moroso
23,2168.4,1,16.4,1,Universitario,5520.46,no_moroso
45,,4,10.3,0,Tecnico,35047.65,no_moroso
57,3475.42,0,14.8,0,Posgrado,11197.54,no_moroso
35,12768.89,2,1.2,1,Secundaria,30890.88,no_moroso
60,,6,31.0,1,Posgrado,37424.72,moroso
68,13788.74,9,23.4,1,Universitario,35836.77,no_moroso
26,1871.83,4,61.0,0,Posgrado,5321.6,moroso
20,12786.36,7,3.9,0,Tecnico,33496.82,no_moroso
30,4455.3,9,11.1,0,Secundaria,12438.0,no_moroso
30,6010.83,7,4.1,1,Secundaria,15422.28,no_moroso
32,12957.55,0,17.4,1,Tecnico,30583.57,no_moroso
66,1492.3,7,35.0,0,Secundaria,2800.58,moroso
62,10614.41,9,11.1,0,Tecnico,28463.27,no_moroso
59,12825.63,1,3.5,0,Universitario,33894.12,no_moroso
35,998.97,7,40.9,1,Tecnico,947.74,moroso
33,8109.25,4,10.4,0,POSGRADO,23695.94,no_moroso
44,5885.68,0,10.6,0,Tecnico,15358.45,no_moroso
63,1271.5,1,7.3,0,Tecnico,4028.4,no_moroso
38,7504.2,9,47.0,1,Universitario,18087.21,moroso
21,1455.58,2,10.0,0,Universitario,6198.9,no_moroso
66,,0,12.6,1,Universitario,23520.1,no_moroso
58,11034.74,0,8.5,0,Universitario,28520.66,no_moroso
18,14946.19,7,0.0,1,Universitario,37629.42,no_moroso
37,,0,22.5,1,Tecnico,2882.5,no_moroso
52,13338.11,1,7.5,1,Posgrado,35359.59,no_moroso
25,5686.93,2,1.0,0,Universitario,16071.28,no_moroso
49,1690.06,1,19.7,1,Universitario,4337.64,no_moroso
42,3388.73,9,3.7,0,Universitario,12333.72,no_moroso
64,9693.4,7,26.5,0,Secundaria,24413.36,no_moroso
33,9742.48,9,13.7,0,Tecnico,26257.93,no_moroso
59,4562.08,6,2.6,0,Tecnico,12657.2,no_moroso
53,6790.64,0,7.8,1,Universitario,16544.69,no_moroso
42,6394.29,9,7.1,0,Universitario,17807.92,no_moroso
36,12014.72,9,11.0,0,Tecnico,31445.77,no_moroso
49,2531.68,2,16.7,0,Universitario,7620.23,no_moroso
31,13755.86,0,13.7,0,Universitario,35205.3,no_moroso
44,14968.68,2,6.3,0,Secundaria,37101.79,no_moroso
24,,3,60.4,0,Tecnico,27351.76,moroso
34,10646.47,3,6.8,1,Universitario,26184.52,no_moroso
21,12838.85,3,22.8,1,Tecnico,30421.38,no_moroso
44,12574.46,5,10.6,0,Tecnico,33285.67,no_moroso
48,11229.27,7,0.5,1,Secundaria,27416.49,no_moroso
33,12906.18,1,9.5,1,Tecnico,31455.23,no_moroso
31,4540.14,3,69.1,1,Tecnico,7295.48,moroso
66,2798.0,1,9.9,0,Tecnico,7821.24,no_moroso
57,14093.08,1,3.4,0,Secundaria,35421.32,no_moroso
30,12215.72,7,4.3,0,Tecnico,33213.75,no_moroso
58,9437.44,7,7.0,1,Posgrado,26438.64,no_moroso
63,6412.92,3,43.8,0,Posgrado,17628.75,moroso
56,3929.04,5,1.8,0,Universitario,12085.46,no_moroso
47,12240.84,1,11.5,1,Posgrado,32016.42,no_moroso
18,6350.8,3,20.9,1,Posgrado,17037.23,no_moroso
19,4405.28,8,0.1,1,Secundaria,11450.76,no_moroso
32,,8,32.3,1,Tecnico,12925.74,moroso
37,11655.34,7,14.2,1,Tecnico,28027.46,no_moroso
24,14989.67,9,1.9,0,Secundaria,39309.67,no_moroso
40,4014.96,3,4.8,1,Universitario,10070.49,no_moroso
41,14933.52,8,11.9,0,Secundaria,38124.43,no_moroso
63,12860.42,1,,0,Universitario,34289.7,no_moroso
61,5672.04,4,5.7,1,Secundaria,13254.74,no_moroso
60,13581.36,7,5.5,0,TECNICO,34826.31,no_moroso
65,1147.22,2,11.4,0,SECUNDARIA,3263.99,no_moroso
51,4357.42,0,14.0,0,Secundaria,10481.46,no_moroso
27,12016.54,1,10.7,0,Tecnico,30234.24,no_moroso
26,12211.64,5,17.2,0,Tecnico,31348.57,no_moroso
24,7709.13,6,40.6,0,Tecnico,19590.67,moroso
29,12557.24,2,5.8,0,Tecnico,32305.4,no_moroso
59,8987.92,9,1.1,0,Secundaria,24758.07,no_moroso
66,10519.09,4,1.7,0,Posgrado,29864.96,no_moroso
45,1941.19,4,6.7,1,Universitario,4361.28,no_moroso
34,13201.49,9,4.4,0,Tecnico,306917.1990422597,no_moroso
50,13104.07,1,5.5,0,Secundaria,32932.8,no_moroso
38,14762.53,3,2.1,1,Posgrado,38916.69,no_moroso
64,8284.72,4,4.1,0,Posgrado,24806.1,no_moroso
61,12938.0,6,10.2,0,Tecnico,34450.55,no_moroso
69,5049.51,5,5.4,0,Universitario,13392.2,no_moroso
19,3048.19,7,,1,Universitario,8861.92,no_moroso
25,6962.57,7,17.4,0,Secundaria,17889.45,no_moroso
19,4118.25,1,14.0,1,Secundaria,8536.93,no_moroso
27,9466.26,2,12.9,1,Secundaria,21943.32,no_moroso
58,6720.7,6,28.4,0,Posgrado,19488.08,no_moroso
67,10368.86,0,34.1,0,Tecnico,25061.03,moroso
64,9912.93,6,29.5,0,Tecnico,25084.94,no_moroso
36,9677.98,0,9.4,0,Posgrado,27070.97,no_moroso
56,14055.0,5,,1,Universitario,34823.98,no_moroso
52,2753.22,0,19.2,0,POSGRADO,9434.08,no_moroso
57,13747.39,3,5.4,0,Tecnico,35036.91,no_moroso
62,6303.65,2,,1,Universitario,14044.19,moroso
56,,3,7.6,0,Universitario,28526.64,no_moroso
39,12829.38,0,6.6,1,Universitario,32099.97,no_moroso
57,2805.87,0,3.6,0,Secundaria,6588.38,no_moroso
47,13283.18,1,10.7,1,Secundaria,31781.51,no_moroso
61,14553.37,0,1.3,1,Tecnico,36070.25,no_moroso
22,11308.64,4,3.6,0,Tecnico,29853.52,no_moroso
32,2044.44,9,5.2,1,Universitario,5893.19,no_moroso
50,,5,,0,Universitario,15622.46,no_moroso
59,4211.92,7,13.0,1,Tecnico,10530.47,no_moroso
62,,0,36.1,1,Universitario,34733.35,moroso
68,2690.31,7,8.0,1,Universitario,9393.85,no_moroso
67,12233.32,2,2.5,0,Universitario,32300.85,no_moroso
36,12989.29,7,17.7,1,Tecnico,32130.19,no_moroso
35,13835.71,0,8.4,1,Tecnico,32706.09,no_moroso
33,3543.46,1,2.8,0,Secundaria,9307.24,no_moroso
61,12394.57,5,7.2,1,Tecnico,31348.09,no_moroso
37,12577.99,2,2.1,1,Universitario,30867.38,no_moroso
65,,2,3.6,0,Universitario,23326.45,no_moroso
69,5622.84,6,5.6,0,Universitario,16143.73,no_moroso
48,8924.99,9,43.0,0,Posgrado,24841.36,moroso
62,11289.22,8,19.0,0,Secundaria,29609.45,no_moroso
39,3889.03,3,9.4,1,Secundaria,8904.47,no_moroso
56,,2,24.3,1,Universitario,29338.2,no_moroso
21,7361.23,0,22.2,1,Posgrado,18607.26,no_moroso
25,12934.33,5,12.6,1,tecnico,32026.46,no_moroso
52,,0,41.3,0,Universitario,32277.72,moroso
61,8130.27,5,2.0,1,Posgrado,22366.19,no_moroso
50,,3,9.2,0,Universitario,18004.2,no_moroso
69,1787.6,9,36.5,1,Tecnico,3418.24,moroso
24,10608.99,5,10.5,0,Tecnico,27848.26,no_moroso
40,11620.01,3,10.7,0,Tecnico,30315.59,no_moroso
44,9869.69,3,11.5,0,Tecnico,25894.91,no_moroso
44,,5,4.5,0,Tecnico,6153.56,no_moroso
25,8666.37,7,0.7,1,Secundaria,21262.84,no_moroso
33,9046.55,2,5.2,0,Universitario,24705.86,no_moroso
33,12317.33,6,40.7,1,Tecnico,28460.73,moroso
35,12328.43,5,17.2,0,Tecnico,32226.19,no_moroso
52,2401.26,3,6.8,1,Posgrado,7698.65,no_moroso
62,4087.69,3,2.8,0,Tecnico,10829.89,no_moroso
33,,1,7.3,0,Universitario,25193.54,no_moroso
57,2235.22,0,40.6,0,Universitario,3691.38,moroso
45,14650.41,6,2.4,1,Tecnico,36116.1,no_moroso
34,3780.04,9,3.1,1,Tecnico,9896.87,no_moroso
50,11987.25,8,2.9,0,Secundaria,31825.01,no_moroso
46,7516.24,0,2.0,1,Secundaria,17499.71,no_moroso
25,10143.73,3,18.5,0,Tecnico,25420.66,no_moroso
52,4316.19,5,2.3,1,Tecnico,10421.18,no_moroso
32,2467.74,1,13.2,0,Universitario,7477.67,no_moroso
65,10950.15,2,0.7,1,Posgrado,29778.8,no_moroso
19,13404.93,8,11.8,0,Posgrado,37678.9,no_moroso
39,,9,2.7,0,Posgrado,29416.81,no_moroso
29,6327.0,5,5.2,1,Universitario,15981.52,no_moroso
25,9318.16,0,9.2,1,Universitario,22929.57,no_moroso
67,14921.37,0,63.9,1,Universitario,34268.89,moroso
21,9992.92,9,,0,Secundaria,26137.5,no_moroso
32,1107.99,8,52.3,1,Universitario,1512.24,moroso
20,,8,18.7,0,Universitario,31548.59,no_moroso
40,4610.08,6,17.4,1,Secundaria,9610.08,no_moroso
64,9027.63,7,10.2,0,Universitario,24614.7,no_moroso
37,,9,2.6,0,Universitario,31376.25,no_moroso
64,2261.83,9,,0,Universitario,9252.86,no_moroso
48,11839.49,5,22.5,0,Posgrado,31963.32,no_moroso
36,10878.75,0,29.1,1,Tecnico,24575.2,no_moroso
29,7562.81,7,,0,Universitario,19967.11,moroso
25,10421.51,6,7.5,0,Tecnico,26959.68,no_moroso
39,4391.59,0,6.8,0,Universitario,12663.0,no_moroso
53,14034.95,2,3.1,0,Universitario,36224.96,no_moroso
26,5791.17,0,12.6,0,Posgrado,16875.98,no_moroso
61,,5,6.0,1,Posgrado,39231.03,no_moroso
51,2579.29,2,18.8,0,Tecnico,5646.09,no_moroso
51,1522.23,8,7.4,0,Tecnico,5603.94,no_moroso
41,,6,29.9,0,Universitario,35032.68,no_moroso
48,12054.09,2,33.4,0,Secundaria,29270.41,moroso
38,10657.46,4,15.9,1,Posgrado,225690.50776910293,no_moroso
20,14274.82,1,4.3,0,Tecnico,36673.69,no_moroso
54,1310.96,9,3.6,1,Universitario,4538.15,no_moroso
22,10690.84,5,31.2,0,Tecnico,27484.14,moroso
21,1845.08,2,29.2,1,Tecnico,2928.86,no_moroso
35,978.36,8,29.7,0,universitario,4771.2,no_moroso
29,8144.3,6,13.9,0,Tecnico,21376.82,no_moroso
55,13967.65,2,5.1,1,UNIVERSITARIO,34885.67,no_moroso
51,8026.67,0,16.9,1,Tecnico,18123.87,no_moroso
59,11672.59,7,14.4,1,Secundaria,27819.64,no_moroso
63,5463.54,5,33.1,1,Secundaria,12072.99,moroso
19,8541.6,6,7.1,0,Universitario,23661.96,no_moroso
37,11760.26,7,5.9,0,Universitario,32054.82,no_moroso
61,8206.9,0,19.5,0,Secundaria,19210.15,no_moroso
23,,9,7.8,0,Posgrado,25208.85,no_moroso
34,4603.5,6,5.8,0,Universitario,14065.81,no_moroso
28,,3,0.6,1,Universitario,19327.2,no_moroso
56,9247.61,6,9.0,1,TECNICO,22777.14,no_moroso
19,8406.59,7,1.1,1,Tecnico,21931.03,no_moroso
27,13657.0,7,,0,Posgrado,37307.56,no_moroso
58,4610.98,8,6.6,1,Tecnico,10721.86,no_moroso
34,7480.75,2,28.3,0,Universitario,19613.04,no_moroso
69,8310.65,7,15.9,1,Universitario,22156.65,no_moroso
28,13346.6,2,34.0,0,Secundaria,31835.89,moroso
55,11074.13,9,7.6,1,Universitario,28939.7,no_moroso
32,8655.97,9,5.5,1,Posgrado,24482.25,no_moroso
53,2094.64,7,52.3,1,Universitario,4918.8,moroso
66,7846.06,3,8.3,0,Universitario,21042.7,no_moroso
55,14107.37,1,2.9,0,Tecnico,35992.19,no_moroso
18,5326.78,0,,1,Universitario,240905.97510146754,no_moroso
37,14526.82,2,4.8,0,Universitario,37266.99,no_moroso
68,1824.38,8,30.8,1,Secundaria,2659.19,moroso
28,5905.34,7,8.2,0,Secundaria,15378.86,no_moroso
23,14025.86,9,23.3,1,Secundaria,34347.11,no_moroso
21,8812.62,4,6.4,1,Universitario,22107.46,no_moroso
38,4355.8,2,19.8,1,TECNICO,9449.97,no_moroso
38,10251.14,2,,1,Posgrado,27509.28,no_moroso
64,10884.28,8,4.9,0,Tecnico,28637.41,no_moroso
62,7438.38,3,7.5,0,Tecnico,19073.74,no_moroso
69,2577.57,9,6.2,1,Posgrado,8782.79,no_moroso
24,1755.66,9,9.4,1,Universitario,5826.89,no_moroso
41,5872.74,6,21.2,1,Universitario,14894.95,no_moroso
59,3159.57,2,9.9,0,Posgrado,9574.23,no_moroso
30,,7,9.1,1,Universitario,17705.82,no_moroso
41,11882.4,8,,0,Universitario,32221.34,no_moroso
28,11475.16,4,34.0,0,Tecnico,27533.25,moroso
36,6622.82,6,0.3,0,Universitario,19324.74,no_moroso
43,11768.51,9,,1,Posgrado,31892.51,no_moroso
54,10642.73,7,30.9,0,Universitario,28510.91,moroso
62,10306.42,0,12.1,0,Posgrado,28816.22,no_moroso
60,1917.32,7,31.1,0,Tecnico,4482.24,moroso
59,8503.13,2,39.2,1,Posgrado,20654.66,moroso
57,7846.91,6,23.2,0,Tecnico,19376.12,no_moroso
54,12288.82,2,6.9,0,Universitario,31992.7,no_moroso
25,6870.54,8,7.6,1,Secundaria,16979.59,no_moroso
32,4415.11,1,12.6,0,Universitario,13103.96,no_moroso
55,,5,17.9,1,Tecnico,25987.42,no_moroso
38,1697.51,7,7.5,0,Secundaria,5458.2,no_moroso
67,2452.3,7,6.6,1,Tecnico,6363.78,no_moroso
38,7999.89,0,21.0,0,Secundaria,18851.18,no_moroso
29,,4,11.5,1,Universitario,36218.45,no_moroso
49,5520.34,6,24.9,0,Tecnico,14865.52,no_moroso
31,931.91,4,7.6,0,Universitario,4076.05,no_moroso
21,4048.5,5,13.7,1,Tecnico,9783.76,no_moroso
54,,4,57.0,0,Universitario,5003.19,moroso
65,13930.92,3,9.7,0,Universitario,35650.63,no_moroso
65,4666.65,4,35.5,0,Tecnico,10514.41,moroso
48,7589.73,4,15.6,0,Tecnico,19321.65,no_moroso
34,9636.21,2,64.6,0,Secundaria,21193.26,moroso
44,7777.39,9,10.5,0,Secundaria,20705.14,no_moroso
63,10391.54,7,11.4,1,Secundaria,25733.48,no_moroso
48,8495.65,2,12.0,0,Tecnico,21793.88,no_moroso
41,4503.54,0,11.8,1,Secundaria,9476.94,no_moroso
38,5372.97,1,6.8,0,Secundaria,13489.52,no_moroso
28,13750.83,3,6.3,1,Posgrado,35174.77,no_moroso
24,5352.23,6,9.6,1,Posgrado,15629.14,no_moroso
69,9592.79,9,31.4,0,Posgrado,26952.58,moroso
32,7642.86,2,42.2,1,Tecnico,16541.9,moroso
57,12149.48,7,15.4,1,Tecnico,29487.42,no_moroso
62,4738.16,9,11.1,1,Universitario,12761.77,no_moroso
23,4959.34,5,1.4,1,Universitario,14003.36,no_moroso
48,9439.32,8,27.1,0,Secundaria,23982.72,no_moroso
38,9482.49,2,34.6,0,Tecnico,22059.75,moroso
59,14352.08,9,15.5,0,Universitario,37837.14,no_moroso
50,7843.22,0,0.9,1,Universitario,19380.55,no_moroso
32,12521.22,5,20.8,1,Tecnico,29998.64,no_moroso
68,,6,,1,Secundaria,20472.21,no_moroso
37,,3,4.1,0,Universitario,4518.49,no_moroso
23,13839.66,1,,1,Tecnico,32845.23,no_moroso
56,,9,13.1,1,Tecnico,30826.36,no_moroso
36,7008.34,5,26.0,1,Posgrado,18564.3,no_moroso
45,2818.11,3,10.1,0,Universitario,9119.12,no_moroso
43,4530.33,6,11.5,1,Universitario,11540.14,no_moroso
61,5343.59,1,5.7,0,Secundaria,12841.45,no_moroso
61,3879.59,3,14.3,1,Posgrado,11063.49,no_moroso
56,9843.43,6,24.1,0,posgrado,26867.88,no_moroso
23,8183.69,7,19.8,0,Tecnico,20782.24,no_moroso
25,11692.46,7,31.2,1,Universitario,29347.65,moroso
31,12847.0,1,,0,Universitario,33893.78,no_moroso
27,7084.2,1,0.3,0,Tecnico,18276.29,no_moroso
57,10808.54,4,2.7,1,Tecnico,26908.19,no_moroso
31,8024.77,2,72.4,0,Posgrado,19448.73,moroso
49,1413.53,4,23.6,0,Secundaria,3042.87,no_moroso
30,8172.33,5,20.6,1,Posgrado,21873.49,no_moroso
20,1496.31,5,19.6,1,Tecnico,3106.33,no_moroso
68,2939.84,4,5.5,0,Secundaria,8550.24,no_moroso
53,4528.86,3,1.5,0,Universitario,13071.03,no_moroso
27,10994.38,8,5.8,0,Universitario,30395.96,no_moroso
23,6450.87,8,6.8,1,Universitario,17280.22,no_moroso
52,12042.94,0,24.5,1,Universitario,28489.64,no_moroso
23,2018.2,8,6.1,1,Universitario,6043.26,no_moroso
47,12158.32,8,1.2,1,Secundaria,30169.59,no_moroso
58,11230.84,8,,1,Secundaria,21394.79,moroso
45,7567.04,0,35.3,0,Universitario,19232.73,moroso
41,4136.01,4,19.7,0,tecnico,10265.57,no_moroso
49,14687.22,1,16.1,1,Secundaria,34174.37,no_moroso
49,,5,19.3,0,Tecnico,33022.59,no_moroso
39,887.48,6,5.6,1,Universitario,3357.54,no_moroso
44,14110.81,7,0.3,1,UNIVERSITARIO,36669.16,no_moroso
47,9005.65,6,7.8,0,Tecnico,23853.22,no_moroso
37,12112.66,7,10.7,0,Secundaria,29821.78,no_moroso
69,13010.48,4,6.1,1,Posgrado,34499.79,no_moroso
55,7528.1,2,3.7,0,Tecnico,19399.41,no_moroso
53,4172.48,6,0.7,1,Tecnico,11580.1,no_moroso
64,1597.45,0,19.2,0,Universitario,4274.64,no_moroso
63,6984.0,0,,1,Posgrado,245937.58683167087,no_moroso
60,4448.73,4,29.9,0,Posgrado,13424.92,no_moroso
66,2361.65,6,21.6,0,Secundaria,6402.3,no_moroso
68,9430.87,9,2.0,0,Tecnico,25736.44,no_moroso
27,11634.04,6,20.5,0,Tecnico,30122.37,no_moroso
56,5996.76,9,76.3,0,Tecnico,13569.57,moroso
36,4030.35,7,0.3,1,Universitario,11738.79,no_moroso
36,1022.86,4,60.2,0,Secundaria,200.0,moroso
55,874.22,7,0.5,0,Universitario,4965.71,no_moroso
33,11251.75,0,44.3,0,Secundaria,26219.3,moroso
29,7997.33,1,9.9,1,Universitario,19472.6,no_moroso
61,,8,,0,Secundaria,14454.53,no_moroso
47,10778.86,3,22.5,1,Tecnico,24351.83,no_moroso
44,10456.83,0,12.3,1,Secundaria,23499.57,no_moroso
37,1465.93,6,24.8,0,Universitario,5096.23,no_moroso
29,8418.82,2,16.4,0,Secundaria,20878.26,no_moroso
53,6116.9,7,6.1,1,Posgrado,17939.24,no_moroso
64,14241.42,7,3.4,0,Universitario,38232.75,no_moroso
48,9003.96,0,18.8,0,Tecnico,23047.66,no_moroso
69,13038.79,3,24.5,1,Secundaria,31216.91,no_moroso
20,13667.7,2,36.9,0,Posgrado,174286.91642051056,moroso
53,3730.82,7,23.6,0,Tecnico,10300.09,no_moroso
43,12263.96,6,11.2,0,Universitario,32212.71,no_moroso
20,13297.01,9,7.8,1,Posgrado,37079.37,no_moroso
33,2778.99,1,5.1,0,Universitario,8084.77,no_moroso
47,,8,31.4,1,Secundaria,21539.43,moroso
57,2261.48,6,15.0,0,Secundaria,6443.85,no_moroso
47,10493.85,4,5.7,1,Tecnico,25719.54,no_moroso
32,7091.97,7,9.3,1,Secundaria,16377.17,no_moroso
59,4960.85,2,3.7,0,Universitario,13759.78,no_moroso
61,10327.73,8,26.9,0,TECNICO,27368.06,no_moroso
19,,2,7.9,1,Universitario,3150.8,no_moroso
46,,0,,1,Universitario,22994.26,no_moroso
36,6463.76,6,34.5,0,Universitario,18532.32,moroso
23,10978.67,0,,0,Universitario,28662.25,no_moroso
45,13421.46,9,5.7,0,Secundaria,34918.38,no_moroso
36,8892.57,7,1.5,1,Universitario,23419.7,no_moroso
40,8825.94,4,15.8,0,Secundaria,22297.03,no_moroso
41,11652.69,2,18.7,0,Tecnico,28382.41,no_moroso
39,11969.07,7,39.4,1,Universitario,28833.33,moroso
21,13913.7,1,1.1,1,Tecnico,33742.95,no_moroso
68,2409.17,4,5.3,0,Universitario,7514.54,no_moroso
54,11307.21,3,,0,Posgrado,31835.48,no_moroso
20,1828.99,5,14.9,0,Secundaria,5255.2,no_moroso
40,,5,9.6,0,Posgrado,38447.21,no_moroso
40,12746.75,9,11.9,1,tecnico,32598.86,no_moroso
41,5799.59,2,24.0,1,Tecnico,12313.44,no_moroso
25,,1,29.8,0,Secundaria,25563.38,no_moroso
30,13254.21,7,,1,Universitario,34022.63,no_moroso
48,6246.85,4,13.1,0,Posgrado,19037.2,no_moroso
39,10735.08,8,3.2,1,Universitario,27145.17,no_moroso
58,8233.83,5,1.5,0,Tecnico,21733.17,no_moroso
47,,6,60.8,1,Tecnico,17410.48,moroso
59,4579.15,5,,1,Tecnico,11688.89,no_moroso
25,6085.26,7,6.5,1,Universitario,266076.64736127004,no_moroso
22,9951.41,8,0.6,1,Posgrado,28652.57,no_moroso
49,4009.8,2,0.0,0,Tecnico,10873.27,no_moroso
27,9698.23,6,26.4,1,Secundaria,22726.1,no_moroso
47,2206.76,0,2.1,1,Secundaria,3966.37,no_moroso
41,6009.64,7,47.4,0,Universitario,15466.24,moroso
60,12152.91,3,7.8,1,Universitario,30066.06,no_moroso
27,12802.54,8,16.6,0,Secundaria,33601.99,no_moroso
44,6948.12,2,3.1,1,Universitario,17628.64,no_moroso
44,14690.53,7,2.4,0,Secundaria,38476.32,no_moroso
29,4449.31,0,9.3,1,Universitario,9673.17,no_moroso
60,5632.45,5,37.9,0,Secundaria,13067.14,moroso
56,6844.25,1,2.3,1,Posgrado,19030.33,no_moroso
40,8085.95,3,1.5,1,Posgrado,22335.97,no_moroso
63,10837.92,6,12.5,0,Universitario,29459.78,no_moroso
24,4684.33,0,0.2,0,Tecnico,11820.36,no_moroso
57,,0,1.4,1,Tecnico,20370.11,no_moroso
41,,4,6.3,0,Universitario,22789.65,no_moroso
47,7791.95,4,5.6,0,universitario,21477.92,no_moroso
31,,0,26.5,0,Secundaria,27424.41,no_moroso
53,13107.18,0,20.0,0,Universitario,33357.82,no_moroso
21,,0,33.3,0,Universitario,30690.84,moroso
61,,2,10.4,1,Tecnico,16647.2,no_moroso
63,8172.33,7,14.9,0,Universitario,23519.84,no_moroso
35,9615.43,5,27.8,0,Tecnico,24695.62,no_moroso
22,11549.56,4,0.5,1,Tecnico,28804.85,no_moroso
30,2091.27,3,6.1,0,Tecnico,5761.58,no_moroso
67,9021.35,6,15.4,1,Posgrado,25143.39,no_moroso
26,14614.27,4,40.1,0,Universitario,36793.84,moroso
24,5946.35,3,3.2,1,Secundaria,13843.44,no_moroso
40,4661.96,5,1.6,1,Tecnico,10903.92,no_moroso
68,,2,29.3,0,Universitario,20479.81,no_moroso
30,7162.54,1,0.2,1,Tecnico,17385.53,no_moroso
48,4102.79,6,32.7,1,Universitario,10029.6,moroso
52,4303.66,1,,1,Secundaria,10297.61,no_moroso
19,1598.46,9,18.7,0,Universitario,6336.8,no_moroso
38,8008.39,7,12.0,0,Tecnico,21657.45,no_moroso
23,8165.22,0,55.3,0,Tecnico,17977.66,moroso
40,8917.78,5,6.9,0,Tecnico,24464.64,no_moroso
45,5406.53,4,,0,Universitario,15518.04,no_moroso
41,5148.34,5,0.1,0,Tecnico,14363.16,no_moroso
53,903.61,9,4.2,0,Posgrado,6644.72,no_moroso
29,5218.64,5,16.7,0,Universitario,14736.61,no_moroso
59,9308.63,8,,1,Universitario,24240.22,no_moroso
38,9566.32,6,13.8,1,Universitario,24818.02,no_moroso
64,,1,29.5,0,Tecnico,27867.8,no_moroso
38,13166.42,6,14.3,1,Universitario,33907.38,no_moroso
59,7799.45,5,4.5,0,Universitario,21180.1,no_moroso
54,10157.64,3,,1,Universitario,26077.43,no_moroso
22,13656.52,7,0.7,0,Universitario,36645.15,no_moroso
59,13603.56,7,5.1,1,Universitario,35197.12,no_moroso
38,5522.76,6,3.4,0,Universitario,15907.52,no_moroso
19,1544.1,3,34.1,0,Posgrado,289721.81923904415,moroso
55,8040.79,3,0.6,1,Universitario,20096.28,no_moroso
32,10542.51,7,34.8,0,Posgrado,28791.61,moroso
42,4804.06,1,,0,Tecnico,12289.35,no_moroso
65,13241.87,7,8.3,1,Universitario,33377.96,no_moroso
22,13760.73,1,,0,Universitario,35157.87,no_moroso
67,12820.79,8,18.5,0,Posgrado,35889.45,no_moroso
38,14416.91,9,2.9,0,Tecnico,38071.96,no_moroso
58,13964.75,8,33.2,0,Universitario,36171.24,moroso
36,3520.58,9,,1,Tecnico,8927.13,no_moroso
69,11632.9,2,39.8,1,Universitario,27913.28,moroso
54,14501.34,5,47.2,1,Posgrado,35809.54,moroso
64,8979.82,3,1.2,0,Tecnico,23920.12,no_moroso
34,10211.99,4,5.3,1,Universitario,26266.83,no_moroso
27,8485.88,8,22.0,1,Universitario,21062.83,no_moroso
67,3861.59,6,31.7,1,Secundaria,7443.14,moroso
61,1169.46,1,15.2,0,Tecnico,3043.42,no_moroso
49,7983.28,2,11.7,0,Tecnico,20233.33,no_moroso
63,7549.17,4,6.1,0,Tecnico,20534.76,no_moroso
49,11689.78,6,0.6,0,Secundaria,30396.44,no_moroso
34,7120.05,4,4.8,0,Universitario,19135.93,no_moroso
28,,7,7.0,1,Secundaria,5385.59,no_moroso
28,8472.82,6,1.7,0,Universitario,23909.31,no_moroso
41,3195.75,4,10.9,1,Secundaria,6685.18,no_moroso
43,11607.85,3,2.3,1,Secundaria,28061.34,no_moroso
49,8418.88,6,7.1,1,Posgrado,23189.56,no_moroso
38,11151.37,6,7.5,0,Universitario,30546.48,no_moroso
38,10690.43,0,9.9,0,Posgrado,29286.49,no_moroso
42,6522.42,1,23.4,1,Universitario,15961.42,no_moroso
66,8589.78,9,8.4,0,Universitario,24331.54,no_moroso
