distrito,area_m2,habitaciones,banos,antiguedad_anos,estacionamiento,precio_alquiler,precio_categoria
Pueblo Libre,54.4,5,2,11.0,0,3430.0,premium
Barranco,143.0,2,2,2.0,1,5290.0,premium
Magdalena,136.3,3,1,39.0,0,3230.0,premium
Pueblo Libre,192.7,3,2,26.0,1,4530.0,premium
La Molina,139.8,5,3,,0,5420.0,premium
Magdalena,196.6,5,3,3.0,1,5910.0,premium
San Isidro,182.7,1,1,9.0,1,6650.0,premium
San Miguel,72.3,5,1,29.0,1,53816.0,premium
San Juan de Lurigancho,143.6,2,2,34.0,1,2500.0,moderado
Lince,,4,2,3.0,1,4710.0,premium
Chorrillos,185.1,5,1,0.0,1,5030.0,premium
Magdalena,50.1,1,1,,1,2220.0,moderado
Magdalena,138.3,4,3,,1,5230.0,premium
Jesus Maria,78.1,1,1,5.0,1,3510.0,premium
Jesus Maria,94.4,5,3,0.0,1,4710.0,premium
Miraflores,86.5,1,1,,1,5210.0,premium
San Juan de Lurigancho,140.6,1,1,25.0,0,2210.0,moderado
Jesus Maria,196.6,5,3,20.0,1,5270.0,premium
San Miguel,150.8,3,3,24.0,1,4410.0,premium
Magdalena,158.7,5,2,13.0,0,4780.0,premium
Surco,174.4,3,1,21.0,0,5370.0,premium
Carabayllo,185.7,1,1,8.0,1,3570.0,premium
pueblo libre,,1,1,25.0,1,2280.0,moderado
Pueblo Libre,131.0,2,1,8.0,1,4120.0,premium
Carabayllo,177.9,1,1,,1,3450.0,premium
Ate,134.6,2,1,9.0,1,3190.0,premium
Chorrillos,182.7,4,2,2.0,0,4360.0,premium
San Miguel,134.5,2,2,21.0,0,3410.0,premium
Ate,97.9,4,3,,1,2440.0,moderado
Ate,,2,1,25.0,0,2410.0,moderado
San Miguel,48.9,1,1,12.0,0,2580.0,moderado
Magdalena,140.9,1,1,27.0,1,3540.0,premium
Jesus Maria,128.1,4,1,4.0,0,4490.0,premium
Surco,61.6,5,1,3.0,1,5050.0,premium
Lince,83.8,1,1,38.0,1,2310.0,moderado
Lince,157.7,4,1,29.0,0,3710.0,premium
Jesus Maria,78.8,3,2,28.0,1,3000.0,moderado
Miraflores,203.6,1,1,23.0,1,6150.0,premium
San Juan de Lurigancho,113.8,2,2,28.0,1,2320.0,moderado
San Miguel,151.5,4,3,29.0,1,4530.0,premium
Jesus Maria,131.4,5,2,20.0,0,4080.0,premium
Chorrillos,212.7,5,1,19.0,1,4830.0,premium
Carabayllo,112.2,3,1,38.0,1,2050.0,moderado
Surco,217.5,5,1,16.0,1,6680.0,premium
Miraflores,,1,1,,1,4960.0,premium
San Miguel,163.1,5,3,16.0,1,4860.0,premium
Surco,219.7,3,2,18.0,1,6590.0,premium
La Molina,58.0,3,1,1.0,1,4640.0,premium
Lince,186.0,5,2,23.0,0,4620.0,premium
Ate,77.4,5,3,38.0,1,2610.0,moderado
San Borja,116.2,4,3,21.0,1,5120.0,premium
San Borja,154.1,1,1,8.0,0,4950.0,premium
Barranco,199.0,4,1,21.0,1,5600.0,premium
Miraflores,158.3,3,2,28.0,0,5510.0,premium
Surco,86.6,1,1,7.0,1,4720.0,premium
San Miguel,41.1,5,2,33.0,0,2790.0,moderado
LINCE,,5,1,19.0,1,38028.0,premium
Jesus Maria,193.2,5,3,28.0,1,4980.0,premium
Carabayllo,,1,1,7.0,1,2940.0,moderado
Chorrillos,200.7,4,3,37.0,1,4140.0,premium
Barranco,128.2,2,2,9.0,1,5060.0,premium
La Molina,85.4,3,2,37.0,1,3880.0,premium
PUEBLO LIBRE,186.3,4,3,14.0,1,4840.0,premium
Barranco,85.9,1,1,,1,3550.0,premium
MAGDALENA,60.7,2,2,18.0,1,3280.0,premium
San Borja,,2,1,39.0,0,3910.0,premium
San Isidro,196.8,2,1,32.0,0,6150.0,premium
Carabayllo,88.2,3,3,22.0,1,2510.0,moderado
San Miguel,98.2,1,1,8.0,1,3430.0,premium
San Borja,65.5,4,1,39.0,1,3830.0,premium
Jesus Maria,,2,2,33.0,0,3570.0,premium
Jesus Maria,135.2,2,1,8.0,0,4320.0,premium
Miraflores,206.5,1,1,34.0,0,5600.0,premium
Surco,62.1,3,1,33.0,1,3830.0,premium
Chorrillos,53.7,1,1,10.0,0,1930.0,moderado
SURCO,201.6,3,3,13.0,0,5980.0,premium
Pueblo Libre,180.5,1,1,19.0,1,4050.0,premium
La Molina,193.8,5,3,37.0,0,5600.0,premium
Pueblo Libre,117.3,2,1,33.0,1,3370.0,premium
La Molina,203.4,5,2,25.0,0,5620.0,premium
Chorrillos,126.9,3,1,20.0,1,3470.0,premium
Chorrillos,72.5,3,2,3.0,0,3290.0,premium
Miraflores,167.8,2,2,16.0,1,5950.0,premium
San Juan de Lurigancho,73.2,4,1,18.0,1,2220.0,moderado
Barranco,206.5,2,2,0.0,1,6160.0,premium
Pueblo Libre,202.7,4,2,3.0,0,5340.0,premium
La Molina,210.2,5,1,32.0,1,6050.0,premium
San Borja,51.4,1,1,11.0,0,3520.0,premium
Lince,46.4,3,2,28.0,1,2120.0,moderado
Chorrillos,167.3,3,1,24.0,1,3610.0,premium
Pueblo Libre,122.4,3,2,37.0,0,3160.0,premium
San Isidro,40.0,3,3,26.0,1,5000.0,premium
Chorrillos,194.0,3,1,,1,4060.0,premium
San Miguel,198.8,5,2,9.0,1,5790.0,premium
San Juan de Lurigancho,45.2,1,1,,0,920.0,economico
San Juan de Lurigancho,117.3,4,1,27.0,1,2840.0,moderado
Ate,79.1,2,1,14.0,0,2480.0,moderado
Chorrillos,,4,3,,1,2960.0,moderado
Lince,73.3,4,3,17.0,1,3520.0,premium
Chorrillos,197.9,1,1,0.0,1,4200.0,premium
Magdalena,91.4,4,2,13.0,1,3960.0,premium
La Molina,43.5,5,1,19.0,1,4300.0,premium
San Miguel,100.5,1,1,5.0,0,42249.0,premium
Miraflores,85.8,3,3,6.0,0,5280.0,premium
Magdalena,134.9,5,1,28.0,1,4260.0,premium
Miraflores,208.8,4,3,4.0,0,7170.0,premium
Lince,89.1,3,3,15.0,0,3310.0,premium
Lince,167.3,2,1,16.0,0,3590.0,premium
barranco,68.9,2,2,18.0,0,3860.0,premium
San Borja,123.6,3,3,9.0,1,5550.0,premium
Barranco,68.2,2,1,12.0,1,3860.0,premium
Surco,60.9,3,3,12.0,1,4630.0,premium
San Juan de Lurigancho,124.5,1,1,17.0,0,2120.0,moderado
Carabayllo,195.4,2,2,37.0,0,38618.0,moderado
Miraflores,72.4,1,1,4.0,0,4700.0,premium
San Borja,54.8,5,1,33.0,1,4110.0,premium
Miraflores,41.7,2,2,14.0,1,4750.0,premium
Ate,42.2,3,2,1.0,1,2580.0,moderado
Lince,189.8,1,1,36.0,1,3490.0,premium
San Miguel,76.3,5,3,16.0,0,3970.0,premium
San Juan de Lurigancho,128.5,2,1,13.0,1,2610.0,moderado
Lince,115.6,4,3,26.0,0,3420.0,premium
Chorrillos,145.6,4,2,15.0,0,36282.0,premium
San Borja,147.5,4,2,26.0,1,5300.0,premium
Surco,194.1,4,1,,1,6670.0,premium
Chorrillos,44.2,5,1,0.0,0,2810.0,moderado
CHORRILLOS,88.8,3,2,34.0,1,2640.0,moderado
San Juan de Lurigancho,50.4,5,3,14.0,0,2510.0,moderado
Magdalena,104.6,5,2,9.0,0,4310.0,premium
Barranco,68.5,1,1,28.0,0,3120.0,premium
San Borja,149.9,1,1,26.0,1,5000.0,premium
Surco,90.4,2,2,19.0,1,4460.0,premium
Lince,110.3,2,2,27.0,1,2970.0,moderado
Barranco,157.7,1,1,16.0,1,4790.0,premium
Lince,179.4,1,1,35.0,0,3190.0,premium
Jesus Maria,,3,1,4.0,1,4880.0,premium
La Molina,105.3,4,2,30.0,1,4700.0,premium
Barranco,122.1,2,2,9.0,1,4680.0,premium
Ate,67.5,1,1,,0,1550.0,moderado
chorrillos,178.2,1,1,10.0,0,3710.0,premium
San Borja,130.0,2,1,31.0,0,4210.0,premium
Barranco,187.6,3,3,31.0,1,5310.0,premium
San Borja,79.0,4,2,38.0,0,3820.0,premium
San Isidro,165.6,4,1,10.0,0,6760.0,premium
Magdalena,209.1,1,1,8.0,0,4740.0,premium
Barranco,163.8,2,2,0.0,1,5730.0,premium
SAN JUAN DE LURIGANCHO,,4,2,22.0,1,2970.0,moderado
San Juan de Lurigancho,138.5,4,3,27.0,1,3410.0,premium
Magdalena,109.7,3,2,31.0,1,3610.0,premium
Lince,171.0,5,1,9.0,0,4480.0,premium
Lince,117.7,5,3,22.0,1,3740.0,premium
Surco,117.5,4,3,37.0,1,4790.0,premium
La Molina,110.6,2,2,,1,55930.0,premium
Chorrillos,153.9,2,2,8.0,1,4000.0,premium
San Isidro,149.9,3,3,2.0,1,7270.0,premium
Carabayllo,190.3,2,2,32.0,1,3140.0,premium
San Miguel,131.3,3,2,20.0,1,4110.0,premium
La Molina,108.6,3,3,9.0,0,4720.0,premium
Magdalena,51.7,1,1,3.0,1,3260.0,premium
Chorrillos,58.8,2,1,,0,1630.0,moderado
Magdalena,141.5,2,1,28.0,1,3640.0,premium
San Isidro,168.8,2,2,28.0,1,6210.0,premium
Magdalena,92.0,2,2,26.0,1,3180.0,premium
La Molina,219.5,4,3,10.0,1,6760.0,premium
Magdalena,117.5,4,2,32.0,0,3460.0,premium
Miraflores,80.2,2,2,39.0,1,4430.0,premium
La Molina,99.4,5,3,20.0,0,4980.0,premium
Chorrillos,,4,1,28.0,1,2660.0,moderado
Lince,209.4,1,1,4.0,0,4590.0,premium
San Miguel,121.1,4,1,23.0,0,3710.0,premium
Carabayllo,193.8,5,1,30.0,1,3640.0,premium
Chorrillos,102.9,1,1,29.0,1,2450.0,moderado
San Juan de Lurigancho,92.7,4,3,24.0,1,2690.0,moderado
Surco,206.0,1,1,8.0,1,6010.0,premium
San Borja,78.2,5,3,6.0,1,5180.0,premium
Ate,130.2,1,1,24.0,0,2380.0,moderado
La Molina,166.0,1,1,27.0,1,4880.0,premium
san borja,155.2,4,2,29.0,0,4910.0,premium
San Isidro,179.4,2,2,3.0,1,7250.0,premium
San Miguel,57.0,1,1,20.0,0,2380.0,moderado
Pueblo Libre,91.5,1,1,2.0,1,3570.0,premium
Miraflores,143.3,5,1,,1,6270.0,premium
Magdalena,111.6,5,2,39.0,1,3790.0,premium
Barranco,106.1,5,2,30.0,1,4750.0,premium
Miraflores,143.5,4,2,29.0,1,6170.0,premium
Magdalena,72.8,1,1,8.0,1,3280.0,premium
San Juan de Lurigancho,103.1,3,2,,1,2930.0,moderado
Pueblo Libre,70.9,5,2,0.0,0,3780.0,premium
Pueblo Libre,111.2,1,1,23.0,1,3260.0,premium
La Molina,88.6,1,1,,1,3680.0,premium
CHORRILLOS,97.8,2,2,29.0,0,2370.0,moderado
Magdalena,55.3,5,2,27.0,1,3150.0,premium
Carabayllo,,3,2,,1,2030.0,moderado
La Molina,93.8,5,1,36.0,1,4310.0,premium
Pueblo Libre,50.0,1,1,32.0,0,2000.0,moderado
MIRAFLORES,94.6,2,2,23.0,1,4940.0,premium
Magdalena,189.1,4,2,6.0,1,5640.0,premium
Barranco,,5,2,8.0,0,6190.0,premium
Miraflores,86.6,5,3,8.0,0,5750.0,premium
Ate,54.1,3,1,20.0,1,1790.0,moderado
Carabayllo,51.6,3,2,27.0,1,1740.0,moderado
Jesus Maria,180.0,3,3,18.0,1,5040.0,premium
Ate,131.5,5,2,,1,3290.0,premium
La Molina,195.6,1,1,35.0,0,4780.0,premium
Barranco,,2,1,2.0,0,5640.0,premium
Ate,55.1,1,1,21.0,0,1380.0,economico
Ate,152.8,4,2,35.0,0,2970.0,moderado
Chorrillos,199.2,2,2,19.0,1,4170.0,premium
SAN ISIDRO,156.7,1,1,37.0,1,5610.0,premium
Surco,141.9,2,2,5.0,0,5290.0,premium
Barranco,100.8,1,1,35.0,1,3420.0,premium
San Borja,211.2,4,1,7.0,0,6290.0,premium
Miraflores,99.5,2,1,15.0,0,5030.0,premium
Carabayllo,115.6,5,3,24.0,1,3090.0,premium
Lince,45.4,5,2,33.0,0,2170.0,moderado
San Miguel,,1,1,23.0,1,3930.0,premium
Barranco,104.7,4,2,28.0,0,3880.0,premium
San Miguel,158.7,5,3,,1,4630.0,premium
San Borja,158.8,2,1,23.0,1,5190.0,premium
Ate,51.3,5,3,3.0,1,3210.0,premium
Magdalena,214.7,1,1,,1,4320.0,premium
Carabayllo,176.8,2,2,22.0,0,2650.0,moderado
San Isidro,84.2,1,1,16.0,0,5070.0,premium
Magdalena,79.4,2,2,34.0,1,3060.0,premium
Chorrillos,147.5,2,2,3.0,1,4040.0,premium
San Borja,85.1,4,2,31.0,1,4300.0,premium
Lince,101.1,2,1,22.0,1,2900.0,moderado
San Miguel,202.5,2,2,27.0,1,4670.0,premium
Ate,94.1,3,1,8.0,0,2710.0,moderado
Lince,162.2,5,2,,1,3960.0,premium
San Borja,195.0,2,2,23.0,1,5660.0,premium
Pueblo Libre,,5,2,,1,3690.0,premium
Magdalena,60.8,2,2,38.0,1,2620.0,moderado
Surco,182.4,4,3,33.0,1,5720.0,premium
la molina,204.3,2,2,20.0,0,5200.0,premium
Barranco,195.1,1,1,27.0,0,4370.0,premium
Magdalena,127.2,2,2,7.0,1,4370.0,premium
Surco,200.5,3,3,27.0,1,5880.0,premium
Ate,124.7,5,1,30.0,0,2820.0,moderado
La Molina,162.3,4,3,33.0,0,5150.0,premium
Ate,214.7,5,2,31.0,1,4300.0,premium
San Juan de Lurigancho,,5,2,31.0,0,2160.0,moderado
San Isidro,,4,2,35.0,0,5400.0,premium
Jesus Maria,65.8,4,3,17.0,1,3650.0,premium
La Molina,136.0,3,3,,1,5890.0,premium
Chorrillos,52.9,4,2,29.0,1,2400.0,moderado
Pueblo Libre,188.9,1,1,39.0,1,3380.0,premium
San Juan de Lurigancho,178.4,4,2,15.0,1,3790.0,premium
Barranco,200.9,4,2,23.0,1,5910.0,premium
Miraflores,93.1,4,2,2.0,0,5740.0,premium
San Miguel,209.4,1,1,7.0,1,4820.0,premium
La Molina,108.7,5,2,39.0,1,4620.0,premium
Miraflores,,2,2,18.0,1,6420.0,premium
San Isidro,158.8,1,1,29.0,1,5760.0,premium
Chorrillos,44.9,5,2,37.0,1,2160.0,moderado
Barranco,85.5,3,2,5.0,1,4350.0,premium
Barranco,54.2,1,1,9.0,0,3530.0,premium
La Molina,64.8,2,1,9.0,0,3920.0,premium
San Borja,202.5,5,2,15.0,1,6470.0,premium
Ate,68.0,4,2,,0,2020.0,moderado
La Molina,66.8,4,3,26.0,1,4620.0,premium
San Juan de Lurigancho,189.5,1,1,,1,2850.0,moderado
Barranco,104.6,4,2,38.0,0,3930.0,premium
Magdalena,169.9,5,2,33.0,1,4810.0,premium
Carabayllo,142.7,2,2,27.0,1,2600.0,moderado
LA MOLINA,62.0,3,1,2.0,1,4840.0,premium
Surco,54.2,1,1,7.0,0,3860.0,premium
La Molina,156.4,5,3,4.0,1,51076.0,premium
ate,51.5,3,2,7.0,1,2470.0,moderado
Carabayllo,209.1,4,2,3.0,0,4160.0,premium
Surco,142.0,2,2,30.0,0,4680.0,premium
Ate,,4,1,7.0,1,3110.0,premium
Magdalena,81.8,3,2,1.0,0,3980.0,premium
La Molina,99.5,5,2,0.0,1,5580.0,premium
Barranco,197.6,2,1,35.0,1,4750.0,premium
San Isidro,155.8,5,1,6.0,1,7020.0,premium
Surco,54.8,1,1,16.0,0,3680.0,premium
San Borja,92.0,1,1,31.0,1,4000.0,premium
Lince,,1,1,31.0,1,1930.0,moderado
Surco,168.6,4,3,37.0,1,5450.0,premium
Ate,45.3,5,2,1.0,0,2990.0,moderado
La Molina,194.8,5,3,,1,6340.0,premium
Surco,90.8,3,2,32.0,0,4010.0,premium
Surco,207.1,1,1,34.0,0,4860.0,premium
San Miguel,111.9,4,3,11.0,1,4750.0,premium
San Juan de Lurigancho,203.0,4,2,37.0,1,3470.0,premium
San Isidro,,1,1,28.0,1,5510.0,premium
San Miguel,80.8,1,1,23.0,0,2550.0,moderado
chorrillos,177.6,2,1,21.0,0,3520.0,premium
San Juan de Lurigancho,58.3,2,2,23.0,1,2000.0,moderado
San Isidro,207.4,3,1,10.0,0,6900.0,premium
San Borja,151.2,1,1,18.0,0,4650.0,premium
Lince,42.5,2,2,,1,2310.0,moderado
Pueblo Libre,144.6,3,1,3.0,0,4200.0,premium
San Juan de Lurigancho,,1,1,13.0,1,33811.0,moderado
Barranco,144.1,4,3,29.0,1,5070.0,premium
Lince,68.1,2,2,2.0,1,3380.0,premium
San Juan de Lurigancho,208.8,3,3,5.0,1,4570.0,premium
San Juan de Lurigancho,,3,2,31.0,1,3200.0,premium
Miraflores,203.1,2,2,10.0,1,6710.0,premium
San Juan de Lurigancho,53.8,4,3,31.0,1,2230.0,moderado
Magdalena,197.5,2,1,38.0,0,3830.0,premium
Ate,42.1,5,2,17.0,0,2440.0,moderado
Carabayllo,169.5,3,3,20.0,1,3370.0,premium
San Borja,162.9,3,1,10.0,1,5920.0,premium
Pueblo Libre,125.8,4,1,5.0,0,4260.0,premium
Miraflores,60.8,3,3,38.0,1,4840.0,premium
Magdalena,115.6,5,2,4.0,1,4960.0,premium
San Isidro,144.6,1,1,6.0,0,6230.0,premium
Lince,84.8,1,1,39.0,1,1760.0,moderado
Jesus Maria,128.7,2,2,5.0,1,4170.0,premium
San Miguel,188.8,2,1,19.0,0,4120.0,premium
Chorrillos,205.4,4,1,26.0,1,4060.0,premium
Lince,162.2,1,1,30.0,1,3280.0,premium
Ate,,2,2,39.0,1,2090.0,moderado
Magdalena,218.0,5,1,10.0,0,5530.0,premium
Pueblo Libre,96.4,3,2,,1,3190.0,premium
Surco,193.3,5,3,27.0,0,5830.0,premium
San Miguel,47.1,5,3,22.0,1,3290.0,premium
Lince,130.9,4,2,0.0,1,4500.0,premium
Miraflores,192.9,5,1,0.0,1,7440.0,premium
Jesus Maria,114.6,3,3,13.0,0,4050.0,premium
Barranco,90.3,5,3,,1,4920.0,premium
San Miguel,201.7,3,1,,1,5050.0,premium
Miraflores,,2,2,37.0,1,5710.0,premium
Miraflores,200.0,3,2,12.0,1,7080.0,premium
Jesus Maria,177.9,4,2,13.0,1,5040.0,premium
Ate,216.0,1,1,11.0,1,4090.0,premium
magdalena,154.5,1,1,39.0,0,3020.0,premium
Carabayllo,110.1,3,3,,1,3140.0,premium
Magdalena,,3,2,10.0,0,3950.0,premium
San Miguel,215.4,2,2,10.0,1,5230.0,premium
MAGDALENA,153.6,3,1,4.0,1,5120.0,premium
Pueblo Libre,216.3,5,3,3.0,0,5610.0,premium
Jesus Maria,176.0,3,2,26.0,0,4230.0,premium
San Juan de Lurigancho,128.1,1,1,10.0,1,2600.0,moderado
Carabayllo,210.3,2,2,33.0,0,2840.0,moderado
Jesus Maria,218.0,5,2,,0,5430.0,premium
Chorrillos,49.7,1,1,15.0,1,2260.0,moderado
lince,114.4,4,3,25.0,0,3440.0,premium
Jesus Maria,126.3,5,2,20.0,1,4290.0,premium
San Miguel,140.0,3,1,19.0,0,3900.0,premium
Magdalena,92.2,3,1,2.0,1,4390.0,premium
Carabayllo,131.1,4,1,13.0,1,3040.0,premium
San Juan de Lurigancho,71.4,2,2,27.0,0,1650.0,moderado
Miraflores,70.0,2,2,32.0,1,4600.0,premium
Carabayllo,100.6,1,1,22.0,1,1840.0,moderado
San Juan de Lurigancho,57.4,2,2,0.0,1,2530.0,moderado
Chorrillos,,2,1,26.0,0,1840.0,moderado
Magdalena,201.0,1,1,23.0,1,4370.0,premium
Pueblo Libre,42.0,5,2,16.0,1,3470.0,premium
Miraflores,49.2,2,1,25.0,0,4160.0,premium
Barranco,194.9,3,2,23.0,1,5690.0,premium
San Miguel,197.1,4,2,25.0,1,4870.0,premium
Pueblo Libre,210.5,1,1,9.0,0,4240.0,premium
Chorrillos,201.8,2,2,16.0,1,4180.0,premium
SURCO,134.9,4,2,8.0,0,5480.0,premium
La Molina,72.2,5,1,6.0,0,4650.0,premium
Chorrillos,99.2,1,1,4.0,1,3320.0,premium
San Isidro,45.8,3,3,21.0,0,5150.0,premium
Carabayllo,95.3,4,1,32.0,1,1890.0,moderado
Pueblo Libre,201.0,3,1,12.0,1,4790.0,premium
Lince,173.6,1,1,9.0,0,3890.0,premium
MIRAFLORES,190.2,4,3,,0,6530.0,premium
Surco,65.0,1,1,22.0,1,3840.0,premium
Jesus Maria,108.7,2,2,10.0,0,3910.0,premium
Lince,201.3,1,1,15.0,1,4220.0,premium
Lince,,2,2,26.0,1,2310.0,moderado
Chorrillos,107.0,2,2,8.0,1,3700.0,premium
Pueblo Libre,216.2,3,1,28.0,0,4430.0,premium
Magdalena,145.3,1,1,17.0,1,4280.0,premium
La Molina,95.0,2,2,,1,4510.0,premium
San Borja,115.2,5,1,,0,5180.0,premium
San Isidro,46.1,3,1,29.0,0,4770.0,premium
Jesus Maria,190.1,4,2,16.0,1,4990.0,premium
Pueblo Libre,204.1,5,3,36.0,1,55770.0,premium
Miraflores,78.4,1,1,17.0,0,4580.0,premium
Barranco,83.8,1,1,8.0,1,3820.0,premium
San Miguel,153.2,4,1,26.0,1,3970.0,premium
Barranco,101.1,1,1,2.0,1,4470.0,premium
Miraflores,212.2,2,2,18.0,1,6630.0,premium
Ate,48.2,2,2,3.0,1,2750.0,moderado
Jesus Maria,191.1,4,3,28.0,0,4810.0,premium
Chorrillos,135.8,4,2,4.0,1,3970.0,premium
Lince,145.5,4,3,17.0,1,4510.0,premium
san borja,219.0,1,1,30.0,1,5560.0,premium
Pueblo Libre,218.5,3,1,19.0,0,4850.0,premium
La Molina,201.8,2,2,36.0,0,4940.0,premium
Lince,86.5,5,1,25.0,1,3360.0,premium
Pueblo Libre,156.7,2,2,7.0,0,4130.0,premium
Magdalena,151.0,5,1,23.0,0,4180.0,premium
San Miguel,148.6,1,1,13.0,1,3910.0,premium
San Borja,91.3,2,2,22.0,0,4050.0,premium
Chorrillos,182.0,3,3,26.0,1,4150.0,premium
Ate,148.7,3,2,22.0,1,3490.0,premium
Chorrillos,73.4,5,1,33.0,1,2650.0,moderado
Chorrillos,101.7,1,1,16.0,1,2720.0,moderado
Jesus Maria,209.2,2,2,27.0,1,4780.0,premium
Magdalena,216.9,3,3,19.0,1,5230.0,premium
San Borja,141.2,2,1,0.0,1,5360.0,premium
Jesus Maria,46.8,4,2,4.0,0,3420.0,premium
Ate,180.7,5,2,9.0,1,4530.0,premium
Surco,176.4,2,1,32.0,1,55625.0,premium
San Juan de Lurigancho,49.0,5,2,,0,2570.0,moderado
La Molina,121.0,3,2,39.0,1,4280.0,premium
Pueblo Libre,116.6,2,2,27.0,1,3210.0,premium
Ate,106.9,3,3,38.0,0,2030.0,moderado
Magdalena,79.9,3,3,10.0,0,3500.0,premium
Barranco,183.9,2,1,22.0,0,4880.0,premium
Magdalena,143.2,5,2,3.0,0,5120.0,premium
San Borja,155.9,2,2,20.0,1,5020.0,premium
Barranco,209.6,5,3,17.0,1,6220.0,premium
Pueblo Libre,,5,1,35.0,1,2690.0,moderado
Lince,115.5,2,1,,1,3540.0,premium
San Miguel,59.5,3,2,6.0,0,3180.0,premium
San Miguel,123.6,3,3,,1,3490.0,premium
La Molina,100.1,2,2,28.0,1,4070.0,premium
San Isidro,149.1,1,1,,1,5800.0,premium
Miraflores,161.3,5,1,15.0,1,6570.0,premium
Magdalena,173.8,2,2,15.0,0,4390.0,premium
La Molina,91.4,4,2,13.0,0,4820.0,premium
Barranco,133.5,4,1,33.0,1,4560.0,premium
La Molina,194.1,1,1,14.0,1,5610.0,premium
San Juan de Lurigancho,215.9,2,2,23.0,1,4090.0,premium
Carabayllo,69.7,2,2,14.0,1,2300.0,moderado
Miraflores,159.2,5,2,15.0,0,6490.0,premium
Pueblo Libre,71.2,4,1,16.0,1,3250.0,premium
Pueblo Libre,204.2,5,3,23.0,0,4800.0,premium
Jesus Maria,142.3,2,2,22.0,1,4110.0,premium
San Miguel,172.6,4,1,0.0,1,4930.0,premium
Lince,169.5,3,3,,1,3740.0,premium
Ate,106.0,2,2,19.0,1,2720.0,moderado
Chorrillos,76.8,5,3,31.0,1,2700.0,moderado
Lince,129.2,2,1,,1,2990.0,moderado
San Juan de Lurigancho,177.3,5,3,28.0,1,3640.0,premium
Ate,98.3,3,2,11.0,0,2840.0,moderado
San Juan de Lurigancho,140.5,2,1,36.0,0,2140.0,moderado
San Isidro,78.8,4,1,1.0,1,6190.0,premium
Carabayllo,218.7,1,1,12.0,0,3430.0,premium
La Molina,210.2,2,2,37.0,1,5080.0,premium
San Miguel,208.6,3,2,1.0,1,5570.0,premium
Miraflores,176.8,3,3,34.0,1,5870.0,premium
San Borja,116.7,1,1,37.0,1,3990.0,premium
Barranco,163.3,5,3,14.0,1,5850.0,premium
Miraflores,175.1,3,2,37.0,1,5810.0,premium
Barranco,126.3,2,2,7.0,1,4970.0,premium
Surco,183.5,4,2,35.0,1,5510.0,premium
La Molina,112.9,2,1,35.0,0,3740.0,premium
Pueblo Libre,78.7,5,3,27.0,1,3300.0,premium
Barranco,67.4,3,2,6.0,0,4140.0,premium
Lince,,3,2,16.0,1,4810.0,premium
Ate,163.9,2,2,0.0,0,3700.0,premium
San Miguel,201.3,2,1,32.0,0,3650.0,premium
Chorrillos,108.6,5,1,4.0,1,4020.0,premium
Barranco,197.8,4,3,19.0,0,5660.0,premium
Chorrillos,,4,2,35.0,0,2860.0,moderado
LA MOLINA,43.2,2,2,16.0,0,3460.0,premium
San Juan de Lurigancho,206.0,3,2,7.0,1,4260.0,premium
San Juan de Lurigancho,105.1,3,1,38.0,1,1780.0,moderado
San Miguel,196.9,5,2,18.0,0,4970.0,premium
Ate,144.6,5,3,,1,3760.0,premium
SURCO,70.5,3,3,6.0,0,52069.0,premium
Magdalena,161.7,1,1,35.0,1,3520.0,premium
Jesus Maria,102.1,3,3,9.0,1,4040.0,premium
Barranco,126.1,3,1,1.0,1,5080.0,premium
San Miguel,115.4,4,1,34.0,0,3200.0,premium
Miraflores,108.5,2,2,18.0,1,59673.0,premium
La Molina,216.8,2,1,,1,6180.0,premium
Jesus Maria,,1,1,4.0,1,3040.0,premium
Barranco,153.5,4,2,11.0,0,5370.0,premium
La Molina,41.4,1,1,24.0,0,3240.0,premium
Pueblo Libre,53.1,5,3,3.0,0,3770.0,premium
San Isidro,130.7,5,2,10.0,0,6350.0,premium
San Miguel,176.0,2,2,7.0,1,4760.0,premium
Barranco,175.6,5,1,4.0,1,6080.0,premium
Ate,142.0,3,1,24.0,1,3050.0,premium
Magdalena,198.2,3,2,20.0,0,4670.0,premium
San Isidro,127.0,1,1,23.0,1,5780.0,premium
San Juan de Lurigancho,53.1,5,2,34.0,0,1860.0,moderado
Barranco,78.8,2,2,13.0,1,4080.0,premium
San Isidro,193.4,4,1,20.0,0,6950.0,premium
Pueblo Libre,,1,1,18.0,0,2820.0,moderado
Magdalena,78.0,1,1,7.0,1,3410.0,premium
La Molina,48.5,3,2,29.0,1,3580.0,premium
Miraflores,218.6,5,3,9.0,1,7770.0,premium
lince,106.9,5,2,7.0,1,4420.0,premium
San Borja,207.7,5,3,14.0,0,6570.0,premium
Surco,137.1,2,1,12.0,1,5180.0,premium
San Isidro,53.2,2,1,3.0,1,5410.0,premium
Chorrillos,116.9,4,2,30.0,0,3040.0,premium
San Miguel,168.3,2,1,,1,4340.0,premium
San Borja,,5,1,28.0,0,4000.0,premium
Jesus Maria,74.7,2,1,20.0,1,41246.0,moderado
Surco,145.1,1,1,15.0,0,4910.0,premium
San Borja,153.3,4,1,20.0,0,4950.0,premium
Chorrillos,,1,1,30.0,1,1860.0,moderado
San Miguel,153.2,4,1,0.0,0,4580.0,premium
Miraflores,213.4,3,2,26.0,1,6430.0,premium
Surco,111.6,5,2,12.0,1,5650.0,premium
